,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X000786.SZ,X601600.SH,X600886.SH,X600176.SH,X601898.SH,X600426.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600111.SH,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600486.SH,X600803.SH,X300037.SZ,X002353.SZ,X600027.SH,X600299.SH,X601992.SH,X600219.SH,X002080.SZ,X601168.SH,X000932.SZ,X000898.SZ,X002409.SZ,X600529.SH,X000807.SZ,X000723.SZ,X000630.SZ,X600315.SH,X000878.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0855029469850733,0,0.0141911570334486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436117761473777,0,0,0,0,0,0,0,0,0,0.0198901580142362,0,0,0,0,0,0,0.00674964806178099,0.040689486684543,0,0,-0.00606285708106614,0,-0.000609537649490552,-0.00104166609715954,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00386013614095539,0,0,0,0,0,0,0.0165799236984073,0,0,0,0,0,0,0,0,0,0,0.00906267934986013,0.0137849309570098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620865850947243,0.00726871721583033,0,0,0,-0.0225637782772039,0,0,0,0,0.0575746674407395,0.0191083858849279,0,-0.0128058816680313,0,0,0,0,-0.0184367914022208,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548027685747347,0,0,0,0,0,0,0.115497423061482,0,0,0,0,0,0,0,0,0,0,0,-0.0135511854656683,0,0,0,0,0.0679242687580167,0,0,0,0,0,0,0.0810021994433405,0,0,0,0,0,0,0.00607772354031291,0,0,0,0,-0.0136180589118763,0,0
X600585.SH,0,0,0,0,0.062686975479219,0,0.0673758156168716,0,0.0873859459303609,0,0,0,0,0,0,0,0,0.0263001129102375,0,0,0.0657092727019287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135060439556653,0,0,0,0,-0.00692078757034314,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0458198249907634,0,0,0,0,0,0,0,0,0,0.396328347268885,-0.089318585471736,0,0,0,0,0,0,0,0,0,0,0,0,0.0810929551956071,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523519636771219,0,0,0,0.013591093516883,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330010341215699,0,0,0,-0.0331262113283171,0,0,0,0,0.184891808097215,0,0,0.0387650505265555,0,0,0,0,0,0,0,0.0354453391916128,0,0,0,0.0361774168850221,0.025215973593784,0,0,0,0,0.047979730338023,0,0,0,0.0286117839796633,0,0,0.0320692298890413,0,0,0,0,-0.0137365549664666,0,0
X002460.SZ,0,0,0,0,0,0.0523270410043287,0,0,0,0,0.0165130956301963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303161863418564,0,0,0,0.180890899400318,0,0,0,0,0,0,0.224159302354708,0,0,0,0,0,0,0,0.20902334638442,0,-0.122957663229653,0,0.000571329691644569,0,0,0,0,-0.0239465484166662,0,0
X000708.SZ,0,0,0,0,0.0455300179232135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041352670584364,0,0,0,0,0,0,0.137996002124366,0,0.31991625266138,0,0,0.0640892826205365,0,0,0.0166311612386653,0,0,0,0.044825038005699,0,0,0,-0.0104046488417884,0.00909001715357287,0,0,0,0.00169570095138156,0,0
X600547.SH,0,0,0,0,0.0452961997244657,0,0,0,0,-0.010300834544767,0,0,0,0,0,0,-0.0802265463949121,0,0,0,0,0,0,0,0,0.606135648942712,0,0,0,0,0,0,0.00687759406953754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129935602505808,0,-0.000141585985068079,0,0,-0.0155634229248264,0,0,0,0.00478473622635942,0,0
X600660.SH,0,0,0,0,0,-0.0762830379366675,0.00788732245236593,0,0,0,0,0,0.0322415525348757,0,0,0,0,0,0,-0.133410896398414,0,0,0,0,0.070651933769315,0,0,0,0,0,0,0,0.179773981876431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138924598956244,0,0
X002271.SZ,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0325992648728376,0,0,0,0,0,0,0.133178046132337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150110766605013,0,0.115136592699516,0,0,0,0,0,0,0,0,0,0.0924071232330407,0,0,0,0,0,0,-0.148717256407556,0,0,0.131367046291201,0,0,0,0.0534785833160813,0,0
X600011.SH,0,0,0,0,-0.149073639244131,0,0,0,0,0,-0.0450815624663202,0,0.069026551297219,0,0,0.23293245360169,0,0,0,0,0,0,0,0.0251059396753561,0.178898128820049,0,0,0,0,0,0,0,0,0.0675853234076858,0.0872887567570174,0.0810928996371516,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0840915509899743,0,-0.0101742942577713,0,0,0,0,0.00523051096625926,0,0
X600362.SH,0,0,0,0,0,0,0.0417560311488631,0,0,0,0,0,0,0.00889495124014641,0,0,0,0,0.00772262137052752,0,0,0,0,0.21992635988726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155977949676148,0.0776903136339138,0,0,0.259191714667628,0,0,0,-0.0421982147349101,0,0,0,-0.0215765098199328,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.116596653943918,0,0,0,0,0,0,0,0.229091799762853,0,0,0,0,0,0,0,0,0,-0.111215730861493,0,0,0.133709199084557,0,0,0,0,0,0,0,0,0.237474863262676,0,0,0.190612570921776,0,0,0,0,0,0,0,0,0,0,0,0,0.00632435671401224,0,0
X601600.SH,0,0,0,0,0,0.00641936670485907,0.0290762240240987,0,0,0,0,0,0.175601827970466,0,0,0,0,0,0,0.233255457558755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140667277164478,0,0,0,0,0,0,0.109615332763018,0.0105190483706376,0,0,0.0845573760051187,0,0,0,0,0,0,0,-0.011309681742989,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.254563028636543,0,0.167484169584922,0,0,0,0,0.0836849647497947,0,0,0,0,0,0,0,0.0558270902259066,0,0,0,0,0.0198110296392114,-0.0312913612572458,0,0,0,0,0,0,0,0,0,-0.0270051855245178,0,0,0,0,0,0,-0.000792364930710675,0,0.0624252620991138,-0.0454871732954835,0,0,0,0.0191424877277184,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0874999120872181,-0.109176991837721,0,0,0,0,0,0,0,0.0550483049280158,0,0,0,0,0,0,0,0,0,0,0,0,0.102835776152844,0,0,0,0,0,0.233913305138904,0,0,0,0,0,0,0,0.128184537292375,0,0.335766243510901,0,0,0,0.0755086712472857,0,0,0,0.0193307799149961,0,0
