,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600660.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600010.SH,X600489.SH,X600111.SH,X601699.SH,X002460.SZ,X600027.SH,X600160.SH,X000983.SZ,X000301.SZ,X600426.SH,X002466.SZ,X000786.SZ,X600803.SH,X601991.SH,X000877.SZ,X000933.SZ,X600985.SH,X600176.SH,X002128.SZ,X000630.SZ,X000807.SZ,X601168.SH,X600219.SH,X000408.SZ,X002271.SZ,X600612.SH,X600348.SH,X000883.SZ,X600096.SH,X000932.SZ,X002353.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0121590484534376,0.622674336406783,0,0,0,0,0,0,0.145615316749861,-3.46944695195361e-18,0,0,-0.0686151456699637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221712515341627,0,-0.0235631443756124,0,0,0.0802980499680728,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458300002608343,0.0217886003556658,0,0,0,0,0,0
X601088.SH,0.163665586245917,0,0,0,0.14826332033329,0.130553215191163,0,0,-0.0203512425357976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839333191410985,0,0,0,0,0,0,0,0,0.0894147801506071,-0.0564406378991222,0,0,0,0,0,0,-0.0479136976338762,0,0,0,0,0,0.0209378858742983,0,0,0,0,-0.0242688530164523,0,0,0,0,0,0
X600028.SH,0.419993931757772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260362601144471,0.0764296702059255,0,0.0120578237124963,-0.109646735173723,0,0,0,0,0,0,-0.0744514944134036,0,0,0,0,0,0,0,0,0,0.0445829083651449,0,0,0,0,0,0,0,0,0,0.05432099151428,0,0,0.00711420415542594,0,-0.0115683078935181,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779374212439261,0,0,0,0,0,0.0676347717492902,0,0,0.0272593400421223,0,0,0.103953124571557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159231440553975,0,0,0,0,0,0,0
X600188.SH,0.0290812245541549,0,0,0,0,0.300071480747847,0,0,0,0,0.0632171010590695,0,0,0,0,0,0,0,0,0,0.327433242897157,0,0,0,0,0,0,-0.0569077985417514,-0.0834921159926605,0,0,0,0.0307504713652273,0,0,0.010869969780617,0,0,0,0,0,-0.0036919980790581,0,0,0,0,0,0,0,0,0,0,-0.0181946742173667,0,0,0,0,0,0
X601898.SH,0,0.0177503701418343,0,0,0.0422784574076207,0,0,0.164634668587403,0,0,0,0,0,0,0,0,0,0,0,0,0.13895051880757,0,0.0689934139359654,0,0,0,0,0,0,0,0,0,0,0.476823699060158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107763169306419,0.0109602651046695,0,0,0.0233993311507153,-0.0178423795356435,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.000148957856612462,0.0905258434980498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699631109417697,0,0.0215574025637371,0.158035767752531,0,0,0,0,0,0,0,0,0.057214801929228,0,0,0,0,0.0448405861377468,0,0,0.264492864687547,0,0,0,-0.000405675197288238,0.00683473870210162,0.0266175193133918,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478654369044805,0,0,0,0,0,-0.0478895784475121,-0.0334278969517484,0.191828695750124,0,0,0,0,0,-0.0334393092134539,0,0.0869878265301527,0,0,0,0,0.063420989215811,0,0,0,0,0,-0.0259660255174323,0,0,0,0,0,0.0523497918905445,0,0,-0.00783863922255607,-0.0091464883852925,0.00551037361617893,-0.0680345614319338,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0513542137193321,0,0,0,0.0229227003695703,0.0497106984754989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116900237252738,0,0,0.0441376439355183,0,0,0.0603692874101853,0,0,0,0,0,0,0.118236737416648,0,0,0,0,0,0,0,0,0,0,-0.0201465702231766,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.123117867673726,0,0,0,0,0,0.243214829433577,0,0,0,0,0,0.11327708290038,0,0,0,0,0,0,0.1029718495834,0,0,0.214587510507473,0,0.0594897557020581,0,0,0.152148097293998,0.218639662081055,0,0.0449194811919001,0,0,0,0,0,0,0,0,0,0,0,-0.0107725431518271,0,0,0,0,0,0
