,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600111.SH,X600547.SH,X601600.SH,X000708.SZ,X600660.SH,X000301.SZ,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X600803.SH,X600027.SH,X600176.SH,X601991.SH,X000983.SZ,X600489.SH,X000786.SZ,X600160.SH,X600995.SH,X000807.SZ,X000629.SZ,X600378.SH,X002080.SZ,X000408.SZ,X600219.SH,X000933.SZ,X600096.SH,X000723.SZ,X000932.SZ,X600688.SH,X300037.SZ,X600157.SH,X600801.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204732950857691,0,0,0,0,0.0143859147899772,0,0.0430868702998496,0,0,0,0.0200526274279625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128321456699402,0.0626005220146769,0,0,0,-0.0159589210174419,0,0.0359583292084476,-0.0413193838318042,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.115103163952719,0,0,0.0694431241255306,0,0,0,0,0.0522927853408321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235610956560323,0,0,0,0,0,0,0.002897101663427,-0.00131915474081896,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0743329895112461,0,0,0,0,0,0.24940591117505,0,0,0,0,0,0,0,0.000671929295131729,0,0,0,0,0,0.111657125079634,0,0,0,0,0,0,0.0347222236742091,0,0,0,0,-0.00840131840686178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00430953005673551,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0106271821045321,0,0,0,0,0,0,0,0,0,0.145650916303367,1.73472347597681e-18,0,0,0.020077588733875,0.282322451233172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092854299183479,0.0566366865221933,0,0,0,-0.0972077350025507,0,0.00322753380977721,0.0169847052149149,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512565570531737,0,0.289968847839572,0,0,0,0.010679119878357,0.0519194674791504,0,0,0,0,0,0.0638650205157386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238067811032387,0.0109606114675186,0,0,0.00524120789319623,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.429074743767162,0,0,0,0,0,0,0,0.0314882181335723,0,0,0,0,0,0,0,0,0,0,0.138467185129707,0,0,0,0,0.104909165824639,0,0,0,0,0,0.142225642484655,0,0,-0.0913659108511741,0,0,0,0,0.0485914467806217,0,0,0.0170922680741665,0,0,0,0,0,0
X600019.SH,0,0.280942718178581,0,0,0,0,0,0,0,0,0,0,0,0,0.143219777420722,0,0,0,0,0.0537288796187529,0,0.191720926332457,0,0,0,0.0214072810706428,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316803839689126,0,0,0,0,0,0.0336650983029245,0,0,0,0,0,0,0.0341324863406052,-0.0332146870959717,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.529285593372622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177621934326124,0,-0.00661437793428091,0,0,0,0,0,0,0.147723061349975,0,0,0,0,0,0,0,0,0,-0.041697896597642,0,0.0100069619326851,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0689925628535394,0,0.00904742813276719,0,0,0,0,0,0,0,0.0367413634783481,0,0,0,0,0,0,0,0,0.0869257494961629,0.595401361011309,0,0,0,0,0.0430459637902088,0,0,0,-0.206556295734926,0.0719226943167887,0,0,0,-0.0475294863676638,0,0,0,0,0,0,0,0,0,-0.00557121979169274,0.0159901651723633,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.530290029099761,0,0,0,0,0.0084568623830033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0888981195705811,0,0.0396306017132155,0,0,0,0,0,0,0,0,0.00641066457755816,0,-0.0359250377848885,0,0,-0.0365208988541653,0.0717943787883439,0,0,0,0,0,0
