,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600352.SH,X600188.SH,X600027.SH,X600111.SH,X600801.SH,X000723.SZ,X600489.SH,X601992.SH,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X000786.SZ,X600612.SH,X600299.SH,X000709.SZ,X000629.SZ,X002460.SZ,X002466.SZ,X000883.SZ,X601158.SH,X600426.SH,X002353.SZ,X600219.SH,X600583.SH,X600315.SH,X000630.SZ,X600021.SH,X000553.SZ,X600985.SH,X000027.SZ,X601699.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579806787016398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861478764617294,0,0.060868101699109,0,0.0486097289640613,0,0,0,0,0,0.0772390410669107,0,0,0,0,0,0,0,0,0,-0.00127612525470397,0.0140387952078549,0,0,0,0,0,0
X600028.SH,0,0,0,0,-2.16840434497101e-19,0,-0.0121807827045353,0,0,0,0,0,0,0,0,0,0,0.0332899664679541,0.134402992533698,0,0,0,0,0,0,0,0,0,0,0.0409255178435582,0,0.0703362740388051,0,0,0,0,0,0,0,0.0229995396212818,0,0,0,0,0,0,0,0,0,0,0,-0.0240552837680279,0.0218968571561366,0,0,0,0,0,0
X601088.SH,0,0,0,0.0554540606563693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968465049068595,0.214373143385855,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.122731738477907,0,0,0,0,0,0,0,-0.0514881747817769,0,0,0,0,0,0.0254977939791921,0,0,0,0,0,-0.0143810287532959,0.0242797520111555,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908283710087828,0,0,0,0.394801821378715,0.0654238855022657,0,0,0.0329060520849399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035229653007686,0.0170713458766875,0,0,0,0,-0.0126557227091303,0.00477247657360171,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0161536856205059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920634028460226,0,0,0.0293111287346151,0,0,0.226274643626586,0,0,0,0,0,0,0,0,0,0,-0.0752456730283515,0,0,0,0,0,0.185133256983096,0,0,0,0,0,-0.00375826109122191,0.033826293067481,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0299752928580352,0,0,0,0.0310040243935344,0,0.0211083979497028,0,0,0,0,0,0,0.108557557039935,0,0,0,0,0.0196433955623749,0,0,0,0,0,0,0,0,0.0582389722957102,0,0,0.0985645824130127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00509602391526544,0.00221132007079779,0,0,0,0.0506460976994272,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177404381235007,0.00114120640452088,0.778241425817308,0,0,0,0,0,0,0,0,0,0,-0.156607284651626,-3.46944695195361e-18,0,0,0,0,0,0,-0.193872185091535,0,0,0.0494591818276475,0,0,0,0,0,-0.0406791705529111,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0770476902935104,0,0,0,0,0,0,0,-0.090029967165773,0,0.396103996461314,0,0,-0.0498926391546351,-0.0290674416896743,0,0,0,0,0,0.106607880494624,0,0,0,0.084318024152351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010216141844393,0.0216526319785864,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0277462649792257,0,0,0,0.518932721372626,0,0,0,0,0,0,0,0,0,0.0328813551423003,0,0.0368145458971306,0,0,0,0,0,0.0166112202810265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118474384462244,0,0,0,0,0.00972065370527936,-0.0287924792046961,0,0,0,0.0692236169172654,0,0
X600886.SH,0,0,0,0,0,0,0.0315960032902608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903533350007964,0,0,0,0,0,0,0.206883345708022,0,0,0,0,0,0,0,0,0,0.0241623860176498,0,0,0,0,0,0.0725838017104772,0,0,0,0,0,-0.0151644771393876,-0.00650068726731503,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.155033268485208,0,0,0,0,0,0.0494334335401238,0,0,0,0,0,0.0255229099630458,0,0.0314259174964616,0,0,0,0,0,0.0590167928978592,0,0,0.0845765240180413,0,0,0.0533898593567187,0,0,0,0.189848191832486,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00488521392325637,0,0,0,0.0302662469701093,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137365749887695,0,0,0,0,0,0,0,0,0,0,0.0469586381824347,0,0,0.0135522355426061,0,0,0,0.0381118281140248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177563710692347,0.0197090361286828,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.00544758757295909,0,0,0,0,0,0,0,0,0,0,0,0.04755611982283,0,-0.0521712136527395,0,4.33680868994202e-19,0,0,0.123911073197033,0,0,0,0,0,0,0,0,0.0666053068137962,0,0,0,0,0.00584676357269369,0,0,0,0,0,0.0984600855189653,0.0724650998569697,0,0,0,0,0.00206921142764945,0,0,0,0,0.00667950426283804,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728150128784357,0.0017212862798134,0,0,0,0,0.0549194917313593,0,0.0916911227837276,0,0,0.0219865349221312,0.102071814330568,0,0,0,0,0,0,0,0,0,0,0.00351845416588706,0,0,0,0,0,0,0,0,0,0,0,0.0129665578217189,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.292371027484577,0,0,0,0,0,0,0,0,0,0,0,0.0820901927624126,0.116682993325409,0.0816835610093543,0.0656001017256509,0,0,0,0,0,0,0.104929792097029,0,0,0,0,0,0,0,0.0597825378430257,0,0,0,0,0,0,0,0,0,0,0,0,-0.016786543862918,0.0299244225376368,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603936706373919,0.0375602306640731,0.074737972347363,0,0,0,0.00452736399801378,0,0,0,0,0,0,0,0.0255496295868938,0.0480049244236032,0,0,0.0984488722753548,0,0,0,0,-0.00969238851997886,0,0,0,0,0,0,0,0,0,0,0,-0.00461724527816579,-0.000501508741547774,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449475341834934,0,-0.0279511356215093,0,0,0,0,0,0,0.116954423277578,0.0409500921163347,0,0,0,0,0,0.0794570780502681,0,0,0,0,0,0,0,0,0,0.148034019323272,0,0,0,0,0,0,0.0296318906445779,0.0146200678915979,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.1522532114481,0,-0.16840325479682,-0.0849355628863347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225382040089811,0.387148328850936,0,0,0.179278800311858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128638713091257,0,0,0,0.106018989556673,0,0,0,0,0.020635989578562,-0.0380969374029537,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.00351163886319105,0,0,0,0,0,0,0,0,0,0.156742738708087,0,0,0,0,0,0.0808777777545464,0,0,0,0,0,0.072286301747153,0,0,0.0848894493372587,0,0,0,0.0667304685338748,0,0,0.128431350908972,0,0,0,0,0,0,0.0337022789323506,0,0,0,0,0,-0.00615950674239239,0.0266412490097365,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0993191454549665,0,0,0,0,0,0,0,0,0,0.10260672807119,0,0,0.0443910825909844,0,0.0308952118965859,0.0245156267648041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257162757939306,-1.73472347597681e-18,0,0,0,0,0,-0.00365354758122349,-0.00143659992914335,0,0,0,0,0,0
