,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600795.SH,X600886.SH,X600188.SH,X600010.SH,X600027.SH,X600688.SH,X601992.SH,X600309.SH,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X601158.SH,X000898.SZ,X600489.SH,X000709.SZ,X000629.SZ,X000539.SZ,X000825.SZ,X000831.SZ,X601699.SH,X600315.SH,X002470.SZ,X000027.SZ,X600352.SH,X600660.SH,X000630.SZ,X000959.SZ,X600808.SH,X600549.SH,X000983.SZ,X000937.SZ,X600578.SH,X600490.SH,X600307.SH,X600516.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.181106499663536,0,0,0.0347530149907742,0,0,0,0.084961756479639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374897730336237,0,0,0,0.032854143401236,0,0,0,0.0381603800867201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00847348485320768,0,0,0,-0.00732340028826257,0,0
X600028.SH,0,0,0.0512898991762667,0.11713013635023,0,0.0445076838303846,0,0,0,0,0,0.0196507959455773,0,0.0121880067667401,0,0,0,0,0,0,0,0,0.150269387402532,0,0.0214803866275526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332521967409902,0.10751412762439,0,-0.00456496568646905,-0.0189668365230799,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.227412728095398,0,0,0,0,0.19015823625265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172913716847997,0,0.013485133971065,0,0.0623456598796421,0,0,0,0,0,0,-0.00182480848033386,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.128524350931584,0,0,0,0,0,0,0.0467977514765512,0,0.0519162813057645,0.301662176412599,0,0,0,0,0,-0.0466332243842272,0,0,0,0,0,0,0,-0.0342493729496654,0.138320547299339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110785963572152,-0.0118799422517786,0,0,0,0,0,0
X600585.SH,0,0,0.058531282659524,0,0,0.20460155917281,0,0,0,0,0,0,0,0,0.103580346121574,0,0,0,0,0,0,0,0.0450271437140019,0,0,0,-4.33680868994202e-19,0,0,-0.00289399457864114,0,0,0,-0.0261051547698337,0,0,0,0,0,0,0,0.156212874196509,0,0,0,0,0,0,0,0,-0.00074081246812838,0,0,0,0,0,0,0
X600019.SH,0,0,0.0988079788640909,0.0409116195827465,0,0,0.0376462513156583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738155649562789,0,0.11524765725386,0.252787981131754,0,-0.0762080424679819,0,0,0,0,0,0,0,0,0.0806377394676241,0,0,0,0.0998752582244262,0,0.040231539245778,0,0,0.140969774543461,0,0,-0.00496601949258807,0.00805214872314026,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0192174441478614,0.411545909760351,0,0,0,0,0.112696824492789,0,0,0,0.0997118343300687,0,0,0,0,0,0,0,0.00154033937065211,0,0,0,0,0.100770718714487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396251577314191,0.0149793355059869,0,0,0,0.00656432974323376,-0.0150771721255662,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492254505507092,0,0.176295199532033,0,0,0,0,0,0.0185981086172406,0.00454039843897737,0,0,0,0,0.112573348094919,0,0.0024569122296983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149197651929837,0,0.00967953073914586,0,0,0,0,0.0127656318763197,-0.0269165390988963,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.451938464706443,0,0,0.0215233996299898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112227589724115,0,0,0,0.0148952173018545,0,0,0,0,0,0,0.11032608218641,0,0,0,0,0,0.0248543177996209,0,0,0,0.0770813286028741,0,0.000119597845840925,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0139030701874456,0,0,0,0,0,0,0,0,0,0,0.041896041040177,0.0349642043219356,0,-4.33680868994202e-19,0,0,0.0395818689306278,0,0.0699666593276706,0.0215147812920881,0,0,0,0,0,0,0,0.0113298335686085,0,0.305960195019614,0,0,0,0,0.0180201850257638,0,0,0.143850585206441,0,-0.00401179604330176,0,0,0,0,0,0,0
