,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X600188.SH,X601898.SH,X600688.SH,X600362.SH,X300072.SZ,X600660.SH,X600795.SH,X601992.SH,X002466.SZ,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X000898.SZ,X600886.SH,X600176.SH,X002460.SZ,X000786.SZ,X000709.SZ,X600157.SH,X000553.SZ,X600352.SH,X000792.SZ,X601699.SH,X600027.SH,X002271.SZ,X000825.SZ,X000830.SZ,X000983.SZ,X600489.SH,X600808.SH,X000959.SZ,X002092.SZ,X600219.SH,X600299.SH,X000408.SZ,X601158.SH,X600583.SH,X002110.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.389150485417511,0,0,0.016145041406328,0,0,0,0.00770180515821321,0,0,0,0.113214663628065,0,0,0,0.00367684576550826,0,-0.0401649868410786,0,0,0,0,0,0,0,0,0,-0.00254140068927287,0,0,0,0,0,0,-0.038221252626279,0,0,0,0,0,0,0,0.0110531868217341,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.276636289034122,0,0,0,0,0,0,0,0,0,0.340206579702482,0.00968358911501005,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138293595187362,0,0,0,0,0,0,0,0,0,-0.0063715144995375,-0.0757780049176526,0,0,0,0,0,0,0.00354677270740142,0,0,0.178853290029751,0,0,0,-0.000757662118457463,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.105562011021378,0.184929671390874,0,0,0,0.00505292791892424,0,0,0,0,0,0,-0.00957088660071876,0,0,0,0,0,0,0,0,0,0.0250352851592059,0,0,0,0,0,0.0772798507301991,0,0,0,0.137167862006936,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00380095121413377,0,0,0,0,0,0,0
X600019.SH,0,0,0.240174609023611,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218260230877059,0,0,-0.066709621063103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083353243930001,0,0,0.0149361284759099,0,0,0,0,0,0,0
X600585.SH,0,0,0.0871244242484648,0.109532205901222,0,0,0,0,0.318036711589883,0,0,0.0209807526678424,0,0,0,0,0.0627610016087779,0,0,0,0,0,0,0,0,0.116040592410484,0,0,0.0559908402072204,0,-0.212008446028379,0,0,0,0,0,0,0,0,0,0,0,0.0997891078462949,0,0,0,0,0,0,-0.00896799197051629,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0415065481844045,0,0,0,0,0,0,0,0,0.0200120845656251,0,0,0.219689703835981,0,0,0,0,0.0314106022689705,0,0,0.0292473666414288,0,0,0,0,0,0,0.019371404493627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457021220490349,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104623558487178,0,0,0,0,0,-0.059607250322084,0,0,0,0,0,0,-0.00659680590075063,0,0,0,0.0461956756957323,0,0,0,0,0,0,0,0,0,0,0,0.0625970867672039,0,0,0,0.00123092972998089,0,0,0,0,0,0
X600309.SH,0,0,0.0350085002444925,0,-0.0964147489474812,0,0,0,0,0,-0.140776612147671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202693427414215,0,0,-0.0142294618652691,0,0,0,0,-0.0205512056471568,0.0439830953265102,0,0,0,0.021307847916599,0,0,0,0,0,0,0,-0.0356189677422671,0,0,-0.0435630752946435,0.0664094189020041,0,0,0,0,0,0
X600188.SH,0,-0.0584474818381471,0,0,0.142362681878813,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.00431780351163294,0.218212869540374,0.108414045945362,0,0,0,0,0,0.399701683332845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496502800683464,0,0,0.0251816763365225,-0.0203842629405406,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.152156797819257,0,0,0,0,0,0,0,0,0,0,0,0.0185097334520222,0,0,0,0,0,0,0,0.000767937400525838,0,0.0414364538973128,0.0723311658869247,0,0,0,0,0,0,0.103881248380261,0,0,0,0,0,0,0,0,0,0,0,0.00730903827923773,0,0,0,0,0,0
X600688.SH,0,0.331699706243997,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0613302572022064,0,0,0,0,0,0,0,0,0,0.0837971601595194,0,0,0,0,-0.0458234844426551,0.0351383129157134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0177112774185864,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.25283973923843,0,0,0,0,0.109482176727978,0,0,0,0,0,0,0,0,0.0644042775584183,0,0,0.304577683542251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911003767190486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00648963476165145,-0.0388567289896405,0,0,0,0,0,0
X300072.SZ,0,0,0,-0.030639053797245,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710819345376889,0,0,0,0,0,0,0.113419163868324,0,0.0672598240952327,0,0,0,0,0,0,0,0,0,0.0526993687095849,0,0,0,0,0,0,0,0,0,0,0,0.101720561783388,0,-0.0192102651469175,0.0267532212920156,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00608921390586373,0,0,0,0,0,0.203056395370105,0,0,0,0,0,0,0,0,0,0.246609276373455,0,0,0,0,0,0,0,0,0,0,0,0,0.0347579461186082,0,0,-0.0086099978981429,-0.0182018077742968,0,0,0,0,0,0
X600795.SH,0,0,0,0.135852107359587,0,0.0752656024195898,0,0,0.0822960402153557,0,0,0,0,0,0,0,0,0,0.0744382035279079,0,0,0,0,0,0.0790275352008282,-0.0289054935689698,0,0,0,0,0.0657654081740187,0,0,0.0537078475026175,-0.176683997266804,0,0,0,0.0454169101610214,0,0,0,0,0,0,0,0,0,0,0.0172915424859148,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111793448223346,0,0,0,0,0,-0.00732285461784073,0,0,0,0.258933110390845,-0.190728393093762,0,0.103410420261654,0,0,0,0,0,0,0,0,0.0473311232382701,0,0,0,0,0,-0.0188920525805044,0,0,0,-0.006388133937772,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.693051722910747,0,0,0,0,0,0,0.0581594621810506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594705353829033,0.108935829010179,0,-0.0241634766150693,0.0480691476509655,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.126985686668255,0,0,0,0,0,0,0,0.355296559872018,0,0,0,0,0,0,0,0,0,0,0.051587230326117,0,0,0,0,0,0,0,0.548787063614763,0.0822699853165602,0.262476755339044,0,0.0676981191832183,0,0,0.127665579119933,0,0,-0.0462456612330999,0.0362402843003023,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0464496267992798,0,0,0,0,0,0,0,0.117260561587403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181541798759473,-0.0151198862361638,0,0.570053032674397,0,0,-0.096504066168927,0,0,0,0,0,0,0,0,0.0113666278145196,-0.0188138544468748,0,0,0,0,0,0
X601991.SH,0,0,2.62823622488342e-06,0,0.0984559558023741,0,0,0,0,0,0,0,0,0,0,0,0,0.0157804564524981,0,0,0,0,0,0,0.0859577220423189,0.0439232011432589,0,0,0.0162717457376839,0,-0.037737670934963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449080890019147,-0.0234785796083673,0,-0.0193085224270566,0.0247593545452029,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0906647910862098,0,0,0.0923855493879477,0,0,0,0,0,0,0,0,0,0.0222681315702695,0,0,0.103963248355102,0,0,0,0,0,0.239147288784943,0,0,0,0.217398396123643,0,0,0,0,0,0,0,0,0,0,0,0.0955922608425272,0,0,-0.00171150081497047,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.145318274198615,0,0,0,0,0.0195144817520788,0,0,0,0,0,0,0,0,-0.0148704376130938,0,0,0.111017713429841,0,0,0,0,0,0,0,0,0,0.0388397915058935,0,0,0,0,-0.0687787133522631,0,0,0.452953021742869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0.0377458747277638,0,-0.0816559025524006,0,0,-0.0729856497222869,0,0,0,0,0.0399660268397326,0,0,0.0598639622805366,0.072865655301969,0,0,0,-0.0756338476104982,0,0,0,0,-0.0092835390087015,0,0,0,0,-0.0117157645979468,0,0,0,0,0,0,0,0,0,0,0,0,-0.0794025152214414,0,0,0.0522225833409709,0,0,-0.00183460096899903,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461216734504537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113359968779365,0.0777815453981169,0,-0.0308630469092546,-0.0262791649605426,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726014201207172,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.225747698537377,0.0310538627044576,0,0,0,0,0.0358749771924935,0,0,0,0,0,0,0,0,0,-0.0121015133891609,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0.263996007354454,0,0,0.321299752821839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286177847161912,0,0,0,0,0.125060062166642,0,0,-0.0544728552732307,0,0.241450036046673,0,0.0265454965786565,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484049965069862,0.0548644548514985,0,0,0,0,0,0
X000709.SZ,0,-0.0439444473501746,0.02580758759916,0,0,0.0680743067235602,0,0,0.0514076550231783,0,0,0,0.0088819996905655,0,0,0,0,0,0,0,0.0659338709087954,0.0842307967569173,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.00510512859671185,0,0,0.148802323164336,0.186570601816715,0,0,0,0,0,0,0,0,0,-0.005991779439617,0.00460479094728365,0,0,0,0,0,0
X600157.SH,0,0,0,0,-0.00339080114705855,0,0,0,0,0,0,0,0.0274945114749914,0,0,0,0,0,-0.0228275579270542,0,0.0279941507489057,0,0,-0.000876917253992482,0,0,0,0,0,0,0.0143280560543482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110372648986926,0.0181892106222195,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443532030360202,0,0,0,0,0,0.145747431651123,0.0266875707554043,0.028209076583717,0,0,0,0,0.202338617647788,0,0,0,0,0.121162167228843,0,0,0,0,0,0,0.173514802341171,0,0,0,0,0,0,0.0156938572307366,-0.0113271983884383,0,0,0,0,0,0
X600352.SH,0,0,-0.00887011623330061,0,0,0,0,0,0.0861904438825883,0,0,0,0,0,0,0,0.08181760341504,0.0177753425556841,-0.0341951513875052,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0385771939276816,0,0,0,0,0.166500536230564,-0.157228670550636,0,0.0568795773000882,0,0,0,0.325943060387498,0,0.0266261366049446,-0.0532725799050881,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971424751713585,0,0,0.714251042192814,0,0,0,0,0,0,0,0,0,0,-0.13501229286289,0,0,-0.0676143138564986,0,0,0,0,0,0.351381457219443,0,0,0,0,0.0490965125106324,0,0.0705284736796596,0,-0.0121130380981897,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0.232539950638753,0,0.0474039594962146,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211478161131846,0.0246486557484512,0,0,0,0,-0.0391039314119272,0,0,0,0,0,0,0.527624875846246,0,0,0,0,0,0,0,0,0,0.131065760679532,0,0,-0.00310731695189719,2.71050543121376e-20,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,1.01967497267985e-05,0,0,-0.01622540057063,0,0,0,0,0,0,0,0,0,0,0,-0.0161481434754169,0.0369674326720887,0,0,0,0,0,-0.026883527703058,0.0359157425271474,0,0,0.0834599364706645,0,0.0832269507941765,0,0,0,0,0,0,0,0,0,0.0157764913309003,0,0,0.00391437440068753,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0410409633297918,0,0,0,0,0,0,0,0,0,0,0,0.0631897087741788,0,-0.0316512945534221,0.0151869076611455,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0.0488456890467916,0,0,0,0,0,0,0,0,0,0,0,0.0574395998275502,0.0675416291652968,0,0,0,0.0456915378199954,0,0,0.0207111699296566,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.313260493165029,0,0.116189159476841,0,0,0,0,0,0,0,0,-0.0155366030450009,0.0169242187129659,0,0,0,0,0,0
X000830.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284500832592336,0,0,0,0,0,0,0,0.0657447240912446,0,0,0.116652590938793,0,0.202008509784158,0,0,0.122314167749391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100866088762904,0,0.0460987438386487,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0.180462997240963,0,0,0,0,0,0,-0.00909780147637941,0,0,0,0,0,0,-0.0732715040184761,0,0,0,0,0,0,0.0476246755992314,0.458267158354057,0,0,0.0888132279510461,0.0285264085332891,0,0,0,0,0,0,0,0,0,0.0717279935965983,0,0,0,0,0.00268661941840232,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.0656562699253345,0,0,0.141280417068071,0,0,0,0,0,0,0.275310083234414,0,0,0,0,0.0105269324529314,0,0.000511800267381208,0,0,0,0,0.045556965927485,0,0,0,0,0.0209747100322401,0,0,0,0,0,0,0,0,0,0,0.0127135979128039,0,0,-0.00227173977445607,-0.00580493540659626,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0.108968548097184,0,0,0,0,0,0,0,0,0,0,0,0.136603405660911,0.547099191351612,0,0,0,0.0150683489937634,0,0,0,0,0.0483549204666823,0.0197637163147268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267792180028279,0,0,0,0,0,0,0,0,0,0
