,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X600547.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X000629.SZ,X600111.SH,X600176.SH,X002466.SZ,X600516.SH,X000709.SZ,X600808.SH,X600299.SH,X002460.SZ,X600352.SH,X600801.SH,X300072.SZ,X002110.SZ,X600339.SH,X000825.SZ,X600489.SH,X600583.SH,X600426.SH,X601158.SH,X000786.SZ,X600219.SH,X000553.SZ,X601699.SH,X000883.SZ,X000932.SZ,X000408.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.156329969635184,0,0,0,0,0,0,0,0,0,0.136235382222509,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781526977679047,0,0,0.101266080269394,0,0,0,0,0,0,0,0,0,0.286758457838101,0,-0.00490611936023406,0.0242962925243704,0,0,0,0,0,0
X600028.SH,0.184947020679206,0,0.0908345834726932,0,0.0954168113675912,0.0297730087413713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883922332073026,0,0,0,0,0,0,0,0,0,0,0.054662179303112,0,0.0992609641676447,0,0,0,0,0,0,0,0.00977545865381667,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0627458375234641,0,0,0,0,0.162734069966007,0.0275275068186137,0,0,0,0,0,0,0,0,0,0.00291936659517132,0,0,0,0,0,0,0.0476392979070731,0,0.00179007897236216,0,0,0,0,0,0,0,0,0,0.241837438708793,0,0.0480308834288545,0,0,0,-0.0125430189174904,0,0,0,0,0,0,0
X600585.SH,0,2.97627539922955e-05,0,0,0.0735045021221182,0.00220971785344826,0,0,0,0,0,0,0,0,0,0,0,0,0.132060612559513,0,0,0,0,0,0,0,0,0,0,0,0,0.356406495516562,0,0,0,0,0,0.173046683661763,0,0,0.14493728725576,0,0,0,0,0,0,0,0,0,0.0107207043716473,0,0,0,0,0,0
X600019.SH,0,0,0,0.0513162340919143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616932279107796,0,0,0,0,0,0.0208171554541888,0,0,0,0,0,0,0,0,0.0266295766375028,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0277618625781355,0,0,0,-0.00581972984690544,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0150301166472549,0,0,0.0244447031838169,0,0,0,0,0,0,0,0,0.0365215084172,0,0,0,0.773874417868589,0,-0.0138766197482301,0,0,0.0165148651463654,0,0,0,0,0,0.098912791855566,0,0,0,0,0,-0.13420930868117,0,0,0,0,0,0,0,0,0,0,0,0,0.0112638313968372,0.0286519171945173,0,-0.0219474122604367,0,0,0,0
X600309.SH,0,0,0,0.0794940721135116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125126217318753,-0.34989618667188,0,0,0,0.198722440591141,0,-0.200632692277159,0,0,0,0,-0.0705870033357504,0,0,0.124178748656767,-0.196099941658525,0,0.381380007250948,0,0,0,0,0,0,0,0,0,0,0.0388524653656494,0.05066796309561,0,0.14897477451835,0,0,-0.422072136372104,0
X600010.SH,0.106417731504216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215738574212406,0,0,0,0.0594172738464069,0,0.102646781055787,0.0343110968143746,0,0,0.161072530543251,0,0,0,0,0,0,0,0,0,0,0,0,0.032106811590145,0.0346874741211166,0,0,0,0,0,0,0.126709085943142,0,0,0,-0.0159179190705177,-0.00090848212665178,0,0,0,0,0,0
X601898.SH,0.0268416394694857,0.170559588627165,0.19577575749115,0,0,0,0,0,0,0,0,0,0,0.204557173364503,0.0475272573674814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119661862818471,0,0,0,0,-0.0132828441422316,0,0,0,0,0,0,0
X600688.SH,0.209990445211619,0.0414702358326227,0.0226591829016185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153955980030247,0.0451211837714147,0,0,0.0823648273275218,0,0,0,0,0,0,0.0285899362606432,0,0,0,0.0186276662985685,0,0,0,0.0803813857460067,0,0,0,0,0,0,-0.0116206305273306,0,0,0,0,0,0,0
