,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X600111.SH,X000786.SZ,X601600.SH,X600176.SH,X600011.SH,X601898.SH,X600886.SH,X000301.SZ,X600426.SH,X002466.SZ,X600188.SH,X600352.SH,X600219.SH,X600801.SH,X000932.SZ,X601991.SH,X600803.SH,X002080.SZ,X600489.SH,X600795.SH,X000027.SZ,X600688.SH,X600299.SH,X600486.SH,X002353.SZ,X000898.SZ,X600516.SH,X601168.SH,X000807.SZ,X600027.SH,X000630.SZ,X600295.SH,X601992.SH,X600157.SH,X000723.SZ,X600315.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.029545569206553,0,0,0,0,0,0,0,-0.0455989996503645,0,0.0254752666430019,0,0,0,0,0,0,0,0,0,0.0232229185392455,0,0,0,0.0542353526173366,0,0,0,0,0,0,0,0,0,0,0,0.0824769238273173,0,0,0.00223387093126141,0,0,0.0535806408867836,0,0,0,0,0,0,0,-0.00475408247440709,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0517788873894496,0,0,0,0,0,0,0,0,0,9.70124840810466e-05,0,0,0,0.0290892927046293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113560193107893,0,0,0,0,0,0,0,0,-0.0228269896161016,0,0,0,0.00664620943678063,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236748232279719,0,0.000664502125771176,0,0.0279773878056161,0.184048225454194,0,0,0,0.16125232518066,0,0,0,0,0,0,0,0,-0.111011205437475,0,0,0,0.141615179996371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741238520318217,0,0
X600309.SH,0,0,0,0,0,0.0211969824327542,0,0.0853546991466898,0,0,0,0.0429840835062349,0,0,0,0,0,0,0,0,0,0.358800009309101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120804651821187,0,0,0,0,0,0,0,0,0,0,0,0.0311205637521382,0,0,0,-0.0146453457220767,0,0,0,0.0922278591072881,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973373074081498,0,0,0.129633621611798,0.0196269627409206,0,0,0,0,0,0,0,0,0,0,0,0,0.121788202950507,0,0,0,-0.0400734022574802,0,0,0,0,-0.0229785908330806,0,-4.33680868994202e-19,-0.00879421476695414,0,0,0,0.0236543898522517,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0221055478469033,0,0.0090610331847594,0,0.116215773762049,0,0,0,0,0.224189190631683,0,0,0,0,0,0,0.320368826968799,0,0,0,0,0,0,0,0,0,0,0.237011132667366,0,0,0,0,0.0437233661624746,0.140397644991865,0,0,0,0.0195144551406252,0,0,-0.0194130039643202,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0627771702192959,0.0404737771130155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271300545746547,0,0,0.0745637864365321,0,0,0,0,0,0,0.127765683608208,0,0,0,0,-0.07074788656665,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.296431028339261,0,0,0,0,0.0795790829809313,0,0,0.430035761473676,0,0,0,0.173680153852201,0,0.0487245782709906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411083248620339,-0.042101082796576,0,0,0,0,0,0,0,0.0625607510383432,0,-0.0447243688905533,0.0524848429712219,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.121736628788951,0,0.195331412243784,0,0,0,0,0,0,0,0,0,0,0.0489876865953866,0,0,0,0,0.0345959121119714,0,0,0,0,0,-0.0422720142190242,0,0,0,0,0.150483366228284,0,0,0,0,0,0,0,0,0,0,0,0,0.117974117071943,0,-0.0249453450913777,4.33680868994202e-19,0,0,0,0,0,0
X002271.SZ,0,0,0,0.167816158383967,0,-0.193493878114287,0,0,0.301012058252495,0,0,0,0,0,0,0,0,0,0,0,0.00491186086805626,0,0,0,0,0.00874596758347474,0,0,0,0,0,-0.0562508672479972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00431112194419903,-0.0369225575957554,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0187219709205389,0.0124950067955373,0.106705748246935,0,0,0,0,0,0,0,0,0.0325950488812231,0,0,0,0,0,0,0,0,0.277955182630693,0,0,0,0,0,0,0,0,0,0,0,0.102793660833308,0,0,0,0,0,0,0,-0.00623693141238575,0,0,0,0,-0.0381768446011175,0,0
