,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600111.SH,X600011.SH,X002271.SZ,X600010.SH,X000877.SZ,X600660.SH,X000708.SZ,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X600176.SH,X600096.SH,X600426.SH,X600362.SH,X000408.SZ,X000786.SZ,X000983.SZ,X000723.SZ,X600803.SH,X300073.SZ,X600141.SH,X601991.SH,X002080.SZ,X601699.SH,X002192.SZ,X600027.SH,X000629.SZ,X600219.SH,X002407.SZ,X600486.SH,X600801.SH,X300037.SZ,X000683.SZ,X002497.SZ,X600157.SH,X000959.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0457724420439981,0,0,0,0,0,0,0,0,0,0,0,0,0.0548230324644617,0,0,0,0,0.186482673593779,0,0,0,0,0.182789051166256,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.00216807200840775,0,0,0,0,0,0,0.0247416080463996,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.233820446712635,0,0,0.118262331663947,0,0,0,0,0,0,-0.0751930304878829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726238507792612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115985994412074,0,0,0,0,0,0,0,0,0,0.0246527871797157,0,0,0,0,0,0,0.0401354976014559,0,0,0.00791276192765007,0,0,0,0,0,0.0122186227350223,0,0.014129915645731,0,0.0106836893241644,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600309.SH,0,0.0719218479776849,0,0,0,0,0,0,0,0.0857866847178322,0,0,0,0,0,0.1348230338684,0,0.0165669187517815,-0.057236488564707,0,0,0,0.0454836385863093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999382360953138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135390190501458,0,0,0,0,-0.00584939197157918,0,0
X002460.SZ,0,0,0,0,0,0.209549240329887,0,0,0,0,0,0.134769253268855,0,0,0.118168183467344,0,0,0,0,0.0446033062592459,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0312159206724843,0,0,0,0,0,0,0,0,0,0.192757706164143,0,0,0,0,0.0222650563847699,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.575579562100165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612177995462171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.226839083207791,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.41028245748325,0,0,0,0,0,0,0,0,0,0,-0.220263033444742,0,0,0,-0.0678108137861196,0,0,0,0,0,0,0,0.0357747170555189,0,0,0,0,0,0,0,0,0,0,0,0.362402269869382,0,0,0,0,0,0,0,0,0.132454491847463,0,0,0,0,0,0.0315081602913066,-0.00206147063583682,0,0,0,-0.0375307915252414,0,0
X600585.SH,0,0,0,0.0903471766056102,0,0,0,0,-0.00629351678356767,0,0,0,0,0.175035536992249,0,0,0,0,0,0,0,0,0,0.100636724629817,0,0,0,0,0,0,0,0,0,0,0,0,-0.00589356256981967,0,0,0,0,0,0,0.374225373792675,0,0,0,0,0,0,0,0.000760001425263404,0,0,0,0,-4.33680868994202e-19,0,0
X000792.SZ,0,0,0,0,0,0,0.026082144754909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102662861407046,0,0,0.415093304383502,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00285493788420309,0,0,0,0,0,0,0
X601898.SH,0,0.110964395175453,0,0.0745095380012858,0,0,0.228992496983954,0,0,0,0,0,-0.00360426318899848,0,0,0,0,0,0,0,0,0,0,0,0.161326772710916,0,0,0,0,0.242505731956557,0,0,0,0,0,0,0,0,0,0.0371918958075968,0,0,0,0,0,0,0,0,0,0.0281819656472533,0,0,0,0,0,0,0,0,0
