,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X002466.SZ,X600516.SH,X600111.SH,X000709.SZ,X600352.SH,X002460.SZ,X000629.SZ,X600489.SH,X600299.SH,X600808.SH,X000786.SZ,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X600157.SH,X000553.SZ,X002271.SZ,X000883.SZ,X600583.SH,X002470.SZ,X002110.SZ,X600339.SH,X000408.SZ,X600021.SH,X601699.SH,X000630.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.161370538986378,0,0,0,0,0,0,0,0,0,0,0.10158067227816,0,0,0,0,0,0.0198554905591354,0,0,0,0,0.0112387677611581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781897559470767,0,0,0,0,0,0,-0.00819083408372164,0.0300422165721564,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563982117840806,0,0,0,0,0,-0.0412269921432888,0,0,0,0,0,0,0,0,-0.0322558471595609,0,0.197255343129181,0,0,0.0540519916658677,0,0.136958244956383,0,0,0,0,0,0,0.0356296264864386,0.0684964014980006,0,0,0,0.0387209601339425,0,0
X601088.SH,0,0,0,0,0,0.171209958469418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273190624084069,0,0,0,0,0,0,0,0,0,0,0.0595838845581627,0,0,0,0,0.00111877014818798,0,0.122323048463261,0,0,0,0,0,0,0,0.104393273442105,0,0,0,0.00731268837759351,0.00722068188886797,0,0,0,0.0199317287839696,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0821047790997569,0.114466368312288,0,0,0,0,0,0,0,0,-0.0842431165021365,0,0,0.127004537789022,0.065205842937502,0,0.438010967204533,0,0,0.0194078783512213,0,0,0,0,0,0.0579529133743855,0,0,0,0,0,0,0,-0.00806430003417945,0.0098931878301924,0,0,0,0.0951335519087211,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849500036459868,0,0.0518864828149904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490043088148969,0,0,0,0,0,0.311229121583058,0,0,0,0,0,0,0,0.00680333317358446,0.0147459562014901,0,0,0,0.0431663077722573,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226972373402749,0,0,0,0,0,0,0,0,0.191809819087497,0.204808916044394,0,0.280154399983696,0,0,0,0,-8.67361737988404e-19,0,0,0.164195307565066,0.00670975868221038,0.0354296182335052,0,0,0,0,0,0,-0.0129920991315723,0.00493446238386216,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188191335470251,0,0,0.591527552173611,0,0,0,0,-0.1492679043637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362547998013919,0,0,0,0,0.0982944027204541,0,-0.130146907138092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0537168809783614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702934335559444,0.628222693519877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426936064819791,0,0,0.0466928158479319,0,-0.00190643402384885,0,0,0,0,0.00220642972323498,0,0
X600010.SH,0,0.0403706164145164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105140729904497,0,-0.0751919098619082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023069044640512,0,0.170537790071803,0,0,0,0.0937169654443642,0.0737171386214583,0,0,0,0,0,0,0,0.00984252917647599,0,0,0,0.0467105583934133,0,0
X601898.SH,0,0,0,0,0,0.00864643972960985,0,0,0,0,0,0,0.123923975990473,0,0,0,0,0,0,0,0,0.137027478269453,0,0,0.040445602387258,0,0,0,0.0154616021278957,0,0.0498036854206077,0,0,0,0,0,0,0,0,0.0281596577073488,0,0,0,0,0.0743606750268825,0,0,0.0104332616566341,0,0,0,-0.0211573598770747,0.046093523112048,0,0,0,0.0211172044527673,0,0
X600660.SH,0,0.125134427614988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12662773285137,0,0,0,0,0,0.0634021705064203,0,0,0,0,-0.0265642464004086,0,0.280994492104044,0,0,0,0,0,0,0,0,0,0,0.0144839411135941,0,-0.042730372608218,0,0,0,-0.00916810983678362,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.109524475167792,0,0,0,0,0,0,0,0,0.0699900995329902,0,0,0.0240124156209166,0.0336949502887345,0,0.0569842150215431,0,0,0.053799677331722,1.73472347597681e-18,0,0,0,0.0210221015753372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00450495287514943,0,0,0,0,-0.0077469792166179,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198557870003784,0,0,0.272769925300829,0,0,0,0,0,0,0,0,0,-0.011620377853703,0,0.0313592810699496,0,0,0,0.164297368393783,0.0158878624258157,0,0,0,0,0,0,-0.0186243618502457,-0.0103249118374302,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0908155697208674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032864590311435,0,0,0,0,0.126390636383516,0,0.0960099643697141,0,0,0,0,0,0,-0.0102580513156214,0.0405019077554625,0,0,0,0.0494657246414897,0,0
X600886.SH,0,0,0,0,0,0,0.0926800761680628,0,0,0,0,0,0,0,0,0.00502103128701551,0,0,0,0.085799146404264,0.0783382650381286,0,0,0,0,0,0.0639042449843017,0,0,0,0,0,0,0,0,0,0,0,-0.0696610843110157,0,0,0.0691120248718576,0,0,0,0,0,0,0,0.204824400792853,0,0.0141714466617404,-0.0310499619585906,0,0,0,-0.00724651531933102,0,0
X600795.SH,0,0,0,0,0,0,0.163140163962761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315613891280253,0,0,0,0,0.03717941594182,0,0,0,0,0.013573625886785,0,0,0,0.200874639732443,0,0,0,0,0,0,0,0,0,-0.00580610519822158,0,0,0,0,-0.0322774354009336,0,0
X600362.SH,0,0,0,0,0,0.0242378957186265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333580784642055,0,0,0,0,0,0.0235832889077819,0,0,0,0,0,0,0.0319181108101676,0,0,0,0,0,0.0368334738818103,0.0602519576900797,0,0.014698617643211,0,0,0,0,0.00358146292569986,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0505218277936856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686835276623865,0.103253957550801,0.0730141020196148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104904499316737,0,0,0,0,0.0294256493830844,0.158008749792052,0,0,0,0,0,0,0,-0.00177219323053372,-0.0132332255081376,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.613491719382229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015307815825854,0,0,0,0,0,0,0,0,0.00150455723006123,0,0,0,0,0,0,0,-0.268277428102476,0.0863667391827421,0,0,0.178828395617272,0,-0.003410374871221,-0.00572822169906579,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0626613345110528,0.0918251208108817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109766659842109,0.170705971909705,0,0,0,0,0,0.0821361922555191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845689520149067,0,0,0,0,0,0.00871119293663338,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,-0.0702449489347409,0,0,0,0,0,0,0,0,0,0,0.0213212129048336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344968264049723,0,0.169956187091083,0,0,0,0.0393458712616009,0.0788070395985982,0,0,0,0,0,0.191361672210276,0,0,0,0,0,0.0297868360453681,0,0,0,0,0.0465210935397242,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253607195075831,0,0,0,0,0.121441213308514,0.015235726467379,0,0,0,0,0,0,0,0,0.339640727227364,0,0,0,0,0,0.0086200475804648,0,0,0,0,0.0698158445646085,0,0,0,0,0,0,0,0.0198439048957006,0,0,0,0,0.0361999707664772,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731771823940464,0,0,0,0,0,0,0,0,0,0,0,0.110238564852779,0,0,0,0,0,0,0,0,0,0,-0.0116743078800495,0,0.0365196141097163,0,0,0,0,-0.135570816198612,0
X600516.SH,0,0,0,0,0,0.211601569684575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414523850181441,0.146500629533282,0.0768799285870385,0,0.213785071057171,0,0,0.176889337514155,0,0,0,0,0,0,0,0,0,0.0374895832644454,0,0,0,0,0,0,0.102126765202794,0,0,0.0528691382127492,0,0,0,0,0.0198705142757451,0,0,0,0.00275748140679302,0,0
X600111.SH,0,0,0,0,0,0,0,0.017415782575664,0,0,0,0,0,0,0,0,0,0,0,0,0.00825092238334924,0,0.0806377684741492,0.172298966653938,0,0,0,0.102533825492342,0.10777056213632,0,0,0,0,0,0,0,0,-0.0123304815582509,0.0328932046726544,0,0,0,0.0775863748949425,0,0,0,0,0,0,0,0,0,0.0156114313789085,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115352138440819,0,0.0585403438954142,0,0,0,0.00629018287657323,0.114372324940253,0,0,0,0,0,0,0,0,0.017956988944913,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228462018996261,0.0346942218862955,0,0,0,0.0548503377760444,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863640895508035,0,0,0,0.00284134256724802,0,0.111429514198458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389293201682944,0,0,0,0,0.186851726404527,0,0,0,0,0,0,0,0,0,0,0,0.0129839956225443,-0.0668590372820596,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115645480525813,0,0,0,0,0,0,0.613162637125546,0.0266406002666672,0,0,0,0,0.060904334018306,0.0710502976259672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922591531593849,0.185571080174639,0,0,0,0,-0.010114389498797,0.0318453003064862,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999732610220443,0,0,0.0858360559375825,0,0.252900910524794,0,0,0,0.0488062218339592,0,0.205942052088517,0,0,0.0213891005945396,0,0,0,0,0,0,0,0,0,0,0.204191936186412,0,0,0,0,0,0,0,-0.0243802628462969,0.0344945173736748,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.589383234640145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101621182255894,0,0,0,0.00918545254783847,0.0995318198674651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00795193501284958,-0.0133795929566121,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0.133830866741615,0,0,0,0,0,0,0,0,0,0,0,0,0.237388216111948,0,0,0,0,0.0892864189187872,0,0,0,0.0420356711969731,0,0,0,0,0,0,0,0,0,0,0.197484601908484,0,0,0,0,0,0,0,0,0,0,0.0224988250031915,0,-0.00318267328806284,0,0,0,0,0.0700393260877261,0,0
X600808.SH,0,0,0,0,0,0.0838596511842868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106040926327329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162515692945075,0,0.0223161418200789,0,0,0,0.187759067027869,0,0,0,0,0,0,0,0.00292588174617506,-0.00111615526153793,0,0,0,0.0928415152765381,0,0
X000786.SZ,0,0.040241228894321,0,0,0,0.0396746877016232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065029617650761,0.495323612338275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284004170169379,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0.0292221661406305,0,0,0,0,0,0,0,0,0,0,0,0,0.0490706354152399,0,0.0967364498789751,0,0.00905852576021644,0.0352271963362436,0,0,0,0,0.0220178543001534,0,0,0,0,0,0,0,0,0,0.0340436262968288,0,0,0,0.0180115878394401,0,0,0,0,0,0,0,0,-0.00809196155442385,0,0,0,0,0,0,0
