,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X600688.SH,X601992.SH,X002466.SZ,X600795.SH,X600362.SH,X600188.SH,X600111.SH,X601991.SH,X600516.SH,X600547.SH,X600660.SH,X000709.SZ,X600886.SH,X300072.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X000959.SZ,X600808.SH,X600339.SH,X600489.SH,X002092.SZ,X600352.SH,X600219.SH,X600549.SH,X000792.SZ,X000553.SZ,X601158.SH,X000630.SZ,X000983.SZ,X000883.SZ,X600176.SH,X002271.SZ,X000723.SZ,X600299.SH,X000825.SZ,X000060.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.012019767529615,0,0,0,0,0.0440492468918238,0,0,0,0,0,0.00800250075137378,0,0,0,0,0,0,-0.0477204356206475,0,-0.0383473853797656,0,0,0.0328887018592776,0,0,0,0,0,0,0,0,-0.0952187722221409,0,0,0,-0.00421244393867987,0,-0.00980869969093699,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.197603315363257,0,0,0.0143061715566639,0,0,0,0,0,0,0.0416297898044696,0,0,-0.0143085363912816,-0.116199362334243,0,0,0,0,0,0,0,0,0,0.0249170242848417,-0.061600610637424,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999660205349652,-0.00924830423399184,0,0,0,0,0.00127457187920747,-0.0073619750657535,1.73472347597681e-18,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197704791843006,0,0,0,0,0.000771166932061239,0,0,0,0,0,-0.00369609127050703,0,0,0,0,0,0.00993310719782014,0,0,0,0,0,0,0.00779164215564347,0,0,0,0,0,0,-0.00613193973839171,0.000971741839484561,0,0,0,0.109408071564561,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.209928356921103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390962516233194,0,0,0,0,0,0,0,-0.0169816556163215,0,0,0,0,0,0.031423904950885,0,0,0,0,0,0,-0.0161910439750391,0.0241393103365489,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112287042806799,0,0,0,0,0.0571243622046961,0,0,0,0,0,0,0,0.066553221866848,0,0,0,0,0,0,0.0146414345269857,0,0,0,0.0267012108325221,0,0,0,0,0,0,0,0,0,-0.00292861422508332,0.00637970062089463,0,0,0,0,0,0
X600585.SH,0,0.0984880433695283,0,0,0,0,0,-0.155959109163044,0.0704241328430953,0,0.214118372649281,0,0,0,0.114722718522695,0,0,-0.0473572798934756,0,0,0.192735079004311,0,0,0,0.0361633786795284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236432153606191,0,0,0,0,0,-0.0815224194247551,0,-0.0108065009576441,0.0464987393418158,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0520798737992735,0.0831680174457733,0,0,0,0,0,0,0,0,0,0,0,0.486234462962978,0,0.0417792544504408,0,0,0,0,0.000220046332561396,0,0,0,0,-0.0201565879020351,0,0,0,0,0,0,0,0.104784898095351,0,0,0,0,0.151011138051106,0,0,0,0,0,0,0,0.0301853105405329,-0.0583916982199894,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680595739125927,0.0195605454322527,0,0,0,0,0,0,0,0,0,0.225281314868117,0,0,0,0,0,0.0946566495365361,0,0,0,0,0.161103704535989,0,0,0.0243293307940514,0,0,0,0,0,0,-0.0195375129611705,0.00828624386590074,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0365673001600015,0,0,0.341396466582206,0,0,0.0665676899962299,0,0.159143889103623,0,0,0,0.0136365584552667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383234558145263,0,0,0,0,0,0,0,-0.0324936964325318,0,0,0,0,0,0
X601898.SH,0,0,0,0.048879691145936,0,0,0,0,0,0,0,0.0279329272378167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246841943032354,0,0,0,0.0763010148368707,0,0,0,0,0,0,0,0,0,0,0.26765663200684,0,0.0843768323158588,0,0,0,0,0,0,0,-0.00894274328195201,0,0,0,0,0,0,0
