,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600027.SH,X600583.SH,X601992.SH,X002353.SZ,X000898.SZ,X000883.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600490.SH,X600489.SH,X000825.SZ,X000831.SZ,X600315.SH,X000539.SZ,X600547.SH,X600808.SH,X600352.SH,X600660.SH,X601699.SH,X600549.SH,X600307.SH,X000630.SZ,X000983.SZ,X600578.SH,X000027.SZ,X000937.SZ,X000959.SZ,X002470.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025260860278562,0.0533800628063653,0.0160025307873439,0,0,0,0,0.00821897143022525,0,0,0.00991708450441705,0,0,0,0,0,0,0,0,0.0286866982233708,0.0280860019761951,0,0,0.0627852071857646,0,0,0,0,0,0,0,0,-0.0070339901722958,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684501060415689,0,0,0.078007767303303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983890188835077,0,0,0,0,0,0,0.0591535606666721,0,-0.0189485672670292,0.0237346236745987,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0835144690637708,0,0,0.120666829939292,0,0,0,0,0.104884046010647,0,0,0,0,0.042457935334798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085218115244629,0,0.0563499050113861,0,0,0,-0.0591197803400081,0,0,-0.0035598639357672,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0420722122903141,0,0,0,0,0,0.0622445105311938,0,0,0,0,0,0.256455107229208,0,0,-0.0438312567899564,0,0,0,0,0,0,-0.0562967021671278,0,0,0.105715824619043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126338317476024,0,0,0,0.0353973437076259,0,0.0159448590211343,4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0.0614488945515298,0,0,0,0,0.0795476560173296,0,0,0,0,0,0,-0.0146062297892703,0,0,0,0,0,0.0279309804329436,0,0,0,0.0462218081241516,0,0,0,0,0.0323202644402376,0,0.111803397666638,0,0,0,0.0108468785621968,0,0,0,0.020771238957035,0,0,0,0.0409479506028645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.110477190819865,0,0,0,0.0825046821428571,0,0,0,0,0,0,0,0.0187404688645308,0,0,0,0,0,0,0,0,0,0,0,0.148463645698023,0.00546688779487548,0,0,0,0,0,0,0.160789851662025,0,0,0.0149210231723869,0,0,0,0,0,0,0,0.110172684126869,0,0,0,0.0112303348897946,0,0.00654550953904206,0,0,0,0,0,0,0
X601898.SH,0,0,0.0495578057236916,0.031970327575591,0,0.0692795471878188,0,0,0,0,0,0,0,0.0223708091346113,0,0,0,0,0,0.160441239338553,0,0,0,0,0,0,0.0427922122281055,0,0,0,0.108825871922278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125428010646252,0,0,0.104128042237174,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00803976659820774,0,0.00723805523819191,0,0,4.33680868994202e-19,0.143862161589838,0,0,0.0268967481536231,0,0,0,0,0,0,0,0,0,0,0,0,0.216572916201378,0,0,0,0,0,0,0,0,0,-0.00162086773134139,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0104678510181177,0,0,0,0,0.0610135736045498,0,0,0,0,0.0601189872848769,0,0,0,0,0,0,0.0125632848500721,0,0,0.0891362521068598,0,0,0,0,0,0,0,0.0298855854490098,0.230298926860646,0.0207753065015804,0,0.0268921989694888,0,0,0,0,0,0,0.0641464408675965,0,0,-0.0075169053965099,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439094766384184,0,0,0.162983719942787,0,0.192792733413778,0,0,0,0,0,0,0,0.144882122444742,0,0,0,0.0310166233148725,0,0.192060582045143,0,0,0.0689988449110177,0,0,0,0,0,0,0,-0.0111681618359267,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116748980626491,0,0,0,0.108538676573697,0,0.00997330550981573,0,0,0,0,0,0.031555362211354,0.00891089107856517,0,0,0,0,0,0,0,0.107163398210078,0,0,0,0,0,0,0,0.141615667831978,0,0,0.046889896593599,0.0442445106049048,0.0185406433344034,0.0200917097023412,0,0,0,8.43455153164868e-05,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694768335481102,0,0,0,0,0,0.03768347413832,0,0.00297921013984446,0,0,0,0,0,0,0,0,0.10467267187981,0,0,-0.0334604033628224,0.0419419459491606,0,0,0,0,0,0,0,0,0,0,0,0.0168585006925191,0.0795181217712784,0,0,0,0.0344999769882504,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0921373552804643,0,0,0,0,0,0,0,0,0,0,0,0.0215809411621716,0.00948876658126776,0,0,0.0229279636084932,0,0,0,0.0734721810972793,0.0457128338475642,0,0,0,0,0,0,0,0.0153672555797564,0.0298339733107145,0.112964031126033,0,0,0,0,0.0828467150210552,0,0,0.0772277946193425,0,0,-0.00438858875118781,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.206020085364628,0,0,0,0,0,0,0,0,0,0.112353895555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165189112391508,0,0,0.0194345956276935,0,0,0,0,0,0,0.296950413138888,0,0,0.14921322019978,0,0,0,-0.000226908912213125,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0968180989587004,0,0,0,0.171235140192538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10412914136634,0,0.020623456420923,0,0,0,0,0.238705359588611,0,0,0.082773128907208,0,0.0119308016779459,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.161617246487998,0,0,0.0710006798510982,0,0,0,0,0,0.15922415445444,0,0,0,0,0,0,0.0280258639810303,0.0654842928779393,0.0475041154929165,0,0,0,0,0,0,0,0.090793719662672,0,0,0,0,0,0,0,0.0158084381288779,0.0480200872950763,0,0.085576955179707,0,0,-0.00261090350488085,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16070783847919,0,0.0556255501184937,0,0,0,0.0627646524913951,0,0.108570474973739,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0248173426378863,0,0,0,0.0431054994982191,0.133021937061145,0,0,0.0722174871492259,0,0,0,-0.0401969211997349,0,0,0,0.00788318666953823,0.001097114760317,0,0,0,0,0,0
X600027.SH,0,0,0,0.268331193766311,0,0,0,0,0,0,0,0,0,0.027763242473945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257627573384704,0,0,0,0,0,0,0.0142269269192251,0.00379351262409009,0,0,0,0,0.125653587879997,0,0,0.0607166007213971,0,0,0.0766987453024026,0,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191800069651059,0,0,0,0,0,0.0447047714898226,0,0.0529968721176359,0,0,0,0,0,9.22338793937674e-05,0,0,0,0,0,0,0.0618370380420899,0,0,0.0395970225594693,0,0,0,0,0,0,0.0134384649660692,0,0,0,0,0.0904490827135193,0,0.0182090785411646,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202847078111756,0,0,0,0.0150046520235587,0,0,0,0,0,0,0,0,0,0,0.00770782002569476,0,0,0,0,0,0,0.315901174388428,0,0,0.0607015377306187,0,0,0,0,-0.0252418308875627,0,0,0,0,0,0
X002353.SZ,0,0.248903340281577,0,0,0,0,0,0,0,0,0,0.0415128918255683,0,0,0,0,0,0,0,0,0,0,0,0.103051056754247,0,0,0,0,-0.162499172479625,0,0,0.378375532213044,0,0,-0.0213049095839119,0,0,0,0.0387137411569748,0,0,0,0,0,0,0,0,0,0.0735145680067308,0.0912168490028469,0,0,0.0660528938541333,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.08119688886338,0,0,0,0,0,0,0,0,0,0.172070181395154,0,0,0,0,0.150017812747048,0,0,0,0,0.134451630925801,0,0,0,0,0,0.00781267209919935,0,0,0.0732621764961621,0,0,0.0140150391348058,-0.00890315433758936,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,-0.0346356616369655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291660923650503,0,0.199320939229125,0,0,0,0.508869685911736,0,0,0,0,0,0,0,0,0,0,0.359341360073384,0,0,0,0,0.029271983282523,-1.73472347597681e-18,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132295810248239,0,-0.00334981549754216,0,0,0,0,0,0,0,0.0800841832538769,0,0,0.144286589599886,0,0,0,0.0459316934141581,0,0,0.0495507760550814,0.0442072016719344,0.159346030337033,0,-0.0271995007022201,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894039311697412,0,0,0,0,0,0.0648983263151635,0.0892459136985027,0,0,0,0.0340624555573265,0.0279355552729011,0,0,0,0,0,0,0,0,0,0,0,0.0703338622115525,0,0.0141068421884501,0,0,0,0,0.0333569004427164,0,0,0,0,0,-0.00301875945581374,0.0383321568454431,0,0,0,0,0,0
X000709.SZ,0,0,0,-0.0417313577259753,0,0,0,0,0,0.0980457699215422,0,0,0,0,0,0,0,-0.0417513408228542,0,0,0,0,0,0,0,0,0.0797040923950916,0,0,0.166616940071495,0,0,0,0,0.339260228330414,0,0,0,0,0.102132438381622,0,0.179334498161538,0,0,0,0.0653833418997259,0,0,0.0886249302664041,0,0,0.0108223443515814,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0.171529067270864,0,0,0,0.0967159543868627,0,0,0,0,0,0,0,0,0.118008796463879,0,0,0.470177679905971,0,0,0.0744746983544917,0.217196681430168,0,0,0,0,0,0,0,0,0,0.0176357125828814,0,0,0,0,0,0,0.132567049862151,0.0566695676829639,0.0600676545026829,0,0,0.0155022871335197,-0.000594729551370033,0,0,0,0,0,0
X600490.SH,0,0,0,0,0,0,0,0,0,0,0.106481782130094,0,0,0.0585102323354968,0,-0.168987592889433,0,0,0,0,0,0,0,0.336883360987839,0,0,0.0568235060462644,0,0,0.0860387765509901,0,0.0194619376820547,0,0,0,0,0,0,0,-0.286987496370717,0,0,0,0,0,0,0,0,0,0,0,-0.015514954656748,-0.00452238786025465,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.137446319040022,0,0,0,0.0515872276259771,0,0.0579252705680359,0,0,0,0,0,0,0,0,0,0,0.0685161322718582,0,0,0.0512821824188443,0.039112691562265,0,0,0,0.0532718844215349,0,0,0,0.0270664566498198,-0.000811229266658567,0.115295530682136,0,0,0,0,0,0,0,0,0.011520676757131,0,0,0,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004902547011894,0,0,0.0444484058842524,0.247198789508322,0,0,0,0,0,0,0,0,0,0,0.0104964576983212,0.0323095883469937,0,0,0,0,0,0,0,0.193623787722587,0,0,0,0,0.0769398872911785,-0.0580573530647317,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0.10988462240643,0.0647318608158154,0,0,0,0,0,0,-6.93889390390723e-18,0,0.140590066095523,0,0,0,0,0,0,0,0,-0.0136357430197522,0,0.16420189532401,0,0,0.0458279827478113,0,0,0,0,0,0.0794849541173944,0.134299086145029,0,0,0,0,0,0,0,0,0,0.00727183415084008,-0.0824745373712577,0.161656094088029,0,0,0,0.00637948674453017,-0.0115712021752857,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154251602691702,0.0999139889032691,0,0,0,0,-0.0365234985903001,0,0,0.0565630169374599,0,0,0,0,0.0196420778007712,0,0,0,0,0,0,-0.0798267866837529,0.11894482967823,0,0,0.112328437289062,0.0460155719057302,0,0,0,0,0,0,0,0.0692788959774751,0,0,0,0.0197403139949733,-0.0315312134249172,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0.0350124552224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650966558428716,0,0.0111735305910536,0,0.00814260631304472,0,0,0,0,0,0,0,0,0.0477592620788578,0.00930508808003273,0,0,0,0,0,0,0,0.150109546218721,0.00410634851781549,0.0238973371682036,0,-0.00060716142128753,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0.0633278760292227,0,0,0,0,0,0,0,0,0,0,0,0.265942972998085,0,0,0,0.0407820072312262,0.0703090640403753,0,0,0,0,0,0,0,0,0,0,0,0,0.0589428239561302,0,0,0,0,0,0.13361119593615,0,0,0,0,0,0.00877325946078408,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.0663711826896739,0,0,0,0,0,0,0,0,0.027230156358601,0,0,0,0,0,0,0,0.12070549534834,0,0.20113805966411,0.0247980847141289,0,0,0,0,0.114375577420314,0,0,0,0.113635330876584,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759164589027108,0,0,0,0.0228645856148383,-0.0101519269327485,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.0395974283097914,0,0,0,0.042373384531266,0.00516206599546106,0,0,0,-8.67361737988404e-19,0,0.0629011452456371,0.0443950799571524,0,0,0,0.0471832222515242,0,0,0,0,0,0,0,0,0,0.166830364033694,0,0,0,0,0.0651170290028407,0,0,0.128721365652413,0.0232279115710392,0,0,0,0,-0.0196661465128464,0.0320401567305386,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0.0499667154777576,0,0,0,0,0,0,0.030900170228372,0,0,0,0.0307171463440549,0,0,0,0,0,0,0.0232170850970889,0,0,0.0757388234490904,0,0,0,0,0,0,0,0,0,0,0.0104422560954402,0,0,0,0.534259118110129,0,0,0.167379388779456,0.03275661986492,0,0,-0.00418515201673032,0,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0,0,0.291455003983501,0.0302482303654278,0,0,0,0,0,-0.0119478369668466,0,0,0,0,0,0,0,0,0,0,0,0.0818447593969185,0,0.00463325067104255,0.169631124861426,0,0,0,0,0,0,0,0,-0.0363969225365915,0.12208520603785,0,0,0,0,0,0,0,0,0.161114510973123,0,0,-0.0195069322698435,0,0,0,0,0,0
X600307.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738785367323278,0,-0.0393894271036162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710866465593567,0,0,0.0233775851199427,-0.0479277018231611,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850980673470718,0,0,0,0.0144627352522435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749418185559922,0.216998582698644,-0.0993245082959176,0,0,0,0,0,0.0680331895356795,0,0,0.0473034636214118,0,0,0.00209009583659174,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0.11015545529642,0,0,0,0,0.00164936092986724,0,0,0,0,0.00953620197297244,0,0,0.0191179487544129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317046987393096,0,0,0,0,0,0,0.207071804557814,0,0,0,0,0,0,0.00291342894469199,0,0,0,0,0,0,0
X600578.SH,0,0,0,0,0,0,0,0,0,0.0119616633696579,0,0.0698431824338174,0.0675242568130231,0,0,0,0,0,0,0.0927970313943218,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0693895255446535,0,0,0,0,0,0.0212802317774193,0,0,0,0.0822503865417046,0,0.0146459655675594,0,0,0,0.0649774993020142,0,0,0,0.192894036649788,0,0,0.00990951245186303,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0.118714103893667,0,0,0,0,0.196915014761303,0.0243923154360299,0.0650267041282013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259609352733142,0,0,0,0,0,0,0,0,0.0966692777589472,0.0539723571685634,0,-0.00054982729754304,0,0,0,0,0,0,0
