,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601991.SH,X601898.SH,X600010.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X600352.SH,X000709.SZ,X000831.SZ,X600489.SH,X000883.SZ,X002353.SZ,X000539.SZ,X000027.SZ,X600008.SH,X000825.SZ,X000629.SZ,X600549.SH,X000630.SZ,X600808.SH,X600660.SH,X600315.SH,X002470.SZ,X600021.SH,X600578.SH,X000983.SZ,X600307.SH,X601699.SH,X600863.SH,X600098.SH,X000960.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.620461217916338,0,0,0,0,0.000761482236691209,0,0,0,0.0723593851211351,0,0.0684819750310738,0,0,0,0,0.0742040045534905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03788036765787,-0.0106512186950318,0,0,0,0,0,0
X600028.SH,0.49105364835533,0,0,0,0,0,0,0,0,0,0.00644952335269832,0,0.0223309903797451,0,0,0,0,0,0.406979220512695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399934619122743,-0.0110066931804767,0,0,0,0,0,0
X601088.SH,0,0.0908797566039593,0,0,0,0.0702759145518587,0,0.11416469118634,0,0,0,0.0300368557442829,0.0871606529231521,0,0,0,0.0156126542537249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406446863389602,0,0,0,0,0,0,0,0,0.00149710592550736,0,0,0,0,0,0
X600011.SH,0,0.0333427603718788,0,0,0,0.133326821550987,0.110412127495144,0,0,0,0.0494422816666074,0.281405045210338,0.0854656603951004,0,0,0.0784281151965695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432214717594623,0,0,0,0,0,0,0,0,0,0,0,0.0252247841726515,0,0,0,0.040239435905541,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0361323701001243,0,0,0,0,0,0,0.0858940021774124,0,0,0,0,0,0,0,0,0,0,0,0.037123446957449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595184907030961,0,0,0,0,0,0,0.262671574397766,0,0.140884261610235,0,0,0,0,0.00164731210699367,0,0,0,0,0,0
X600019.SH,0.0018175727876003,0,0,0.141717395120191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167457423096827,0,0,0.304124873646619,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.178361440018185,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.18871257490027,0.0166655908388166,0,0,0,0.0751037751572602,0,0,0,0,0.122943540458254,0,0,0,0,0,0,0,0,0,0,0,0,0.0493009144556751,0,0,0,0,0,0,0,0.0752600584785898,0.029736817338193,0,0,0,0,0,0,0,0,0,-0.0156211463323748,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.132312562168734,0,0,0,0.0727223647908031,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00521518532827374,0,0,0,0,0,0,0,0,0.011227283490878,0.113200599830242,0,0,0,0,0,0,0,0,0.289400791416612,0,0.2303902608532,0,0,0.0386448750359973,0.0552295930884495,0,0,-0.00144327644645847,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844612206301434,0,0,0,0,0,0.0808618139584809,0,0,0.544684958816819,0,0,0,0,0,0,0,0,0,0,0,0,0.0577290382785262,0,0,0,0.0448995473847281,0,0,0,0,0.00677261197708197,0,0,0,0,0,0,0,-0.00743075618019468,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.172078792410326,0,0,0,0.187228403792203,0.246004543473021,0,0,0,0.197677397798864,0.0284265834632235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00590634925375884,0,0,0,0,0,0
