,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601991.SH,X600886.SH,X600688.SH,X600157.SH,X600362.SH,X600027.SH,X600188.SH,X600111.SH,X600583.SH,X000709.SZ,X000539.SZ,X000027.SZ,X601158.SH,X601992.SH,X600309.SH,X000883.SZ,X600352.SH,X000898.SZ,X002075.SZ,X000629.SZ,X000792.SZ,X600021.SH,X000060.SZ,X600307.SH,X600863.SH,X600808.SH,X600489.SH,X600022.SH,X000825.SZ,X600547.SH,X002353.SZ,X600098.SH,X600008.SH,X601918.SH,X600578.SH,X600660.SH,X002470.SZ,X000878.SZ,X600623.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.353046604938002,0,0,0.0549197219403973,0,0,0,0,0,0,0,0,0,0,0,0.0749475887603911,0,0,0,0,0.115169302066226,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115669714226614,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.272335032466891,0,0,0,0,0.0374969093568849,0,0,0,0,0.0831286756979824,0,0.0158124208964705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172713880455319,0,0,0,0,0,0,0,0,0,0,0.085256773978377,0,0,0,0,0,0,0,-0.00775115883373127,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.197106794137088,0,0,0.000833686428571975,0,0,0.048830924335895,0,0,0,0,0.0914693787590784,0,0,0,0,0,0,0,0,0,0,0.0237276340276985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263370544264152,0,0,0,0,0,0.146705714165758,0,-0.0178487148922018,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.017381322762883,0,0,0,0,0,0,0.26017282785229,0,0,0,0.0681474173647177,0,0.110268272704698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175874114894953,0,0,0,0,0,0,0,0,0,0,0,0,0.0149479957838734,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0311707669821881,0.0910808132880707,0,0,0,0.142413709868843,0,0,0,0,0.0343084661146817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563182106470025,0,0,0,0,0,0,0.107071929445494,0,0,0,0,0,0.289490095841315,0,0,0,0,0,0,-0.00623520111164421,0,0,0,0,0,0,0
X601898.SH,0,0,0.32745055785698,0,0,0,0.131660550633261,0,0.0715562208298718,0,0.1987406557169,0,0.00981235689900744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577212318787597,0.0743402480931281,0,0,0,0,0,0,0,-0.00124850881578971,0.00469131225597822,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0609688076826692,0,0,0.0272031058166148,0,0,0.0389945706669262,0,0,0,0.00774231777006973,0,0,0,0.220350273954578,0,0,0,0,0,0,0,0.160264255954186,0,0,0,0.0560726170267928,0.105418959879694,0,0,0.0588495549315744,0,0,0,0,0,0,0,0.055758030327897,0,0,0,0,0,0,0,-0.000851116379050518,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.145962039267971,0,0,0,0.106719370772395,0,0,0,0,0.0969530465689526,0,0.0651562777001083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114718932790781,0,0,0.285554740626716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0012682593224711,0.0130811762131121,0,0,0,0,0,0
X601600.SH,0,0.0946138974367696,0,0,0,0,0,0,0,0,0.0697926256458836,0,0.0731054136131102,0.12997573418978,0,0,0,0,0,0,0,0,0,0.226906177206019,0,0,0,0.0449333648397089,0,0,0,0,0.0254023643230724,0,0,0.172410387229936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378126636541368,0,0,0,0,0,0
X600585.SH,0,0,0.109959756990873,0,0,0,0,0,0,0,-5.42101086242752e-20,0.234053727191215,0,0,0,0,0,0,0,0,0,0,0,0.0496055972694886,0,0.0590036570009026,0,0,0,0,0,0,0,0,0.0228506768543439,0,0,0,0,0,0,0.00312462795294054,0,0.0466482750500481,0,0,0,0,0,0.154949792161658,0,-0.0297396890380366,-0.0290450881832098,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.214035073718272,0.289947964318317,0,0,0,0,0,0,0,0,0,0.00270096799468326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901100676463407,0,0,0.114273712034338,0,0,0,0,0,0,0.111415974065156,0,0.0270809954200448,0.103330752405026,0,0,0,0,0,0,-0.00236746192646759,-0.00578798544684395,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0104273176644741,0,0.09792464644118,0,0,0,0,0,0,0,0.0984737792600326,0,0,0,0,0.256553391968259,0,0,0,0,0,0,0,0.0760061901562088,0.00334978079179728,0,0.1348524640488,0,0,0.0444504101806567,0,0,0,0,0,0.133000339014164,0.00619526073337569,0,0,0,0,0,0,-2.16840434497101e-19,-0.00535384028355177,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258818515274925,0,0,0,0,0.0152798287460124,0,0,0,0,0,0.264838842811877,0,0,0,0,0,0,0,-0.00401757116297577,0.0252556194609364,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0539613563877951,0,0,0,0,0,0,0,0,0,0.123202711213118,0,0,0.0964640266478759,0,0,0,0,0,0,0,0,0,0,0,0,0.272181836182452,0.0419413003256341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117288461547933,0.00430847751951549,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0187251903884926,0,0,0,0,0,0,0,0.0943960361511802,0,0,0,0,0,0,0.0816428982005675,0,0,0,0.115906749981383,0,0,0,0,0.0355273944339305,0,0,0.0646589984447147,0,0,0.0119305348985324,0,0,0,0,0,0.0796976390805689,0,0,0,0,0,0,-0.00395441879425947,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0347383872202744,0,0,0,0,0,0.108809618679608,0,0,0,0,0,0.0805865918170417,0,0.0495201824238388,0,0,0.0531937027403618,0,0,0,0,0,0,0,0,0,0.0703029069164874,0,0,0.452951961774442,0,0,0,0.0140210088308027,0,0,0,0,0.00793861675750037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.105563621722563,0,0,0,0,0,0,0,0.00386659579291941,0.0422661907094595,0,0,0.294677220153224,0,0,0,0.0264121073751015,0,0,0,0,0.0572683971709266,0.0582940529638571,0,0.0404231637129278,0,0,0,0,0,0,0,0,0.23480536019455,0,0,0,0,0.00866582823774892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250518859730262,0.15718610373885,0,0,0,0,0.102362658053816,0,0,0,0,0,0,0,0,0,0,0.074432286158307,0,0,0,0,0,0.0569598209300568,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224154191066891,-0.00205039679823314,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183525002831929,0,0.2103481222255,0,0.05782623035579,0,0,0,0.0541713063211083,0,0,0,0,0,0,0,0,0,0,0.0477442076948483,0,0,0,0,0,0,0,0,0,0,0,0.183576869618927,0,0.0164977235327651,0,0.00379439740597469,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.109971243481552,0,0,0,0,0,0,0.0560861361528837,0,-3.46944695195361e-18,0,0,0.0737321373532403,0,0,0.14328559487591,0,0,0,0,0,0.085779255911388,0,0.113235258496189,0,0,0,0,0.111775652006253,0.178560685093775,0,0.115114381869697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0.13061244595054,0,0,0,0.17123574479668,0,0.100071986036556,0,0,0,0,0,0.0380610642038519,0,0,0,0,0.00776278059324205,0,0,0,0,0.109855445121594,0,0,0.0240256687304639,0.115639052714581,0,0,0,0,0,0.0313693359034861,0,0,0,0,0,0,0,0.138420221779593,0,0.033201864841131,0,0,-0.00488503329177286,-0.0133624797192808,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0.182680401284225,0,0,0,0,0,0,0,0.150483041630326,0,0,0,0,0.1068683864369,0,0,0,0,0,0,0,0,0.133836023220924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221072253405801,0,0.0294310937797944,0,0,-0.0300484644417358,-0.0224856839459332,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269113761050259,0,0,0,0,0,0,0,0,0,0,0,0,0.0575398776010309,0,0.0487821269347727,0,0,0.0605245907532167,0.073155683676602,0,0,0.0183626540196303,0,0,0,0,0,0,0.345998713186323,0.0819180568126486,0,0,0.042741664836141,0,0,0,0,-0.0201887751642185,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.106249755064426,0,0,0,0,0,0,0,0,0,0,0.118349452693725,0,0,0,0,0.189015930176978,0.128353289920819,0,0,0,0,0,0,0,0.0642007638706998,0,0,0.0590210894575961,0,0,0,0,0,0.0762424973935097,0,0,0,0,0,0,-0.0194215593603834,-0.0130135753358266,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434176023275401,0,0,0,0,0.204472186095228,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0698586801948772,0,0,0,0,0,0,0,0,0,0,0,0.0713042915104755,0,0,0,0,0,0,-4.33680868994202e-19,-0.00218733144170031,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310975790770738,0,0,0,0,0,0,0,0,0,0,0,0.0442726107855603,0,0,0,0,0,0,0,-0.0398412814986142,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140599797266166,0,0,0,0,0,0,0.150027432415742,0,0,0,0,0,0,0,0.0768573988775961,0.147680441234768,0,0,0,0,0,0.0473387795047446,0,0,0,0,0.138136190704201,0,0,0,0,0,0,0,-0.0237817588362716,-0.0226739972355347,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0.192482718982977,0,0,0,0,0,0,0,0,0,0,0,0,0.313777812863689,0,0,0,0.0446668901368641,0,0,0,0,0,0,0,0,0.0991308204979259,0,0.0803776320190449,0,0,0,0.111733825622602,0,0,0.00785911164638731,0,0.042881191911138,0,0,0,0,0,0,0,-0.00710561000661245,-0.0183338594011607,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159148352567557,0,0.124526497001024,0,0,0,0,0,0,0,-0.200130197283722,0,0,0,0,0.118561918641059,0,0,0,0,0.111658331037019,0,0,0.0381846572747029,0,0.0819646529202928,0,0,0.0124783249701615,0.0174814248159025,0,0,0,0,0,0
X000629.SZ,0,0,0,0.131430440624786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362010762643592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661760659026584,0.0618582377988876,0,0,0.039162123526861,0,0,0,0,0,0.112422567669562,0,0,0,0,0,0,-0.00744540599401353,0.00211362411523389,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556213204117419,0.0304627372823453,0,0.0129733189808283,0,0.196241366161214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117832121717237,0,0,0,0.0772484033695573,0.0659492868828082,0,0,0,0,0.0145973037695977,0.00187051072248614,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0.475036221356148,0,0,0,0,0.0066611701716466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342587442942735,0,0,0.0335439373327786,0,0,0.0179076419841808,0,0,0,0,0,0,0,0,0.197142127705629,0,0,0,0,0,0,-0.0101446395406417,0,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709016230269018,0,0,0,0,0.0273240499029838,0,0,0,0,0.11522036676865,0,0,0,0.111616117096153,0,0.0949474225804842,0,0,0,0.0888919430628886,0,0,0,0,0,0,0,0,0.0989986699949115,0,0.0249854619990859,0.287297531873576,0,-0.0208389303078041,0,0,0,0,0,0,0
X600307.SH,0,0,0,0.0307275688397131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221039642459264,0,0,0,0,0,0,0,0,0,0.0458292923021073,0,0,0.119349654729433,0,0.0216175320895159,0,0,0,0.0115981986320064,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302269949263035,-0.012864904581244,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00332158184334435,0,0.751855990127235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739221488236982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645083735842072,0,0,0,0,0,0,0.000985717922244525,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0.106369595441274,0,0.0408084638614164,0,0,0,0,0,0,0,0,0,0,0.366101959341926,0,0,0,0.0643605765577895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061862718167442,0,0.109686601096124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,1.73472347597681e-18,0,0,0.0306911920297901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380044581988324,0.00699690527943626,0,0,0,0,0,0.083840505423267,0.347407043473166,0,0,0.303795634757011,0,0,0,0,0,0,0,0,0,0.00976915577995706,0,0,0,0,0,0
X600022.SH,0,0,0,0,0,0,0.000899132341943738,0.0536546517100207,0,0,0,0,0,0.110166110116229,0,0,0,0,0,0.314860043081786,0,0,0,0,0,0,0,0,0,0,0,0.00574039516441042,0.0421054914034358,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.318696651312341,0,0,0,0.00209291988794317,0,0,0.0055834379158637,0.0130947640666943,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148763018425703,0,0,0.0269433394085667,0,0,0,0.156996633815291,0,0,0,0.0899487527309207,0,0,0,0,0.18394542562468,0,0.134083897626854,0.0315880043660258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0053083646826558,0.000894083979950559,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512267526323572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281944996828166,0,0,0,0,0.898178853464952,0,0,0,0,0,0,0,0,0,0,0,0.0225891288398798,0,0,0.00102681788811037,0,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722915226796648,0,0,0,0,0,0,0,0,0,0,0.0451020431467188,0,0,0,0,0,0,0,0.0278607083893692,0,0,0,0,0,0,0,0,0,0,0.0120842283052027,0,0,0.0122593731359116,-0.009792217188328,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0.0166746025943798,0,0,0,0,0.122225347681251,0,0,0.0638294249666666,0,0,0,0,0,0,0,0.141346383701433,0,0,0,0,0.0382888489325179,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0211940304178736,0,0,0,0.0387205847241196,0,0,0.130919644379373,0,-0.00559415989070425,0,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0586712544841031,0,0,0,0,0,0,0,0.0997509982084213,0,0.05272090166073,0,0,0,0.168673371453136,0,0,0,0,0.00236348702879392,0.0663273501747385,0,0,0,0,0,0,0,0,0,0,0.0072638306909217,0.11040318635933,0,0.127041399252836,0,0,0,0,-0.0110694657323564,0.00221848349897295,0,0,0,0,0,0
X601918.SH,0,0,0,0,0,0,0,0,0,0,0.21198515652524,0,0,0.134373021812087,0,0,0,0,0.108856399338015,0,0.0106778313499723,0,0,0,0,0,0,0.00493683080493925,0.038065913917288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200402275861546,0,0,0,0,0,0.0315327550717611,0,0,0.00860575355293958,0.0245913949163511,0,0,0,0,0,0
X600578.SH,0,0,0,0,0.25322988388832,0,0,0,0,0,0.13381806946509,0,0,0,0,0.120934874166582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625031228375227,0,0.0210005403484083,0,0.0363139902970121,0.211252639823234,0.10172162970806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411669012107808,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0909433678218818,0,0,0,0,0,0,0,0.0888473186212243,0,0,0.0899787351706622,0,0,0.10497175284161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163426144767515,0,0.0661162063736155,0,0.0365883695350428,0,0,0,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268354008689378,0.0306186168735936,0,0,0,0.011707199099898,0,0,0,0,0,0.0249191294430542,0.11097079559914,0,0,0,0,0,0,0,0,0,0.16651019272906,0,0,0,0,0,0.0147190962711724,0,0,-0.00331659006331013,0,0,0,0,0,0,0
X000878.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869887328672687,0,0,0,0,0,0,0,0,0,0.00246204226902944,0,0,0,0.0412578905649924,0,0.0228908566679273,0.0582077408141958,0,0.0949113088901538,0.259280490840076,0,0,0.061718167259544,0,0,0,0,0,0,0,0,0,0.00786221543701587,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0688245643884128,0,0,0,0,0,0.0611049436757288,0,0,-0.0581753386099643,0,0.243996777660372,0,0,0,0,0,0.103200650541563,0,0,0.232084223320233,0,0,0,0,0,-0.00944939996072199,-0.0630624036562043,0,0,0,0,0
