,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600795.SH,X002460.SZ,X601992.SH,X300072.SZ,X600362.SH,X601991.SH,X600188.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000786.SZ,X000408.SZ,X600176.SH,X000553.SZ,X000723.SZ,X600339.SH,X600219.SH,X600489.SH,X002271.SZ,X000959.SZ,X600352.SH,X601158.SH,X000883.SZ,X600808.SH,X000825.SZ,X600299.SH,X000630.SZ,X000983.SZ,X600549.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0567937261939449,0,0,0,0,0.00564858393144773,0.0103288345871365,0.130222296284902,0,0,-0.0379768944766389,0,0,0,0,0,0,0,0.0132244686840555,0,0,0,0.00424429830190013,0,0.00802215837836602,0,0,0,0,0,0,0,0,0.0175223176562617,0,0,0,-0.0123830082831448,0,0,0,0,0,0,0,0,0.00297283239888721,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.000161367998737074,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473831543304041,0,0,0,-0.00262603804089207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345503187044654,0,0,0,0,-0.0113433343798783,0,0,0,0,0,0,0,0,-0.00119158381067899,0,0,0,0,0,0
X601088.SH,0,0,0,0.0361677878092049,0,0,0,-0.0903237007885235,0,0,0,0,0,0.884727646143307,0,0,-0.104036610699353,0,0,0,0,0.0115305097862884,0,0,0,0,0,-0.102259364492733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730492861789659,0,0,0.128541629164734,0,0,0,0.00531089850729493,-0.000431471032597225,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19410240893397,0,0,0,0,0,-0.0891190130304659,0,0,0,0,0,0,0,0,0,0,0,0.203586415408924,0.148286413254912,0,0,0.0666359315955217,0,-0.011835800259107,0,-0.023390915649965,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0557207250323068,0,0,0,0,0,0,0,0,0,0.152785881162838,0,0,0,0,0,0,0,-0.0457992146161244,0,0,0,-0.0623617398709533,0,0.160244937503587,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153277387659477,0,0,0,-0.000931187166627965,0.110957053718364,0,-0.0214182869215307,0.0385739513078126,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.288865247394683,0,0,0,0,0,0,0,0.0360650479067034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148269947455439,0,0,0,0,0,0,0,0.0644155363875737,0,0,0,0,0.0131516855500354,0,-0.0674801302370732,0.00162324130098395,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0695656641377259,0,0,0,0,0,0,0,0,0,0.100776478884573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222539922597243,0,0,0,0.179405104226299,0,0,0,-0.0319831170543479,0.015190414275833,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.438914222480943,0,0,0,0,0.0692941903618844,0,0,-0.0996074360019577,0,0,0,0,0,0,0,0,0.0548560926203516,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0635243362008774,0,0,0,0,0,0,0,0,0,0,0,0,0.0312764505720166,0.0212463772663058,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00992357120234213,0,-0.0461969998593271,0,0.156257832046559,0.120156810281623,0,-0.065845538683889,0,0,-0.00353726028605172,0,0,0,0,0,0,0,0.0490813996354316,0,0,0,0.121912807395085,0.0345008982789009,0,0,0,0,0,0,0,0,0,0,0,0,-0.00765077502683058,0.00845204617785888,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.064998327937367,0,0,0,0,0,0,0,0,0,0,0,0.0028645900664251,0,0.34563905484549,0,0,0,0,0.0187885608488484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800349752110142,0.0162870745197116,0,0,0.060155253442327,0,0,0,-0.00817526193795048,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.0458467973365302,0,0,0,0,0,0,0,0,0,0,0,0.574025141831209,0,0,0,0,0,0,0,0,0.0122594593630382,0,0,0,0.00855483372693298,0,0.0301703501404485,0.0653746878747023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170372146393947,0,0,-0.0145766959931695,0,0,0,0,0,0,0
X600660.SH,0,0,3.46944695195361e-18,0,0,0,0.072959688418961,0.121863553895509,0,0,0,0,0,-0.0274262345191071,0,0,0,0,0,0.0781263452704721,0,0,0,0,-0.0874540648610119,0,0,0.0334194090186557,0,0,-0.00405730925919347,0,0.039546938874532,0,0,0,0,0,0,-0.0556008674621286,0,0,0,0,0,0,0,0,0.044611936457249,0,-0.0206126939722069,0.0154008523475857,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.00954795825202243,0,0.0820120840403009,0,0,0.124437438283437,0,0,0,0,0,0,0,0,0.0148543688261998,0,0,0,0,0,0,0,0.0174915511065392,0,-0.0520121921021872,-0.0815745598398234,0,0,0,0,0,0,0,0,0,0,0,0,0.0251004778028038,0,0,0,0,0.0390622829767188,0,-0.0345118772152664,-0.00554791816067623,0,0,0,0,0,0
