,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X600547.SH,X600660.SH,X002460.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600362.SH,X600426.SH,X601600.SH,X601898.SH,X600010.SH,X600801.SH,X600188.SH,X600352.SH,X000301.SZ,X600489.SH,X600111.SH,X600795.SH,X601991.SH,X600688.SH,X600803.SH,X002075.SZ,X600299.SH,X600486.SH,X600027.SH,X000932.SZ,X600219.SH,X601992.SH,X300037.SZ,X002080.SZ,X002353.SZ,X002466.SZ,X601168.SH,X002409.SZ,X000630.SZ,X000898.SZ,X000883.SZ,X000027.SZ,X000807.SZ,X600315.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357322353716811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237564371152001,0,0,0,0,0,0,0,0,0,0,0.0111539643950485,0,0.018009105321964,0.00647544716231241,0,0.0685509655567375,0,0,0,0.0570479453009333,0,0,0,-0.00227045814417885,-0.00606538452860462,0,0,0,-0.00417424300758329,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572962183861602,0,0.0152206102687752,-2.16840434497101e-19,0,0,-0.00127594965191324,0,0,0,0,0.0115785991562082,0.0386970683304932,0,0,0,0,0,0,0,0,0,0,0,0,0.0525767613806382,0,0,0.015627981079516,0,0,0,0,0,0.062472187908942,-0.0160148217165191,0,0,-0.000570781804134471,0,0,0,0,-0.00416796736830233,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0260596979871401,0,0,0,0.00747144245093014,0,0,0,0,0.0812919885511248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226552292608116,0,0.0372630430778444,0,0,0,0,0,0,0.0697918656346706,0,0,0,0.00688323985828347,0,0,0,0,-0.00653043846499676,0,0
X600585.SH,0,0,0,0,0.040481306659551,0,0,0.216305899825301,0,0.0427741260436728,0,-0.0327268096007528,0.0277358420613752,0,0,0,0,0,0.0453692254930348,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269795710560164,0,-0.0400019248083779,0.00642548733536157,0.0459443379304144,0,0,0,0,0,-0.0428605200782996,0.0835849505837253,0,0,0.01112205369775,0,0,0,0,0.0123326613083826,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47568443618926,0,0,0,0,0,0,0,0.0568164981923897,0,0,0,0,0,0.129427351629337,0,0.161670077407585,0,0,0,0,0.084371408875111,0.0345067335736705,0.144498248726463,0.0262672919278921,0,0,0,0,0,0,0,0,0,0,0.00831361180797185,0,0,0,0,0.0149086182964602,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.00326236048674188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136172156772301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429006183662695,0,0.0863430813389169,0,0,0,0.048747986298985,-4.33680868994202e-19,0,0,0.0539831939982496,0,0,0,0,1.0842021724855e-19,0,0
X000708.SZ,0,0,0,0,0.0830601018098441,0,0,0,0,0,0,0.0710086405405282,0.0300313417633353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464109198471409,-0.0720291563564384,0,0,0,0.0149064775745564,0,0,-0.154102549001266,0,0.0142491771771399,0.231826741105376,0,0,0,0,0,0,0,0.126112529220838,0.087434002507339,0,1.73472347597681e-18,-0.0167461195674855,0,0,0,0.0396431903504946,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.047193098892031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678380452945609,0.125651317518761,0,0,0,0,-0.00888000100361028,0,0,0,0,0,0,0.034373116086618,0,0,0.0170632333077082,0,0,0,0,0,0,0,0.0547229842195893,0,0,-0.00456991141823933,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0277343915914957,0,0,0,0,-0.0662410051152704,0,0,0,0,0,0,-0.0562196794398563,0,-0.00217325890405019,0,0,0.152015435389399,0,0,0,0,-1.0842021724855e-19,0,0.203041672389111,0,0,0,-0.0752162250531244,0,0,0,0.259535410243421,0,0,-0.0398672256566939,0,0,0,0,0,0,0,0,0,0,0,0.0657129540938648,0,0,0,0.0145179786656815,0,0
X002460.SZ,0,0,0,0,0,0.331611329623602,0,0,0.0248598328718779,0,0.106717614522288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824875890589158,0,0,0.094484518172433,0,0,0,0,0,0,0,0,0,0.251504657002431,0,0.181247851524671,0.253115226336758,0.0386393707798271,0,0,0,0,0,0,0.00337005972733177,0,0,-0.0598648731056693,0,0,0,0,-0.102575591488342,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773322541153393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206914228544884,-0.041823442372902,0,0,0,-0.0628610247506644,0,0,0.21746836715853,0,0,0,0,0.0990599455563827,0,0,0,0,0,0.0400403844937158,0,0,0,0.0367510278428065,0,0,0,0.0181274422001028,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.207888776327667,-0.0978024856424523,0,0,0,-0.0367554759395139,0.230194133287979,0,0,0,0.11786147514567,0,0,0,0,0,0.00839767093858713,0,0,0,0.120416760953661,0,0.0303412037021993,0,0.446494261167875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00291499052104249,0,0,0,0,0.0088208225505846,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189417061721352,0,0,0,0,-0.461077432493111,0,0,0,0.0703992920004745,0,0,0,0,0,0.309146903516874,0,0,0,0,0.301872128733643,0,0,0,0,0,-0.0323544632217586,0,0,0,0,0,0,0,0.138512775665738,0,0,0,0,0,0,0,0.0522866849524012,0,0
