,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X000877.SZ,X600010.SH,X002271.SZ,X600660.SH,X600011.SH,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X600219.SH,X000408.SZ,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X600688.SH,X600801.SH,X600027.SH,X000807.SZ,X000825.SZ,X300037.SZ,X600352.SH,X002353.SZ,X600489.SH,X000959.SZ,X600157.SH,X000932.SZ,X300073.SZ,X600141.SH,X600516.SH,X000898.SZ,X002326.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0118495738215925,0,0,0,0,0.0310185359891046,0,0.0990660130435425,0.0579640289306478,0,0,0,0,0.102581191002029,0,0,0,0,0,0,0,0,0,0,0.0538453850708615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773989830296044,0,0,0,-0.0652891643828755,0,0
X600028.SH,0.158471988933296,0,0.0468086361603387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058663141740953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986159231835404,0,0.00493387960547979,0,0,0,0,0.0241120097405043,0,0,0,0,0,0,0.0154442149607588,0,0,0,-0.00100838189526982,0.00509239031614583,0,0,0,8.67361737988404e-19,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246518147965084,0,-0.0407693924397846,0,0,0,0,0,0.0246620616893675,0,0,0,0,0,0,0,0,0.185599473977489,0,-0.0164583811471717,0.00631764999018222,0.0854838299126304,0,0,0.12101369038226,0,0,0,0,0,0,0,0,0,0,-0.0146007170705468,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.00568307391532853,0,0,0,0,0,0,0.100618987459766,0.0960176518842939,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.076097395348538,0,0.0486513893812615,0,0,0.0600604611756074,0,0,0,0,0,0,0,0,0,0,0.0494351518917062,0,0,0,0,0,0,0,0,-0.0100751404136921,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0590672224536647,0,0,0,0,0,0,0,0,0,0,0,0,0.176248115601651,0,0,0.10048166448346,0.0289730145307732,0,0,0,0,0,0,0.272159416015264,0,0,0,0,0,0,0,0.0445621309575939,0,0,0.0271530505388454,0,0,0,-0.0745307988279478,0,-0.0173075529133926,0.0163312941735196,0,0,0,-0.00616989350237058,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.517950874507453,0,0,0,0.116246898130258,0,0,0,0,0,0,0,0,0,0.174391867142426,-0.114697745669565,0,0,0,0,0,0,0.130433912342267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828118092812005,0.0610820859398116,0,0,3.46944695195361e-18,0,-0.00808666233847047,0,0,0,0,-0.0719107595703084,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.022705314441577,0.270910549425029,0,0.0796192488135075,-0.0394558919529111,0,0,0,0.100292745293904,0,0,0,0,0,0,0,0.0367908268402543,0,-0.120875509422079,0,0.279389803441521,0,0,0.105128720344487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167061474082503,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142222432209278,0,-8.67361737988404e-19,0,0,0.0674349742926827,0,0,0,0.0288451551797775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552357097363892,0,0,0,0,0.0756451864924237,0,0,0,0,0,0.10194936037424,0,0,-0.00474678015768587,0.0485108494178284,0,0,0,-0.0252266130794092,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.531364751934735,0,0.254863886059979,0,0,0,0,0,0,0,0,0,0,0,0,0.0410737162208111,0,0,0,-0.0253016293020795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120667322865047,0,0,0,0,0,-0.0167244470587553,1.73472347597681e-18,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.592989557554211,0.225092057566458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268473234633898,0,0,0,0,0,0,-0.0792876807453028,0,0,0,0,0,0,0,0,0,0.0564134910515344,0,0,0,-3.46944695195361e-18,0,0.00222987815169169,0.043735447398248,0,0,0,0,0,0
