,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600362.SH,X601991.SH,X600188.SH,X600547.SH,X600111.SH,X600516.SH,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000786.SZ,X000408.SZ,X600176.SH,X600339.SH,X000723.SZ,X600219.SH,X002271.SZ,X000553.SZ,X000959.SZ,X600489.SH,X600352.SH,X601158.SH,X000883.SZ,X600808.SH,X000807.SZ,X000630.SZ,X600549.SH,X000983.SZ,X002092.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0442351076230986,0,0,0,0,0,0.109354312959145,0,0,0,0.00599514073714476,-0.00504937300348557,0,0,0,0,0,-0.00365686156886103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331200467878458,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00199924794079206,0.00332080476843531,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0431345485875203,0,0,0,0,0,0,0,0,0,-0.0157680906146373,0,0,0,0,0.027571817576958,0,0,-0.00835872592425808,0,0,0,0,0,0,0,0,0,0,0,0,0.0635464270302537,0.0143901849054119,0,0,0.0327208193495889,0,0,-0.0177686644613637,0.00427222396521628,0,0,0,0,0,0,-0.00125429868838568,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0713275897996436,0,0,0,0,-0.0748332707134435,0,0,0,0,0.568737668146333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0780519268938438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402496478572529,0.0852297079752734,0.0836973144546796,0,0,0.0153325437144804,-0.00287908440123162,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309587746150751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249588804082782,0,0,0,0,0,0,0,0,-0.020939855073555,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329835378579372,-0.074559900304813,0,0,0,0,-0.0489600151445309,0,0.17308065439829,0,0,0,0,0,0,0.0606820819231358,0,0,0,0,0,0,0.112267700029454,0,0,0,0,0,0,-0.0177200510560374,0.0374794057465849,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069475513234118,0,0,0,0,0,0,0.250282265278175,0,0,0.0285173374255739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346939088068584,0,0,0,0,0,0,-0.0706178152159157,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0382157308676514,0,0,0,0,0,0,0,0,0.0143310360038931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178755001073569,0,0,0.0835230924097054,0.18447165970106,0.0437262584625737,0,0,-0.00985092835296556,-2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00480832478959023,0,0,0,0.0966363022546012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372012039786879,0,0.109152567537648,0,0,0.0981590373061274,0,0,0,0,0,-0.0032518154427299,0,0,0.0533919515604109,0,-0.0133278231902627,0.00761548404517594,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.437302749606866,0,0,0,0,0,0.0796305821961747,0,0,-0.109609760178204,0,0,0,0,0,0,0.0626145933276738,0,0,0,0,0,0,0,0,0,0,0,0,-0.101514893301709,0,0,0,0,0,0,0,0,0,0,0,0.013917519355789,0,0,0.0158789781106467,0.0329686264914872,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.00523926721008991,0,0,0,0,0,0,0,0,0,0,0,0.0701148093062106,0,0.403380100208195,0,0,0,0,0.145000000875724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741301020351212,0,0,0,0,-0.00192860169235928,0,0,0,0,0,0
