,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600010.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X000898.SZ,X601158.SH,X600309.SH,X600021.SH,X600547.SH,X600489.SH,X600352.SH,X000629.SZ,X000792.SZ,X600808.SH,X000539.SZ,X000825.SZ,X000060.SZ,X600660.SH,X000027.SZ,X600008.SH,X000831.SZ,X002353.SZ,X600578.SH,X600307.SH,X600219.SH,X600549.SH,X600863.SH,X002470.SZ,X000959.SZ,X601699.SH,X000630.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.583445812068351,0,0,0,0,0,0,0,0,0,0,0.0388847803346098,0.00387108292229287,0,0,0,0,0,0,0,0,0,0.111764191641619,0,0,0,0,0,0,0.0468632028709768,0,0,0,0,0,0,0,0,0,0,0.0475533813927337,0,0,0,0,0,0,0,0,0.00817843805165049,0.0198001948483304,0,0,0,0,0,0
X600028.SH,0.670921359505446,0,0,0,0.0512985725880376,0.00340462217459408,0,0,0,0,0,0,0,0,0,0,0,0.0497898036058571,0,0.0714535271084237,0,0,0.0619024287467692,0,0,0,0,0,0,-0.0100565980257538,0,0,0,0,0,0,0.0131752918262958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535886442965057,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.287581802189017,0.234737536363307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082280902645,0,0.0486374994693595,0.00192447957781697,0.0358359370469291,0,0,0,0.0447181371440886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13656242718244,0,0,0,6.7762635780344e-21,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0958776848403527,0.104851468921691,0.0635254458501659,0,0,0,0,0.370657817378327,0,0.0279418547511811,0,0,0.122077520389725,0,0,0,0,0,0,0,0,0.00415214465961479,0,0,0,0,0,0,0,0,0.00735571353044743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.218654239976272,0,0,0,0,0,0,0,0,0,0,0,0.0164102426664434,0.16444033123779,0.300488346767322,0,0,0.0532109429529332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531453089966944,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0.0201307603236912,0,0.149038187345543,0,0,0,0,0.00129916438712694,0.0628159103055272,0,0,0.0621614228045463,0,0,0,0,0,0,0,0,0,0.0881091690663782,0,0,0.0216547076229408,0,0,0,0,0,0.0775357381203916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588018634987626,0,0,0,0,0.0445937946840805,0,0,0,0,0,0
X600585.SH,0,0,0.23207898064093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249811205382786,0.0366822810949331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233957333448834,0,0,0,0,0,0,0
X601898.SH,0,0,0.176356656832718,0,0.141513017366966,0.0989627780762884,0,0,0,0.0240087282147521,0.0337217052481683,0.0339807057132456,0.0103120240052309,0.091640535073042,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.015428932521714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015597839956139,0,0,0,0,0,0
X600688.SH,0.406390806759036,0,0,0,0.0855221738452611,0,0,0,0,0,0,0,0,0,0,0,-0.0868158740537238,0,0,0,0,0,0.313142890173678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854521642036696,0,0.0874257749419704,0,0,0,0,0,0,0,0,0,-0.051817813591994,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0735149925988568,0.295251615193803,0,0,0,0,0.0518108931546824,0,0,0,0,0.0671273982908292,0,0,0.0169760984774386,0,0,0,0,0,0,0,0.127705736324561,0,0,0,0,0,0,0,0,0,0,0.103244622189446,0,0,0,0,0,0,0,0.0137447157116554,0,0,0,0,0,0
X600010.SH,0,0,0,0.16956286146492,0.0364296227539807,0,0,0,1.0842021724855e-19,0,0,0,0,0.172133773589948,0,0,0,0,0,0,0.241591730599336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187813872690111,0,0,0.0198601864015716,0,0,0,0,0,0,0,0,0,0,0,0,0.0320285907966387,0.0482648552663785,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.378221878033541,0,0,0,0,0.0615891102445531,0,0,0,0.0783001940458772,0,0.177674264450662,0,0,0,0,0,0.190246341017607,0,0,0,0.0339977719353939,0,0,0,0,0,0,0,0,0,0,0,0,0.110104644732881,0,0,0,0,0,0,0,0,-0.00802332467758401,0,0,0,0,0,0,0
