,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600188.SH,X600795.SH,X002466.SZ,X601992.SH,X600362.SH,X600660.SH,X601991.SH,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X000709.SZ,X600157.SH,X600027.SH,X002460.SZ,X600516.SH,X000898.SZ,X000959.SZ,X600339.SH,X600489.SH,X601158.SH,X600808.SH,X002092.SZ,X002271.SZ,X600352.SH,X600219.SH,X000883.SZ,X600176.SH,X000983.SZ,X000630.SZ,X000723.SZ,X600299.SH,X600578.SH,X600549.SH,X000792.SZ,X600008.SH,X000408.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.070191115473923,0,-0.0380255611521442,0,0,0,0,0.0332354144195578,0.0774975188459037,-0.00494763562525153,0,0,0,0,0,0,0,0.00428519329267035,0,0,-0.0326298530134497,0,0,0,-0.0594991084188309,0,0,0,0,0,0,0,0,0,0,0.0164197137469648,0,-0.00999284318825513,0,0,0,-0.00942657526154412,-0.00881637362882232,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.217885049887125,0,0,0,0,0,0,0.078427215717046,0,0,-0.0322046437540584,0,0,0,-0.0864302314007592,0,0,0,0,0,-0.0346274786891554,0,-0.0182480222758329,0,0,-0.0340645623136777,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562271564820289,0,0,0,0,0.0166934075653094,-0.0693841627318819,0,2.16840434497101e-19,0,-0.0682044247146871,0,0,0,0,0
X601088.SH,0,0,0,0.0206777338239668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212548539534701,0,0,0,0,0,0,0.0096343659871289,0,0,0.0112626547090023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421882983399861,-0.0120832383884826,0,0,0,-0.00712804838844711,0,0,0,0,0.0925583288971458,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.113941481462159,0,0,0,0,-0.0113706312516479,0.0160719935467438,0.116017985762842,0,0,0,0,0,0,0,0,0,0,0,0.0439001269855826,0,0,0,0,0.382451104700269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016964697336784,0.0308581131412682,0,0,0,0,0,0
X600585.SH,0,0.0257898473563439,0,0.0985481148410885,0,0,0,0.190161750035052,0,0,0,0,0,0,0,0,0.189159787696785,-0.0753204562924544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490753794562263,0,0,0.174380677246397,0,0,0,0.096735734793559,0,0,0,0,-0.0312476590284237,0,-0.0647626523760045,0.0128193944703638,0,0,0,0.0147240996544213,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.131121335281057,0,0,0,0,0,0,-0.030036613865122,0,0,0.0215368727777184,0,0.048578437232711,0.13928379149461,0,0,0,0,0,0,0,0,0,0,0.0265128857457545,0,0,0,0,0,0.0242465424703149,0,0,0,0,0,0,0.0235410175166419,0,0.0215323111140941,0,-0.00871682807717911,0.00517689395655252,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149195130332942,0,0.428060596986764,0,-0.0669806248894835,0,0,0,0,0.141211221634848,0.00400070896098499,0,0,0,0.112160307160418,0,0,-0.119065778929718,0,0,0,0,0,0.102294608647866,0,0,0,0,0.169023514975894,0,0,0,-0.117845528506284,0,0,0.02386352341141,-0.00686320439522842,-0.0494083992051352,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.311669713862845,0,0.0176201219539036,0.0312024649804888,0,0.142550059507053,0,0,0.205309791040304,0,-0.118795656027787,0,0,0,0,0.0474249401210873,0,0,0,0,0,0,0,0.0666954789805791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00730932049292378,-0.0751581369782824,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0461322909664372,0,0,0.021286981327745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1633461927238,0,0,0,0,0,0,0.260703633686554,0,0,0,0,0,0,0,0,0,0,-0.00741041248379148,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0804385482416418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348153378971751,0,0.102548453245097,0,0.0400240302606787,0,0.231736465431432,0.0599457248964102,0,0,0,0,0,0,0,0,0,0.217962362549539,0,0,0,0,0.0116037154212114,0,0,0,0,0,-0.00692732938647305,-0.0224327072534625,0,0,0,0,0,0
