,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X300072.SZ,X600660.SH,X600309.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X600583.SH,X600352.SH,X000898.SZ,X000408.SZ,X000723.SZ,X000883.SZ,X600549.SH,X000983.SZ,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000012.SZ,X000959.SZ,X000630.SZ,X002460.SZ,X600219.SH,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0239392893012707,0.0163602900484314,-0.00069863928386316,0,0,0,0,0.0172327934136219,0,0.0204853059990669,0,0,0,0.0194099576808897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0818695905138901,0,0,0,0,0,0,0.0135021206054819,0,-0.00471863592182865,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.062007030991332,0.0363041089576581,0,0,0,0,0,0,0,0,0,-0.039398895903097,0,0.00670258104639435,0,0,0,0,0,0,0,0.035187073109652,0,0,0,0,0.0319574260358462,0,0,0.0248450823114546,0.0554611226017503,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0.00248586918297637,0,-0.00558718835032083,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0455966952892853,0.181515661137205,0.0896859359748979,0,0,0,0,0,0,0,0,0,0,0.0041022262683757,0,0,0,0,0,0.0304601622590885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00744583707735754,0,0,0.01812623714769,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.124880518283306,0,0,0,0,0.0541449719277659,0,0,0,0,0,0,0,0,0.0695550658258983,0,0,0,0,0,0,0,0,0.124019211023206,0,0.101497392631569,0,0,0,0,0,-0.0950214630819429,0,0.0738611805728888,0,0,0,0.0662574607037513,0,0,0,0,-0.00886621143419589,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0789045995965929,0,0.00840298881224879,0,3.46944695195361e-18,-8.67361737988404e-19,0,0,0,0,0.0149774874422944,0,0.178293953638631,0,0,0,0,0,0,0,0.00743205168321622,0,0,0,0,0,0,0,0,0,0,0,0,0.115615433916008,0,0,0,0.0596565106933469,0.0618678628260167,0,0,0,0,0,0,0,-0.000498613168451772,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.095560844435811,0,0,0,0,0.0955493510002706,0,0,0,0,0,0,0,0,0,0,0,0,0.1992188397546,0,0,0.155210519799044,0,0,0,-0.014735135976521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00195113949689313,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0730454246316309,0,0,0,0,0,0,0,0,0,0,0,0,0.0240303241984696,0,0.0260494707459709,0,0,0,0,0,0,0,0,0,0,0,0.0225495904552113,0,0,0,0,0.0207059389139769,0,0,0,0.0136698599184818,0,0,0,0,-0.042062452175827,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0311121057806533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572072966322949,0,0,0,0.0652551870443964,0,0,0,0,0.0437539231540939,0,0,0,0.0523583364840919,0,0,0,0,0,0,0,0,0,0,0.393297367096447,0,-0.0050106776019142,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293608207634028,0,0,-0.0387775599262141,0,0,0,0,0,0.0392481788603617,0.0110655668697959,0,0,0.0568892015481089,0,0,0,0,0,0,0,0.040612219410453,0.0254093365519021,0,0,0.048897668988428,0.112791548983047,0,0,0,0.0685471948566897,0,0,0.174470710152369,0,0.00298434904133286,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.10242827795343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472600603821782,0,0,0,0,0,0,0,0.0189875858533298,0,0,0,0,0,0,0,0.0316105930811066,0.586711296670524,0,0,0,-0.0849232030894757,0.160687822302335,0,0,0,0,0.0924859017217895,0.0764493900641968,0,0.0171878897763803,0,0,0,0,0,0,0
