,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X600157.SH,X600027.SH,X601991.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600299.SH,X601158.SH,X000959.SZ,X000709.SZ,X600583.SH,X000792.SZ,X000723.SZ,X002466.SZ,X600339.SH,X000408.SZ,X600098.SH,X000630.SZ,X600352.SH,X000883.SZ,X600219.SH,X600021.SH,X000539.SZ,X000825.SZ,X000027.SZ,X000983.SZ,X002092.SZ,X601699.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.364317234843052,0.0119276046069515,0,0,0,0,0,0,0,0.0327549998137701,0,0,0,0,0,0,0,0,0,0,0.0146348933228003,0,0,0.044983531627735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491819732026087,0,0,0,0,0,0.0695699851042814,0,0,-0.00171882129640269,0,0,0,0,0,0
X600028.SH,0.713747551218711,0,0,0,0,0.250920149985432,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457612141263688,0,-0.0857822892347384,0,0,0,0,0,0,0,0.0134192144817559,0,0.0902316279885732,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.109624412027769,0,0,0,0,0,0,0,0,0,0,0,0,0.0883708928324551,0,0,0,0.0739373068326451,0,0,0,0,0,0,0,0,0,0,0,0.0790564003500861,0,0,0,0.0197011349531042,0,0,0,0,0.0176440205788081,0.130071784266981,0,-0.0663721679956275,0,-0.0300445655009644,0.0152239339187048,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0330964862537376,0.061451002966883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139942228966351,0,0,0,0,0,0,-0.0435300481464414,0,0,0,0,0,0,0,0,0.152125865688452,0,0,0,0,0,0.0450348651105805,0,-0.0430552958511425,0,-0.0335495395698632,0.0374020522771556,0,0,0,0,0,0
X600011.SH,0,0.0086213185255149,0,0,0,0,0,0,0,-0.0233715086160286,0,0.295850566444605,0.00203447855757696,0,0.0133244784455322,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304714715147992,0,0,1.73472347597681e-18,0,0,0,0,-0.0892711746766464,0.0907907153157583,0,0,0,0,0,0,0,0.055503570441003,0,0,0,0,-0.00759813761384664,0.0145413614830819,0,0,0,0,0,0
X600585.SH,0,0.167794080726015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664512619932566,0.12481582118293,0,0,0.0308632192133518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791196804522416,-0.00718675166829999,0.00906979972339418,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0400941762174655,0,0,0.0707933459199465,0,0,0.0539663422270453,0,0,0,0,0,0,0,0.196745899193333,0,0,0,0,0,0,0,0,0,0,0.110543301217993,0,0,0,0,0,0,0.0104978974949838,0,0,0,0,0.0514383026760824,0.0722295011414245,0,-0.0155321619760366,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0694171079523771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046624297507155,0,0.215039165226328,0.0893391759071587,0,0,-0.0116208273120735,-9.45745151700189e-06,0,0,0,0,0,0
X600688.SH,0,0.164491962649455,0,0,0,0,0,0,0,-0.000712760139938913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432373047435513,0,0,0,0,0.112043126263938,0,0,0,0.0926409260126361,0,0,0,0,0,0,0.0916116272471613,0,0,0,0,0.0528178106552705,0,0,0,0,0.0040342849451986,0,0,0,0,0,0,0
X600547.SH,0,0.0636417397283123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230574358651869,0,0,0.990622382725814,0,0,0,0,0,0,0,0,0,0,0,0,0.0244092597473233,0,0,0,0,0,0,0,0,0,0,-0.0537800225648162,0,0,-0.0371694881393071,0.0224908220714194,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.00440610226755303,0,0,0.239299437576809,0,0,0,0,0,0,0,0.066611304499439,0,0,0,0,0,0,0,0,0,0,0,0,-0.273193329084382,0,0,0.150151359674717,0,0,0.0335545784014849,0,0,0.020306024589489,0,0,0.105993811937759,0.0327446639496942,0,0,-0.143332784022037,0,-0.00530340526154387,0,0,0,0,0,0
X600795.SH,0,0,0,-0.105335142919575,0.171855565238465,0,0,0,0,0,0,0,0.0930056776551437,0,0,0,0,0,0,0,0.112720221320935,0,0,0.00312730335744529,0,0,0,0.0639271646941941,0,0.13337882019874,0,-0.0109764142012174,0,0,0,0.114330461957275,0,0,0,0,0,0,0,0,0,0.044141758861863,0,0,0,0,-0.0191773801960267,0.0184243137535618,0.076823356064569,0,0,0,0,0
X600362.SH,0,0,0,-0.0541249365516817,0,0,0,0,0,0,0.17567912662883,0,0,0,0.136792724676204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179499339935189,0,0,0.392016543624911,0,0,0.16652427094419,-0.132652049698172,0,0.06451458696332,0,0,0,0,0.22475389596826,0.0915001477271456,0,-0.0188048655078471,0.000929527500323964,0,0,0,0,0,0
