,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600157.SH,X600027.SH,X600188.SH,X600021.SH,X000883.SZ,X600583.SH,X601158.SH,X601992.SH,X600309.SH,X600352.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000792.SZ,X000060.SZ,X600489.SH,X002470.SZ,X000825.SZ,X600547.SH,X600808.SH,X002353.SZ,X600660.SH,X000629.SZ,X600008.SH,X002075.SZ,X600578.SH,X600863.SH,X600549.SH,X000831.SZ,X002004.SZ,X600219.SH,X600307.SH,X000012.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.333482828820407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10438430588697,0,0.00352828438312543,0,0,0.0004967966652819,0,0,0,0,0,0,0.0649525226583914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000869730866434835,0,0,0,0,0,0,0
X600028.SH,0.643887343000308,0,0,0,0,0,0.0288090290949877,0,0,0.0904624693432816,0,0,0,0,0,0,0,0,0,0,0,0.0359731091342381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00876887066835883,-0.00918023991453441,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00386868065654806,0.119397114333656,0.264431729890364,0,0,0,0,0,0,0,0.0309909381880314,0,0,0.0872644601589337,0,0.0251727474446389,0,0,0.0226303765691141,0,0.101146894047123,0,0,0.0676574666661671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.00510153799335568,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235630931467829,0,0,0,0.282709456666893,0,0,0,0,0,0.155219747211163,0,0,0.0592465987294768,0,0,0.0963317567402766,0.0491214772639,0,0.240803496748199,0,0,0,0.134265444239709,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.11705032175211,0,0,0,0.0341136681901768,0.176992940878729,0,0,0,0,0,0,0,0.0249103671529515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15225650222197,0,0,0,0,0,0,0,0.255998420655738,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0107492757746434,0,0.280216431109955,0,0,0,0.0846456459966318,0,0,0,0,0,0,0,0,0,0,0,0.19603525172567,0,0.131141042931563,0,0,0,0,0,0,0,0.125583304935385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105848863087061,0,0,0,0,0,0
X600795.SH,0,0,0,0.0729355477354601,0,0,0,0.109623981194641,0,0,0.189710335534604,0,0,0,0,0,0.23357489828634,0,0.041057083673917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025468576559752,0,0,0,0,0,0,0.293497983969075,0,0,0,0,0,0,0,0,0.00652263200295805,0.0230624588567492,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.119566633469568,0.121308758713977,0.0564711948136369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118989538355611,0,0,0,0,0.110503840997911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124509448721146,0.0269273878637098,0,0,0,0,0,0
X600585.SH,0,0,0.263645300432407,0,0,0,0,0,0,0,0,0,-0.00068793514271401,0.120081009981358,0,0,0,0,0,0,0.0713319368684964,0,0.12955741753615,0,0,0,0,0,0,0,0.0731760303803472,0,0,0,0,0,0,0,0,0,0.0320901498913895,0,0,0,0,0,0,0,0,0,0,0,-0.00683077492632615,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.233766694927718,0,0.000700410731718976,0,0,0.188701355092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212189474127268,0,0,0,0,0,0
