,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X601600.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X600111.SH,X600660.SH,X601992.SH,X600886.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X601158.SH,X002466.SZ,X000792.SZ,X000723.SZ,X000709.SZ,X002075.SZ,X000959.SZ,X000630.SZ,X600583.SH,X000408.SZ,X600352.SH,X000983.SZ,X600623.SH,X600219.SH,X000883.SZ,X600098.SH,X600549.SH,X000060.SZ,X000539.SZ,X000937.SZ,X601699.SH,X000027.SZ,X000935.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0294756687303512,0,0,-0.00255405113808924,0,0,0,0,0.0309104443740119,0.0517062269823202,0,0,0,0.0327950350498444,0,0,0,0,0,0,0,0,0,0.307118396849139,0,0,0,0.103613488725313,0,0,0,-3.46944695195361e-18,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0334892524323506,0,0,0,0,0.0523954654011298,0,0,0,0,0.0995655948809533,0,0,0,0,0.0439435931182639,0,-0.00527042774048199,0,0,0,0,0,0.0369530566668244,0,0.253805590885234,0,0,0.00612415720993068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400951364084834,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.173627146895646,0,0,0,0.0206453908528908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138003965790365,0,0,0,0,0,0,0,0,0,0.0175732439779414,0,0.115299788773721,0,0,0.0770773098749113,0,0,-0.000708717694586062,-0.0511853824720813,0,0,0,0,0,0
X600011.SH,0,0.115575874467383,0,0,0,0,0,0.0411555160840686,-0.0525436955801001,0,0,0,0.0306543672835459,0,0.0555619174846369,0,0,0,0,0,0,0,0,0,-0.0133601821660025,0,0.0352737660025069,0,0,0,0,0,0,-0.040047781141202,0,0,0,0,0,0,0,0,-0.00170372329349561,0,0,0,0,0,0,0,0,-0.0567138283608615,0.0998350423914947,0,0,0,-0.024304082008048,0,0
X600019.SH,0,0,0,0,0,0.174378477301921,0,0,-0.0814584027555001,0,0,0.0713961199492282,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00915338927664747,0.0532173999407543,0,0,0,0.093262099048724,0,0.0380658611910004,0,0,-0.00180119460632738,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0151231172861652,0,0,0,-0.0414051445615789,0,0,0,0,0.0677852912861874,0.0657046308200244,0,0,0,0,0.071951578147475,0,0,0.0296453456976758,0,0.0894492209041478,0,0,0,0,0.00893683535119743,0,0,0.0732228686050875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313595243913794,0,-0.00640961238564009,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0307674595250273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888433706177677,0,0.250588871288684,0,0,0,0,0,0,0,0,0,0,0,0,0.0676410074503614,0.0486741897123887,0,0,0,0,0.0386051582891811,0,0.00362380253424818,0,0,0,0,0,0,0.0173717578829294,0,0,0,0,0,0
X601898.SH,0,0,0.247538262330077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047339048960503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136533347835058,0.0301092702131342,0,0,0,0,0,0,0.144003409545532,0.0942107620154273,0,0,0,0,0,-0.0719002183529483,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944949234602619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00648243902297487,0,0,0.0558287327995125,0,0,-0.044306044846314,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388916624933652,0,0,0,0.10814239836402,0,0,0,0,0,0,0,-0.0405899865954822,0.219090189898553,0,0,0,0,0,0.0127269263365399,0,0,0,0.367939762749381,0,0,0,0,-0.0560057355835499,0,0,0,0.051916971099187,0,0,0,-0.188157184101676,0,0
X600688.SH,0,0,0,0,0,0,0,0.0181515318813659,-0.0144232292200483,0,0,0,0,0,0,0,0,0,0,0.0374463119096935,0,0,0,0,0,0,0,0,0.238712120425103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047389984573006,1.73472347597681e-18,0,0,0,0,0,0.0635549280681886,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0429174031025482,0,0.108082755191196,0,0,0,0.120440543654951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905363671873493,0.126820712826876,0,0,0,0.33101142538753,0,0,0,0,0,0.215701006175274,0,0,0,0.025306014130128,0,0.132408622047508,0,0,0,0,0,0,0,0.040284505085668,0,0,-0.0542035220614652,0,0
X600795.SH,0,0,0,0,-0.098539344123105,0,0,0,0,0,0,0.00901452131117673,0,0,0.0821949745129901,0,0,0,0,0,0,0,0,0,0.0613371090216125,0,0,0,0.0535599546708223,0,0,0,0.0220395811337924,0,0,0,0,0,0.0347546755010494,0,0,0.0873979862646526,0,0,0,0,0,0,-0.032820403027124,0,0,0,0,0.114093667005064,0,0,-0.117310679977947,0,0
X600188.SH,0,0,0,0,0,0,0,0.041770181825116,0,0,0,0.0089193046378136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296319531165599,0,0,0,0.0468295618721922,0.308289633381899,0,0,0,0.122309462755104,0,0,0,0,0,-0.0339145089014377,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0.120211567109587,0,0,-0.0211191928958581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118936555219186,0,0.0252625789159365,0,0,0,0,0,0,0,0,0,0,0,0,-0.239114628799097,0,0,0.0564728771717964,0,0,0,0,0,0,0.0533902065060908,0,0,0,0.231041836431052,0,0
X600157.SH,0,-0.0678120975614202,0,0,0,0,0,0,0,0,0,0,0,0.263390647494186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197446649889785,0,0,0,0.00426432251475822,0,0,0,0,0.0651610092379408,0,0,0.00380487218595817,0,0,0,0.0767362228585827,0,0,0.00837667963365435,0.0392866237743894,0,0.0708002852176018,0,0,0,0,0,0,0.291220422108574
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215479652867405,0,0,0,0,0,0.0326473653713467,0,0,0.0263624095160846,0,0.0765105144203123,0,0,0,0.0201297745244418,0,0,0,-0.000149482005423096,0,0.172715777422855,0,0,0.00412267859952893,0.0436042987434477,0,0,0,0.0161902537333631,0,0,0,0,0,-0.00909943461003412,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0413053848551288,-8.67361737988404e-19,0,0.0481759682824562,0.0890999628597031,0,0,0,0.0147496548255302,0,0,0,0,0,0,0,0,0,0.00775914457154385,0,0,0,0,0,0,0,0,0,0.0286427378792889,0,0,0.0349963937315558,0,0,0,0.0797880853735263,0,0,0,0,0,0,0.00284115800942559,0,0,-0.016638859380701,0.0174547369127903,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.079980459731311,0,0,0,0,0,0,0,0,0,0.0982131889767542,0,0,0,0.0503623566543025,0,0,0.0467752001992606,0,0,0,0,0,0,0.0227217833276338,0,0,0,0.0726391369924841,0,0,0,1.73472347597681e-18,0.297391237520235,0,0,0,0,0,0.01962275367451,0.0217483754054187,0,-0.0106066245384593,0,0,0,0,0,0,0
