,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X601898.SH,X600010.SH,X600585.SH,X600547.SH,X600188.SH,X600688.SH,X601600.SH,X600795.SH,X300072.SZ,X600157.SH,X601991.SH,X600362.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600309.SH,X600660.SH,X600489.SH,X600623.SH,X002466.SZ,X601158.SH,X600299.SH,X000723.SZ,X000792.SZ,X002075.SZ,X000709.SZ,X000898.SZ,X000983.SZ,X000408.SZ,X000959.SZ,X600583.SH,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X601699.SH,X000630.SZ,X600126.SH,X600021.SH,X000012.SZ,X002470.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0536797996462234,0,0,0.00572933935610978,0,0,0,0,0,0,0,0.0187602937809292,0,0,0,0,0,0,0,0.024597315853139,0,0.0251656889744948,0,0,0,0,0.0438105489003766,0,0,0.070156287004489,0,0,0,0,0,0.000135954294970514,0,0,0,0,0,0,-0.00171065598595865,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0746459425671638,0,0.0242353350074869,0,0,0,0.0768590901349713,0,0,0,0,0,0,0,0,0,0,0,0,-0.00873857344049434,0,0,0,-0.0136392433935698,0,0,0.0654433940987326,0,0,0,0,0,0,0,0,0,-0.0193601805893637,0,-0.00383101948610224,0,0.0411465611877693,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0629290434614053,0,0,0,0,0,0,0,0.0250363659383942,0,0,0,0,0,0,0.0384163598058308,0.0690137132063011,0,0,0,0.00679946688403656,0,0,0,0,-0.0278725265823952,0,0,0,0,0.00432248957482842,0,0,0,0,0,0,0,0,0,0.0747132525137758,0,0,0,0.075384063473085,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0999404244284793,0,0,0,0.0438073204514532,0,0,0,0,0,0,0.110393543986984,0,0,0,0,0,0,-0.233827205629936,0,0,0,0,0,0,0,-0.0129429969956988,0,0,0.150543175168016,0,0,0,0,0,0,0.021110540538167,0,-0.0674632360420765,0,0,0,0,0.015396991853899,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355117024596117,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0320582454510037,0.0466434779267248,0,0,0,0.0625702567447164,0,0,0,0,0,0,0,0,0,0,0.0388493692573187,0,0,0,0,0,0,0,0,0.00294971356993202,0,0,0,0,0,0,0,0,0,0.34499849237846,0,0,0,0.130455648895747,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142819846813718,0,0,0,0,0,0.0606219567493064,0,0,0,0,0,0,0,0,0,0.164741023351913,0,0,0,0.14662838209849,0,0,0,0,0,0.059743653874083,0,0,0,6.93889390390723e-18,0,0.0075223000244911,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0662715605598429,0,0.133857123523186,0,0,0,0.201308727834319,0,0,0,0.0316305407425031,0,0,0,0,0.0457726779617881,0,0,0,0.153649378388581,0,0,0,0,0,0,0,-0.234794042568475,0,0,0,0,0,0,0,0.041955668628348,0,0,0,0,0,0,0,0,0,0,0,0,0.0862108701873103,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0915442857824124,0,1.07415577381503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0819764198466258,0,-0.0821772947326836,-0.013813751843562,-0.049087503271191,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466116035656644,0,0,0.174595239966251,0,0,0,0,0,0,0.0185115457064839,0.0351742298478327,0,0,0,0,0,0,0,0,0.621667183303708,0,0,0,0,0,0.0720254991780262,0,0,0,0,0,0,0,0.0517889980895676,0,0,0,0.0348270292451108,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0435481501000226,0,0,0,0.00767701293138543,0,0,0,0,0,0,0,0,0,0.0220267786923713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965669350065609,0,0,0.126308004011088,0,0,0.067153657460942,0,0.0186081024222541,0.24694905866077,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140576258332761,0,0,0.239663207694845,0,0,0,0,0,0,0,0,0,0.0404952764088762,0,0,0.0278530214640039,0,0,0,0,0,0,0,0,0.0360540720453274,0.00495203852670208,0,0,0,0,0,0.0160779121456986,0,0.133221864833185,0.12360950712896,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199046210967385,0,0,0,0,0,0,0.0882115040650702,0.0404098085384519,0,0,-0.0101221253190049,0,0.0183083735555311,0,0,0,0,0,0,0,0,0.0164920544913121,0.0196675323743452,0,0,0.0328492319054325,0,0.0823889838234064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42631275861622,0,0,0,0,0,0.170591578689874,0,0,0,-0.196597877216559,0,0,0,0,0,0,0,0,0,0,0,0,-0.21486241934241,0,0,0,0.161748468458561,0,-0.412358209153609,0.175260924231321,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0403023112451051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564065322787556,0,0,0,0.0310615040039914,0,0,0,0.0209811771442942,0,0,0,0,0,0.0168659718336095,0,0,0,0.149147264073723,0,0.0486321043004462,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509418326468168,0,0,0,0,0,0.053871390018678,0.0145115453166151,0,0,0,0,0,0,0.0197503542570846,0.00871009419711959,0,0.0650000428050616,0,0,0.0301176262099016,0,0,0,0,0,0.0208221280667343,0,0,0.0352035988440036,0.0506106835891621,0,-0.0113072430295941,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.128911812542824,0,0,0,0,0,0,0,0,0,0,0,0,0.068720552772284,0,0,0,0,0.10101545907797,0,0,0,0,0,0.0632582659108109,0,0,0,0,0,0.0144321830409314,0,0,0,0.104347638126062,0,0,0,0.105674025178211,0.321673097623151,0,0,0,0,0,0,0.0224914504483259,0.00958426840154686,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112167684993638,0,0,0,0,0,0,0.393376670258959,0,0.0163965567817464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345807199833505,0,0,0,0,0,0,0.010865979237007,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,-0.0623472645572567,0.0982963356403465,0,0.293932503756971,0,0,0,0,0,0,0,0,0.00159831361446534,0,0,0.171227560396515,0,0,0,0,0.0510175675366413,0,0.0555469823538925,0,0,0,0,0,0,0,0,-0.0395616703382898,0,0,0,0,0,0,0,0.0725529641236222,0,0,0,0,0,0,0,0.0588352123964548,-0.0386569933162801,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567423074242494,0,0,0.0923331966755693,0,0,0,0,0,0,0,0,0.170643204894734,0.0764000325357862,0,0,0.183540775676772,0,0,0,0,0,0,0,0,0,0.173624268344575,0,0,0,0,0,0,0,0.164089916859859,0,0,0,0.00301913892563771,0.0228219114422105,0,0,0,0,0,0
X600886.SH,0,0,0.0276131038008786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353016224761309,0,0,0,0.0668211505651159,0,0,0,0,0.0374465888120809,0,0,0,0,0,0,0,0.096493229994807,0.0294999471199901,0,0,0.0869696971457238,0,0,0,0,0.158430706426106,0,0.0200618295635979,0,-0.0246296396922258,0,0,0,0,-0.0385769152728153,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705246749364435,0,0,0.26034255463859,0,0,0,0.109824786910621,0,0,0.147952925411971,0,0,-0.133262306223991,0,0,0,0,0,0,0.0809490399055868,0,0,0,0.0841043959129157,0,0.0112187558223167,0,0,0,0,0,0,0.0153064268897503,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0242241545605712,-0.0236986339330277,0,0,0,0,0,0,0,0,0,0.0833550511604362,0,0,0.161464964499473,0,0,0,0,0,0,0,0,0,0,0,0,0.0501998727560942,0,0,0,0,0.0390663341226835,0,0.0948317411256926,0,0,0,-0.00520518390325677,0,0,0,0,0,0,-0.0359406662053413,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.0242003125418735,0,0,0,0.6694054802816,0,0,0,0,-0.0091122698911228,0,0,0.199538766940329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656835806043646,0,0,0,0,0,-0.0507884550464619,0,0,0.103333938061732,0,0,0,-0.011641532496652,0,0,0,0,0,0,0,0,0.0447480028591135,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226730268830282,0,0,0.154798384786258,0,0,0,0,0,0.070542451260582,0.0866344026619798,0,0.0359568959367595,0,0,-0.207690912062085,0.40184401432799,-0.123404354572623,0,0,0,0,0,0,0,0,0,0,0.133461363965984,0,0,0,0,0.116490034212491,-0.0489031753738274,0,0,0,0,0,0
