,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X000709.SZ,X002466.SZ,X600352.SH,X600111.SH,X600299.SH,X600489.SH,X000629.SZ,X600808.SH,X002460.SZ,X601158.SH,X600801.SH,X000786.SZ,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X002271.SZ,X002110.SZ,X600583.SH,X002470.SZ,X600612.SH,X600021.SH,X000408.SZ,X000932.SZ,X601699.SH,X000630.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.376547608918177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873348098826685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070970865665579,0,0,0,0,0,0,0,0.0286419886284526,0,-0.00995082375374219,0.00828445655445578,0,0,0,-0.00678472451093183,0,0
X600028.SH,0.287007998100187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171814972194784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196915901260117,0,0.138747813368653,0.112452564955316,0,0,0,0,0,0,-0.0679232836449414,0,0.0164609077148311,0.0947331117514327,0,0,0,0.0499942689947064,0,0
X601088.SH,0,0,0,0,0,0,0.0899076717625817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187947634771683,0,0,0,0,0,0,0,0,0,0,0,0,0.136190026727697,0,0,0,0,0,0.0202192466550996,0.0334115806991288,0,-0.0597996047626228,0,0,0,0,0,0,0,0.00800804734495248,0,0,0,0,0.0658121661597637,0,0
X600585.SH,0,0,0.0529950516730557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653680561583368,0,0,0,0,0,0,0,0,0,0,0.0490580327766002,-0.0552003654984439,0.254498689474297,0,0,0.491861968397483,0,0,0,0,0,0.00650608180030511,0,0,0,0,0,0,0,0,0,0,0,-0.0141124692484822,0.0185089191297145,0,0,0,0.0616153502618378,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157264058344533,0.0360890823465974,0.0463508294033212,0.0525271203982662,0,0,0,0,0,0,0,0,0,0,0,0.00420929699471909,0,0,0,0,0,0.220978384829615,0.0129065023638785,0,0,0,0,0,0,0,0.0126692983920321,0,0.0110786905771819,0.0119009601957737,0,0,0,0.0348622006511076,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572626969863562,0,0,0,0.0334841259273015,0,0,0,0,0,0,0,0.101347513959984,0,0,0,0,0,0,0,0,0,0,0,0,0.171344528417595,0.0794260181419836,0,0,-0.162384138746014,0,0,-0.00927122969455925,0,0.00452952095114349,0.0107562069506831,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125095166586982,0,0,0,0,0,0.639166130120556,6.93889390390723e-18,0,0.210469784265626,0,0,0,0.175467265362375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255657241377407,0.0196299284439633,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0372161518309676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640820843948985,0,0.021627027802704,0,0.523074864609306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772978068528295,0,0,0,0,0,0,0,-0.00387164119820186,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103205152498787,0,-0.121966350955727,0,0.104848169881449,0,0,0,0,0,0,0,0,0,0,0,0,0.251603868453803,0.0584217215849434,0,0,0,0,0,0.0556783455647598,0,0,0,0,-0.00335116803339822,0.019492539705781,0,0,0,0.038152207512049,0,0
X601898.SH,0,0,0,0,0,0,0.13632993395764,0,0,0,0,0,0,0,0.0422750916320263,0,0,0,0,0,0,0.0482217509156732,0.041408367482184,0,0.02391719846786,0,0.0104795410718986,0,0,0.0345425922275021,0,0,0,0,0,0,0,0,0,0.00600084899831522,0,0.0266437907861194,0,0,0.0538442732509502,0,0,0,0,0,0,-0.00725720320460729,0.0278036014121947,0,0,0,0.0131997729168076,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760907074194564,0,0,0,0,0,0,-0.000523601537347082,0,0,0,0,0.000161426278797719,0,0,0,0,0.30832647460607,0,-0.0281015842425812,0,0,0,0,0,0,0,-0.0348379001772041,0,0.0243065016262475,-0.051180064981942,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055069212149745,0,0,0,0.0559323768774665,0,0,0.114675916182344,0,0.0248156723315721,0,0,0,0,0,0,0,0.0695989630257722,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,-0.0131642558945906,0.00590218989528477,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691255501910244,0,0.044201093424993,0,0,0,0,0,0.119317951495529,0,0,0,0,0,0,0,0,0,0,0,-0.0246334485332484,0,0,0,0,0,0.147941502547004,0,0,0.0340386279926396,0,0,0,0,0.031394181934952,-0.0458509275199647,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.200219160960173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625941084637862,0,0,0,0,0,0,0,0,0,0,0,0,-0.00794149410198425,0,0,0,0,0,0,0,0,0,0,0.128310725907908,0,0,0,0.0241719974763998,0,0,-0.00932845201608519,0,-0.00491074123215236,0.0152780415689786,0,0,0,-8.67361737988404e-19,0,0
X601600.SH,0,0,0,0,0,0,0.111126134583561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383226796156413,0,0,0,0,0,0.15095199111815,0,0,0,0,0.205746390425868,0,0,0,0,0,0,0,0.0549217970104608,0,0,0,0,0,0,0,0,0,0,0,-0.00309724932272672,-0.0199440705351274,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179518339088397,0,0,0,0.0206474597358041,0,0,0,0,0,0,0.0747873085033086,0,0,0,0,0,0,0,0,0,0.140363597315276,0,0,0,0,0,0,0.0601029426896615,0,0,0,0,0,0,0,-0.01494467829842,0,0,-0.00375060788290472,0,0,0,-0.021194882107967,0,0
X600362.SH,0,0,0,0,0,0,0.0200966484374021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.283298512454027,0.0810572915003246,0,0,0,0.00200754653807415,0,0,0,0,0,0,0,0,0.0629831581358553,0,0,0,0.0200531936625932,0,0.0257205629601663,0,0,0.0247305743354659,0,-0.00516817796096256,0.0143752460126783,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.602583076496966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104938198575632,0,0,0,0,0.0342934044714925,0.136327237565077,0.0574131096433275,0,0,0,0,0,0,0.0117250927094686,-0.0133545379976409,0,0,0,-0.0378002348632497,0,0
X600188.SH,0,0,0,0,0,0,0.00531469950921055,0,0,0,0,0,0,0,0,0,0,0.00438491967539235,0,0,0,0.121420109403889,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0110259997273655,0,0,0,0,0.032711216232021,0,0,0.0334497037196713,0,0,0,0.121877066957113,0,0,0,0,5.42101086242752e-20,-0.00626069240560109,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0.111645824414079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939529437346751,0.0575733527169592,0,0,0,0,0.108651807699035,0,0,0.0118528535032651,0,0,0,0,0,0,0,0,0,0.00557711742684708,0.0178855816351253,0,0,0,0,0,0.201706551849577,0,0,0,0,0.00831729844209399,-0.012637737682076,0,0,0,0,0,0
X601992.SH,0,0,0.0675241810061669,0,0,0.0631794288938719,-0.0271262577672523,-0.0851882551676553,0,0,0,0,0,0,0,0,0,0.0128958417636094,0,0,0,0,0,0,-0.028944716137167,0,0,0,0,0,0,0,0,0,0.235481558018962,0,0,0,0,0.194562721803821,0,0,0,0,0,0,0.183849031352207,0,0,-0.108413197185805,0,0.0312817571536486,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767412934943801,0,0,0,0,0,0,0.0133212391563832,0,0,0,0,0.179377780372457,0,0,0.127836634257856,0,0.207529454899004,0,0,0.0865605023679717,0,0,0,0.13933247511226,0,0,0,0,0.0200197967471902,0,0,0,0,0,0,0
