,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X000301.SZ,X600010.SH,X600188.SH,X600660.SH,X002271.SZ,X601600.SH,X000877.SZ,X600011.SH,X601898.SH,X000708.SZ,X600547.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002326.SZ,X000408.SZ,X002080.SZ,X300037.SZ,X600096.SH,X600141.SH,X601991.SH,X600219.SH,X000786.SZ,X000723.SZ,X600795.SH,X600803.SH,X002407.SZ,X002353.SZ,X600688.SH,X600295.SH,X000825.SZ,X000630.SZ,X600516.SH,X600160.SH,X600027.SH,X601699.SH,X600399.SH,X600489.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0264020525691578,0,0,0,0,0,0,0,0,0.0197466856812907,0,0.0400094339552142,0,0,0,0,0,0,0,0,0,0,0,0,0.0452251367068827,0,0.0359110941346994,0,0.0514143928946922,0,0,0,0,0,0,0,0,0.121046031532397,0,0.0964060799857893,0.0306428278010858,0,0,0,0,0.0487790209390711,0,0,0,0,0,-0.0188504215547003,0,0,0,-0.0421151378147743,0,0
X600028.SH,0.208070675011793,0,0,0,0,0,0,0,0,0,0.0337382528042105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371406699558072,0,0,0,0,0,0,-3.46944695195361e-18,0.0822499130293792,0.0768093421864228,0.0665305330707934,0,0,0,0,0.116447704968926,0,0,0,0,-0.00388341471317566,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0429963556321158,0.204197300342332,0,0,0.0260637805381384,0,0.0225244790710735,0.238451305793728,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0473046513412791,0,0,-0.0179141685838808,0,0,0.043506063088063,0,0,0,0,0.0271714758112519,0,0,0,0,0,0.0269422628167134,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0307474076462005,-0.0487936415441464,-0.0501062421908251,0,0,0,0,0,0,-0.0221986815566812,0,0,0,0,0.261872129853845,0,0,0,0,0,0,0,0,0.0524944752107784,0,0,0,0,0,0,0,0,-0.0426636817380693,0,0.0398614402605417,0,0.0105815559990217,0,0,0,0,0,0,0,0,0,0.0614670265535361,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.533207825873637,0,0,0,0,0.0709489361007903,0,-0.0537010088319669,0,0,0,0,0,0,0,0,0.0209191703615675,0,0,0,0,0,0,0,0,0,0,0,0.25949068529078,0,0,0,0,0,-0.0208923482689219,0,0,0,0.116569515594817,0,0,0,0,-0.0402455013647342,0,0,0,0.0256764824793911,0,0
X600585.SH,0,0,0,0,-0.0226320502364024,0,0,0,0,0,0,0,0,0,0.0733499601501322,0,0.47162598785548,-0.059650550535955,0,0,0,0,0.07112198610373,0.0439015173939802,0,0,0,-0.062078953244981,-0.0132944663926789,0,0,0,0,0.111677070395982,0,0,0,0,0,0,0,0,0,0,0,0,0.0553638779723873,0,0,0,0,0,0,0,0,0,-0.00329886268903112,0,0
X600111.SH,0,0,0,0,0.116866585251418,0,0,0,0,0.0366805571066832,0,0.331828678845945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031848420247579,0.198225922861375,0,0,0,0,0,0,0,0,0,0,0.0368773997395416,0,0,0,0,0,0,0,0,0,0.229396420162878,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,-0.101370739206558,0.121582188072631,0,0,0,0,0,0.0479831801190245,0.0260189624947777,0,0,0,0,0.155494802673862,0,-0.140553768555896,0,0,0,0,0,0,0,0.172627537144115,0,0,-0.0223276597173945,0,0,0,0,-0.228783570454776,0,0,0,0,0.0233735155769482,0.170832040566844,-0.0433361606533932,0,0,0,0.055064290077528,0,0,0,0,0,0,0.113521752161174,0.175081169738107,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.023488015731565,0.30934151377198,0.055345270444642,0,0,0,0.121303782426482,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421903091919433,0,0,0,0,0,0,0,0,0,0,0.317529726053109,0,0,0,0,0,0,0,0,0,-0.0127310607429161,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.469374590159988,0,0.108301240926961,0,0,0,0.0691486001262095,0.0740583023435207,0,0,0,0,0,0.00888122877669734,0,0,0,0,0,0,0,0.00219630874150661,0.146683760348988,0,0,0,0,0,0.00943076493717784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622335348675376,0,0,0,0,0,0,0
