,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X600688.SH,X601991.SH,X002466.SZ,X600660.SH,X600362.SH,X600795.SH,X600547.SH,X300072.SZ,X601992.SH,X002460.SZ,X600516.SH,X600111.SH,X000898.SZ,X600886.SH,X000786.SZ,X600176.SH,X000553.SZ,X600352.SH,X000709.SZ,X000792.SZ,X600299.SH,X600027.SH,X000825.SZ,X002271.SZ,X000408.SZ,X601158.SH,X600489.SH,X601699.SH,X600219.SH,X600808.SH,X600426.SH,X000883.SZ,X002470.SZ,X600583.SH,X000630.SZ,X600315.SH,X600157.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.242176391747537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16170736725677,0,0,0,0,0,0,0.00523921514980923,0.0243786912600975,0,0,0,0,0,0,0.0420862670409475,0,0,0,0,1.73472347597681e-18,0,0.0928534090054436,0,0,0,0.0177287034918861,0,0,0,0,0,0.00270333966870662,0.0186349797295515,0,0,0,0,0,0
X600028.SH,0,0,0.264994273069261,0,0.0409061829954735,0,0,0,0,0,0,0,0,0,0.0311042129265797,0,0.143039895641976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273907108672521,0,0,0,0,0,0.030541566159255,0.0253617653397354,0,0,0,0,0,0
X601088.SH,0,0.0816308303543021,0,0.259625945491135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127317522674452,0,0,0,0,0,0,0.393751791928402,0,0,0,0,0,0,0,0,0,0,0,0.00249740024131238,0,0,0,0,0,0,0
X600019.SH,0,0,0.253344041367929,0,0.127120239371153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701137396165147,0,0,0,0,0,0,0,-0.0800451335877083,0,0.0295229820186112,0,0,0,0,0.225151816602413,0,0.180030248196803,0,0,0,0,0,0,0,0,0,0.0236670749525751,-0.00360004551264129,0,0,0,0,0,0
X600585.SH,0,0,0.155644263629303,0.311160941038832,0,0,0,0,0.164099104851726,0,0,0,0,0,0.100929931408393,0,0,0,0,0,0,0,0,0,0.0792007509167374,0.0391125055716089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375347074149309,0,0,0.00276827349851294,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149184134671857,0.0611082146248922,0,0,0,0,0.0623212350252413,0,0,0,0,0.01074878637659,0,0,0,0,0,0,0.0817961381865821,0,0,0.113680362152153,0.0880784147806613,0,0,0,0.0113000265836157,0,-0.0168611493928164,0.00902744370976111,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111156643483519,0,0,0.154508257775398,0.0680149344435853,0,0,0,0,0.0789813646246479,0,0,0,0,0.121257003172487,0,0,0,0,0,0.100347847391487,0,0,0,0,0,0,0,0,0,0,0,-0.0139366813207942,-0.0219980107000929,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.731580147658445,0,0,0,0,0,0,0,0.191431691382191,-0.116478258168264,0,0,-0.209447046645107,0,0,0,0,0,0,-0.583788937738265,0,0,0.282277957110874,0,0,0,0,0,0,0,0,0,0,0,-0.462190709923358,0,0,0,0,0,0,0.0242124930993588,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.0496613904758658,0.0486595237188061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10323274539098,0,0,0.332126240754529,0,0,0.214686899252562,0,0,0,0,0,0,0.0125058889771193,0,0,0,0,0.291278280235758,0,0,0,0,0,0,0,0,0,0.136865288952401,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309098388811612,0,0.0414301754783936,0,0,0,0,0,0,0,0,0,0.00303040103283609,0.0106381113506698,0,0.0705313361081113,0,0,0,0,0,0,0,0,0,0.106302825677264,0,0,0,0.106066964835143,0,0,0,0.074853269561996,0,0.00106955215690248,0,0,0,0,0,0,0
