,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X000786.SZ,X600111.SH,X601600.SH,X000301.SZ,X600886.SH,X600010.SH,X600188.SH,X600011.SH,X002466.SZ,X600176.SH,X600426.SH,X000932.SZ,X600803.SH,X600801.SH,X601991.SH,X600352.SH,X000898.SZ,X600219.SH,X600795.SH,X600489.SH,X000027.SZ,X600315.SH,X600688.SH,X600157.SH,X000807.SZ,X002080.SZ,X000825.SZ,X600486.SH,X000723.SZ,X600516.SH,X600027.SH,X601168.SH,X002353.SZ,X300037.SZ,X600299.SH,X000883.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.348317522256917,0,0,0,0,0,0,0,0,0.0127266985282882,0.0161242851247443,0,0,0,0.0305601325546879,0,0,0.0181149916418921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494918702303024,0,0,0,0,0,-0.000117199222642887,0,0,0,0,-0.00641840712473974,0,0
X600028.SH,0,0,0,0,0,0,0,0.0595934181339177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236901415229795,0,0.12025575389431,0,0,0,-0.0785979095999251,0,0.13245182857189,0,0,0,0,0,0,0,0.126293036399382,0,0,0,0,0,0,0,0,0,0,0.0146604758245818,0,0,-0.0176840826859818,0,0,0,0,0.00378420884464328,0,0
X601088.SH,0,0,0,0,0,0,0,0.00824904755139847,0.092157266126834,0,0,0,0,0,0,0,0,0,0,0.084988294760298,0.153496973701448,0.0158429714474369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339392933092015,0,0,0,0,0,0,0,0,0,0,0.0334235257273596,0,0,0.00927513949556933,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.174451400363191,0,0,0.0585830834694506,0,0.0735405541139148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103426334253788,0,0,0,0,0,0,0,0,0,0.193067426304705,0,0,0,0,0,0,0,-0.0347686662620369,0,0,0,-0.047925253011976,0,0,0,-0.00424289788091264,0,0
X600585.SH,0,0,0,0,0,0,0,0.0391426456146237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000479793639184364,0.0586463843400766,0,0,0,0,0,0,0,0,0,0,0,0,0.0543774120956087,0,0,0.00804647550566912,0,0.0944167284593997,0,0,0,0,0,0,0,0,-0.0136807750079547,-0.0135438269078913,0,0,0,-0.0219708562878458,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0223448875337319,0,0,0,0,0,0,0,0.0552357263660767,0,0.0973734804033582,0,0,0.323345112379542,0,0,0,0,0,0,0,0,0,0,0,0,0.0110094673231774,0,0.29509544365257,0,0,0,0,0,0,0,0,0,0,0,0,-0.00237154496023661,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.143261900388219,0,0,0,0.0403332800848259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428281215858291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127094029435062,0,0,0,0,0,0.0573915206049616,0,0,0,0,-0.034587905478806,0,0,0,0,-0.0540644933321608,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.0496564741171119,-0.0589600338446195,0,0,0,0.317197426766694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937112654666167,-0.255376357506614,0,0,0,0,0,0,0,0,0,0.164291262397015,0,0,0,0.0637124910733829,0,0,0,0,0,0,0.187091535512899,-0.25471964605535,0,0,0,-0.0192907043349605,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0852157567665253,0,0.123031193298406,0.159809360095549,0,0.306454473055468,0,0,0,0,0.438873272827205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169576433671107,0,0,0,0,0,0,0,0,0,0,0,-0.0136005133213723,0,0,0,-0.00141219179645974,0,0
X600660.SH,0,0,0,0,0,0,-1.38777878078145e-17,0,0.107537660202188,0,0,0,0,0.0533532262161214,-0.167414738537604,0,0,0,0,0,0,0.0469685017347034,0.235720514283606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996034585797101,0,0.2519839812906,-0.0286359382372102,0,0,0,0,0.0428701405742134,0,0,0,0,0,-0.00768415430458534,0,0,0,-0.0260897852046673,0,0
