,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X600027.SH,X601991.SH,X002271.SZ,X600362.SH,X600426.SH,X600803.SH,X601699.SH,X000983.SZ,X600489.SH,X600176.SH,X000807.SZ,X600995.SH,X000539.SZ,X000786.SZ,X000408.SZ,X600160.SH,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X600378.SH,X002409.SZ,X000932.SZ,X600612.SH,X600157.SH,X002080.SZ,X000027.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.511955716928297,0,0,0,0.137215643525586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00905843694417136,0,0,0,0,0,0,0.0739717329718989,0,0,0,0,0,0,0,0,0,0.086129531962152,0,0,0,0,0,0.0547207678269564,0,0,0,0,0,0,0
X600028.SH,0.657012257855869,0,0,0,0,-0.097393368714713,0,0,0,-0.0712245174410387,0.0840411382036836,0.0640307822491815,0,0,0,0,0,0,0,0,0,0,0,0.0403847354228008,0,0,0,0,0,0,0,-0.030001246805638,0,0,0,0,0,0,0,-0.0101829901226801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.192720248366259,0,0,0,0,0,0,0.077329204757629,0,0,0,0.182961782550889,0,0.112815311404789,0,0,0,0,0,-0.0684568947850452,0,0,0,0.0285031270667971,0,0,0,0,0.104199609162249,0,0.0253133385429024,0,0,0,0,0,0,0,0,0,0,0,0.102445016993787,0,0,0,0,0,0,0,0,-0.0535385868036085,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.192989162531249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00997628521963479,0,0,0,0,0.123493555491865,0,0,0,0,0.0725706779480339,0.0483810082238739,0,0,0,0,0.0249693412887206,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0232592401425817,0,0,0,8.67361737988404e-19,-0.0108141338093376,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273144446608885,0,0,0,0,0,0,-0.109829940696594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106712523441401,0,0.198945211455593,0,0,0.00411691454694719,0,0,0,0,0,0
X600188.SH,0.0366151866086621,0,0.0743212127404303,0,0,0,0,0,0,0,0,0.339484435704586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113126336456634,0.290216596278795,0.0369238166845355,0,0,0.185559054806721,0,0,0,0,0,0,0.128039493840422,0,0,0,0,0,0,0,0,0,0,0,-0.08237599485278,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.136893534924426,0,-0.0630806128756175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0840128200372072,0,0.0061168684618999,0,0,0,0,0,0,0,0.00604097818483896,0,0.0212578538970661,0.35300866669752,0,0,0,0.0103985041640257,0,0,0,0,0,0,0,0.00476620018898817,0,0,0,-0.00308241017519754,0,0,0,0,0,0,0
X600019.SH,0,0.0492271137599609,0,0,0,0.107804560485536,0,0,0,0,0.0972741777964296,0,0,0.0900744641408589,0,0,0,0,0,0,0,0,0,0.0505663644761424,0,0.0310747944477667,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332046206258167,0,0.158230378722859,0,0,0,-0.0257816036357669,0,0,0,0,0,0.0399076217114868,0,0,0,0,0,0,0
X002460.SZ,-0.0191263106770764,0,0,0,0,0,0,0,0,0.425649461188537,0,0,0,0,0,0,0,0,0,0,0.0308772272582909,0,0,0,0,0,0,0,0,0,-0.0157803306163939,0,0,0,0,0,0.0643368229556318,0,0,0,0.162551951648308,0,0,0,0,0,0,0,0,0,0,0,-0.0206572715688589,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0347831583928386,0,0,0.502982572683045,0,0,0,0.179614864745861,0,0,0,0,0,0,0,0,0,-0.0142591979769411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191139336892635,0,0,0,0,0,0.000123641021812547,0,0,0,0.111584158284291,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250618481330089,0.0256733512342317,0,-0.0168396419840671,0,0,0.604817780171157,0,0,0,0.0841655520048229,0,-0.0913849522571629,0,0,0,0,0,0,0.0134230339531186,0,0.0230837173821222,0,0.0474655848796208,0,0,0,-2.16840434497101e-19,-0.0399379428035411,0,0,0,0,0,0
X601898.SH,0.105836148912566,0.099387502177257,0.212737364157607,0,0,0.155539217390903,0,0,0.122747249241658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0928881700285807,0,0,0,0,-0.0792164984733865,-0.100901747778435,0,0,0,0,0,0,0,0,0.00779538148088585,0,0,0.00233877596932342,0,0,0,0,0,0
