,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X601600.SH,X601898.SH,X600585.SH,X600795.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X601158.SH,X000898.SZ,X600309.SH,X600021.SH,X600352.SH,X600808.SH,X000792.SZ,X000629.SZ,X600547.SH,X600489.SH,X000539.SZ,X000825.SZ,X000060.SZ,X600660.SH,X600008.SH,X000027.SZ,X002353.SZ,X000831.SZ,X600578.SH,X600307.SH,X600219.SH,X600863.SH,X600549.SH,X000959.SZ,X000630.SZ,X002470.SZ,X601699.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.536380707806662,0,0,0,0,0,0,0,0,0,0,0,0.0492065108292526,0,0,0,0,0,0,0,0,0,0.139949483604653,0,0,0.0200342760269575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416028803457947,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600028.SH,0.583151965434511,0,0,0,0.0269631911861063,0,0,0.0102162588175883,0,0,0,0,0,0,0,0,0,0,0,0.0438025430297419,0,0,0,0,0,0,0,0,0,0.0575896469422232,0,0,0,0,0.0290401926693441,0.0151520525423453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101491348076722,-0.0459630598509653,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.240383326421714,0.0744419520057677,0,0,0,0,0,0,0,0,0,0,0.00765213773140513,0.0116624501253231,0,0,0,0,0,0,0,0,0,0.0354616937525494,0,0,0,0,0,0,0,0,0.0560328700088285,0,0,0,0,0,0,0,0,0.361741537914025,0,0,0.00123924807808135,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.00848535382357266,0.102593362191696,0.105962279563827,0,0,0,0,0,0.418360332907657,0,0,0,0,0.0216054277778867,0.0748075356585159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242435139735927,0,0,0,0,0,0,0,0,0,0,0.00418059508364315,-0.0318669994295432,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.11845365492091,0,0,0,0,0,0,0,0,0,0,0,0.0173168430646338,0.0148391259786964,0.152825530749117,0,0.324340019397515,0,0.0539968369427208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110563466891572,0.0796469802347839,0,-0.00396114687988304,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0186122242810556,0,0,0,0,0.0801653248216671,0,0.171898991907461,0,0,0,0,0,0,0,0,0,0,0,0,0.0600143313853055,0.0585361509255862,0.0737217757316791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468497593410055,0,0,0,0,0,0.0244268496429216,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.0502502608213968,0,0.132188965893758,0.0488165537321575,0,0,0.097006776379237,0,0.031658096081984,0,0.0303731332235353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936400049734246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182311712479369,0,0,0,0,0,0
X600585.SH,0,0,0.216262871723623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244669763633849,0.0814839732535838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228502714984192,0,0,0,0,0,0,0
X600795.SH,0,0,0.0298976762097442,0,0,0.0342511304487462,0,0,0,0.186586818266483,0.0545982712646965,0,0,0,0,0,0.227628394121349,0,0,0,0,0,0.0183230728108199,0,0.00929612256215435,0,0,0,0,0.0207323272840839,0,0,0.0668809019376134,0,0,0,0,0,0,0,0,0.0202131893263669,0.189035178254785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.112252752741024,0,0,0.259241324391188,0,0,0,0,0,0.015117940040715,0,0,0,0.116301224549647,0,0.141980188895335,0,0,0,0,0,0.195834766147893,0,0,0,0.105337244350932,0,0,0,0,0,0,0,0,0,0,0,0,0.0515898568183692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.251403822501482,0,0,0,0,0,0,0,0,0,0.250856311006444,0,0,0,0,0,0,0.0839352416479807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538696606536655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292082788951973,0.0713550560572974,0,0,0,0,0,0
X600688.SH,0.511711620863882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519961715250554,0,0,0,0,0.307052596653247,0,0,0,0,0.0253127077593925,0,0,0,0,0,0,0,-0.0481675369256014,0,0,0.0502585606233914,0,-0.146436743797821,0.13722692301037,0,0,0.0061095544410001,0,0,0,0,0,0,0,-0.0317429500005921,0,0,0,0,0,0
X600886.SH,0,0,0.105957072459637,0,0.0628228365511313,0,0.194545892369528,0,0,0.311064366166445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910515758579968,0,0,0,0,0,0,0,0,0,0,0.0644071577445737,0,0,-0.00273490213469641,0.0570507986359207,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0667403986168366,0.0174235267148241,0,0,0,0.0202183575431414,0,0.101413133632685,0,0.201608699010902,0,0,0,0,0.135476941824878,0,0,0.0735749055039719,0,0,0.0460961866242765,0,0,0,0,0,0,0.217594639454942,0.0837279923172566,0,0,0,0,0,0,0,0,0,0,0.0297735163152336,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0952436366244844,0,0,0,0,0.0297063568047687,0,0,0.137841768600959,0,0,0,0,0,0,0,0,0,0,0,0,0.00136488970216633,0,0,0,0,0,0,0.27343967644193,0,0.0238390918748408,0,0,0,0,0,0.0276447004139044,0,0.0926692336325126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.110243071705778,0,0,0,0.0209266289954405,0,0,0,0,0.00864820815292195,0.0410613662480332,0,0,0,0,0,0,0,0,0.105228902280217,0,0,0,0,0.0967703804544567,0,0,0.0518782036411377,0.0858193599687685,0,0,0,0,0,0,0,0,0,0.0401813847715906,0,0,-0.000859404655652973,0.0443357064488091,0,0,0,0,0,0
X600027.SH,0,0,0,0.232533815844021,0,0,0,0,0.356143691581069,0.129294236022927,0,0,0,0,0,0,0,0,0.0348844163668995,0,0,0,0,0,0.0136588345272686,0,0,0,0,0,0,0.0397072470876072,0.0100406513452255,0,0,0,0.106164621887758,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374514147808285,-3.46944695195361e-18,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,-0.113378378325436,0,0.128375092836552,0,0,0,0,0,0,0,0,0,0.164924079541155,0,0,0,0,0,0,0,0.0122684661934614,-0.158837990594303,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.113644529798929,0,0,0,0.177751942572097,0,0,0,0,0,0,0,0,0.0504736645917162,0,0.0752041972726325,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.100356540812862,0.108878075061834,0,0.033865630490784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338506567468509,0.058956910275191,0,0,0,0.172761204375808,0,0,0,0,0,0,0,-0.0511637761529499,0.0402083088461183,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.0484729340851444,0,0,0,0,0,0,0,0,0.146306734457474,0,0,0,0,0.0663053461916147,0,0.0839289498910273,0,0,0,0,0.127429632779255,0,0,0.0525912059156576,0,0,0,0,0,0.00193241124822958,0,0,0,0,0,0,0,0,0,0.124221296321388,0,0,0,0,0,-0.000455400913758424,-0.0183574598542141,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0296139647471891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697060775808964,0,0,0,0.424227443397204,0,0,0,0.0166649722741152,0,0.12203261304586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197563203682662,0,-0.0112065622089308,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.0885353872289903,0.00913723337920959,0,0,0,0,0,0.113929158504199,0,0,0,0,0,0,0.087253268789118,0,0,0,0,0,0,0,0,0,0.134745779778708,0.301988937873304,0,0,0,0.101818373506985,0,0,0,0,0,0,0.00963480627965864,0,0,0,0,-0.024207809064802,0,0,0,0,0,0
