,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X601600.SH,X600795.SH,X600547.SH,X601991.SH,X002271.SZ,X600027.SH,X600803.SH,X600426.SH,X600362.SH,X600176.SH,X000983.SZ,X600348.SH,X601699.SH,X000408.SZ,X000723.SZ,X000629.SZ,X600096.SH,X600141.SH,X600160.SH,X000786.SZ,X600219.SH,X000933.SZ,X300073.SZ,X600157.SH,X002080.SZ,X002353.SZ,X000807.SZ,X600549.SH,X600985.SH,X600295.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.116874027142654,-0.0554277599823745,0,0,0,0,0,0,0,0,0,0,0,-0.0453594313083888,0,0,0,0,0,0,0.106514640133325,0,0.162519737950778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138094093663567,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.266927246842831,0.127875780790668,0,0,0,0.1820841617882,0.174037301045554,-0.0705168430777244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144308707350908,0,0,0,0,-0.0811771827150892,0,0,0.00474936528275046,0,0,0.00544094995145825,0,0,0,0,0,-0.0150297414985083,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0702123868839657,0,0,0,0,0,0,0.0117548500999954,0,0,0,0,0.0279317042223619,0,0,0,0,0,0,0,0,0.00256582350422826,0,0,0,0,0.0344101373620849,0,0,0,0,0,0,0,0,0,0.0150002451826983,0,0,0,0,0.0232891876421621,0,0,0,0,0,0,3.75497576848719e-05,0,0,0,0,-0.0379374142097418,0,0
X600309.SH,0,0.0519989090894288,0,0,0.0670209549213321,0,0,0,0,0.0762028840418746,0.0845507372908044,0,0,0,0,0.010425121215879,0.00591176381932946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322800416133536,0.0188532883983873,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00572140322034515,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.567971380368305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227447713048714,0,0,0,0,0,0.0265339795633572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00364772650820882,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.495783842909948,0,0.125918449509079,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110470075485747,-0.00356194219304328,0,0,0,0,0,0,0,0,0.302155056049735,0,-0.110023042175264,0.0839725166143131,0.114460170512671,0,0,0,-0.0735259433666509,0,0,0.0180048726601452,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.281426579763199,0,-0.264572256459265,0,0,0,0.0285622373215648,0,0,0,0,0,0,0,0,0,0,-0.00483308300207195,0,0,-0.0196915666336238,0,0,0,0,0,0,0,0.0692727010443593,0,0,0.249520438769327,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.120607334814645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036396434633824,0,0,0.00324588488675116,0,0,0,0,0,0,0.00023608553632912,0,0,0.0298837198798733,0.0339911155995671,0.00702523781113727,0.0182440257516146,0,0.21230252770711,0,0,0,0,0,0.0227504415861954,0,0,0,0.103751164089023,0,0,0.0349179801774829,0.0185008145040018,0,0,0,0.030506640062794,0,0
X000792.SZ,0,0,0,0,0,0.205631898361891,0.252252131953899,0,0,0,0.145215174508783,0,0,0,0,0,0.0627995372901796,0,0,0.025637906807289,0,0,0,0,0,0,0,0,0,0,0.0754371407540888,0,0,0,0,0,0,0,0.00166953220004743,0.088218340270148,0,0,0,0,0,0,0,0,-0.0207911428824953,0,0,0,0.0288541654513887,0,0,0,-0.0853459522097058,0,0
X601898.SH,0,0.0678247470645349,0,0,0.0418086550482727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171290401225832,0,0,0,0,0,0,0,0,0.313115247704504,0,0,0,0,0,0.127726876771626,0,0,0,0,0,0,0,-0.0323981418030046,0.115275708076742,0.106035524906558,0,0.154988741095189,0,0,0,0,-0.0314665983590132,0,0,0,0,0,0
