,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600111.SH,X600010.SH,X601600.SH,X600426.SH,X000301.SZ,X002466.SZ,X601898.SH,X600011.SH,X600886.SH,X600352.SH,X600188.SH,X600219.SH,X600801.SH,X600489.SH,X601991.SH,X600803.SH,X600486.SH,X600795.SH,X002353.SZ,X600688.SH,X002080.SZ,X600299.SH,X601168.SH,X000932.SZ,X300037.SZ,X000830.SZ,X600027.SH,X000898.SZ,X600315.SH,X600516.SH,X000630.SZ,X000723.SZ,X601992.SH,X600157.SH,X000807.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.124551022014414,0,0,0,0.00730628451408908,0.00715919981334732,0,0,-0.0452568668021472,0,0.0769405004646235,0,0,0,0,0.00296261264492713,0.0295974914285771,0,-0.00879978934234363,0,0,0,0,0,0,0,0,0,0,0,0,0.0627090835421597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004146504632537,0,0,-0.00409955910914895,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0645085410266912,0,0,0,0,0,0,0.0221798275923424,0,0,0.0755885806037966,0.0250679913208148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933502465476808,0,0,0,0,0,0,0,0,0,0,-0.0222692016960552,0,0,0,0.0140824023666238,0,0
X600309.SH,0,0,0,0,0,0,0,0.000349938412692749,0,0,0,0,0,0,0,0,0,0.105690549032192,0.0845064999299067,0,0,0,0,0,0,0,0,0,0,0,0.155824287140642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108171629497175,0,0.00281489972467415,0,0,0,0,0.0121906091395403,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0175043800627419,0,0,0,0,0,0,0,0,0.183055706537954,0,0,0,0.137496029689866,0.018465994282737,0,0,0,0,0,0,0,0,0,0,0.0217014174800309,0.139720463931717,0,0.0262004932683044,0,0,0,0,0,0,0,0,0.0993754945427336,0,0,-0.00119583347059238,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0343124990653637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249578340123657,0,0,0,0,-0.0423278192279956,0,-0.0167256326705062,0,0,0,0,0,0,0,0,0.117677394090335,0,-0.00966902898972905,0,0,0,0.0156316240504726,0,0,0,0,0,0,0,0,-0.0149772796682115,0,0,0,0,0.0236214659752407,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.162211147826849,0,0,0,0.0181314210879708,0,0,0,0,0,0,0,0,0,0,0.0669490772164471,0,0,0,0,0,0,0,0.337827258063513,0,0,0,0.349744350188206,0,0,0,0,0,0,0,0,0,0,0.00824475219697011,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0738437189174975,0,0,0,0,0,0,0,0,0,0,0.063082116017157,0,0,0.203497834257875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24896534240495,0,0,0,0.125865110161171,0,0,0,0,0,0,0,0,0,0,0,-0.0820170072246109,0,0,1.73472347597681e-18,-0.0759520894837642,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22423946659724,0,0,0,0.105343830211569,0.223430461702325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333026486867014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327611706568845,0,0,0,0,-0.0506512369577302,0,0
X600660.SH,0,0,0,0,0,0,0,0.0970185419697105,0,0.287759294726916,0,0,0,0,0,0,0,0,0.00473383040903965,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.101978713886218,0,0,0,0,0.0628324382174592,0,0,0,0,0,0,0,0,0,0,0,-0.0273033191069341,-3.46944695195361e-18,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.243646798876362,0,0,0,0,0.0432460206335965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475821606830207,0,0,0,0,0,0,0,0,0.143172461057056,0,0,0,0,0,0,0,0,0,0,0,-0.00141298518930159,-0.0804506540379749,0,0,0,0.0358246288309371,0,0
