,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600299.SH,X600188.SH,X601158.SH,X600583.SH,X000027.SZ,X601992.SH,X000539.SZ,X600309.SH,X000792.SZ,X000630.SZ,X000709.SZ,X000898.SZ,X600352.SH,X600623.SH,X600021.SH,X000883.SZ,X002466.SZ,X600660.SH,X600098.SH,X002470.SZ,X601918.SH,X000060.SZ,X600489.SH,X600808.SH,X600863.SH,X600307.SH,X002004.SZ,X000629.SZ,X600160.SH,X300072.SZ,X600578.SH,X600547.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.138708063528143,0,0,0,0,0,0.142328741185426,0,0,0,0,0,0,0,0.0244677584985933,0,0,0,0,0,0.0232368830379529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708877041026012,0,0,0,0,-0.0195105563910571,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.10205793813074,0,0,0.0303318046741112,0,0,0,0,0.095171254056512,0,0.0297529837139267,0,0,0.00507492903252187,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0814291923212145,0,0.0142720789055831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659262197995259,0,0,-0.011227097208846,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.531267079066853,0,0,0,0,0,0,0,0,0,0,0.0603056660314748,0,0,0,0,0,0,0,0,0,0,0.134168163474762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241899257017894,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271269978134459,0,0,0,0,0,0,0.019471620082288,0,0,0,0.17802100189925,0,0,0,0,0,0.227374476458036,0,0,0,0,0,0,0,0,0,0,0,-0.0806671664442559,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.081599474953415,0,0,0,0,0,0,0,0.397389414314438,0.149454940747589,0,0,0,0,0,0,0,0,0,0.0158427024358844,0,0,0,0,0,0,0,0,0,0.114439295057258,-4.33680868994202e-19,0,0,0.0277990448281033,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114879276243447,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0876437068744194,0,0,0,0.125990748311393,0,0,0.0794068407015338,0,0,0,0,0.0651154431644643,0,0,0,0,0,0,0.0503813606312218,0,0,0,0,0,0,0,0,0,0,0.0567478568704334,0,0,0,0,0.00487348805014129,0,0,0,0,0,0,0,0,0,0,0,-0.0224206711720105,0,0,0,0,0,0,0
X600585.SH,0,0,0.0706742349628202,0,0,0,0,0,0.227506417646891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268891932212975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927233407577306,0,0,0,0,0,0,0,0,-0.0113199945439401,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0218051165254832,0,0,0,0,0.0734796410118164,0,0,0,0,0,0.0144633272281591,0,0,0,0,0,0,0,0,0,0.378740077072239,0,0,0,0,0,0.185920015185916,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394903819590768,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.00244082299946968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378361649349123,0.108245056388305,0,0,0,0,0,0,0,0,0,0.0219877718049105,0,0,0,0.0366494848028297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00536819504730669,0,0,0,0,0,0,0,0.237000559189169,0,0.052006868466302,0,0.030403199274229,0,0,0,0,0,0,0,0,0,0,0.00619583559022636,0,0,0,0,0,0,0.10461501724642,0,0.134020289596502,0,0,0.137433739514786,0,0.127549826413579,0,0,0,0,0,-0.0194270603173101,0.0114649098350352,0,0,0,0,0,0
X600688.SH,0,0,0,0.0909920919607404,0,0,0,0,0,0,0,0,0,0,0,0,0.0507626033218825,0,0.314248266245463,0.00476693359225684,0,0.0876718547856461,0,0.197481404245998,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0793535632697003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0.0334306721774672,1.73472347597681e-18,0.20159792519197,0,0,0,0,0,0.133360951396113,0,0,0,0,0,0,0,0.0795969892886773,0,0.153227353650789,0,0.169475613213237,0,0,0,0,0,0,0,0,0,0.109364770668408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000835658749111887,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.104566573524861,0,0,0,0,0,0.0680381504346719,0.25551704551836,0,0,0,0,0,0,0,0,0,0,0.0645881982243109,0,0,0,0,0,0,0,0,0,0.150404478007895,0.0682338366982128,0,0,0,0,0,0,0,0.0786172272945014,0,0,0,0,0,0,0,0,-0.0227905519023519,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314517363507644,0,0,0.525589645484445,0.152997787101199,0,0,0,0,0,0,0,-0.0374459017489721,0,0,0,0,0,0,0.0725095260483906,0,0,0,0,0,-0.297813518294363,0,0,0,0.0250912177039949,-0.065525981928899,0,0,0,0,0,0
X600111.SH,0,0,0,0.234520954166671,0,0,0,0,0,0,0,0,0,0,0,0.0208243097675697,0,0.141638239261003,0,0.0770758044263866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153086329545603,0.15336205173565,0,0,0,0.00482723519051005,0,0,0,0,0,0,0,-0.00806668592329513,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0379613453135601,0,0,0,0,0,0,0,0.016189314872872,0,0.0227221398624481,0,0,0,0,0,0,0,0,0,0,0,0.188002903621686,0,0.0976802279437381,0,0,0,0.0651740003921121,0,0,0,0,0.32140105356489,0,0,0.0436272866255207,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0.0139821225563514,0,0,0,0,0,0.177429185216563,0.0312468477777666,0,0.13224459841476,0,0.0590601331343645,0,0,0,0,0.0491826796779573,0,0,0,0,0,0.047727225274715,0,0,0,0,0,0,0,0.0390348948925525,0,0,0,0,0.26606427156154,0,0,0,0,0,0,0,0,0,0,0,-0.00607320088928737,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.0668451938048714,0.0101084931562465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789218791990865,0,0,0,0,0,0,0.0328349456156081,0,0.0445459810444564,0.185837968833264,0,0.0852968260088529,0.146613678145309,0,0.121580917576538,0,0,0,0,-0.0228355760979591,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.0756448379377574,0,0,0,0,0,0,0.27068480398618,0,0,0,0,0,0,0,0,0,0,0.0420970301400292,0,0,0,0,0,0,0.0591302738919456,0,0,0,0.0562117525036785,0,0,0,0,0,0.255062983580899,0,0,0,0,0,0,0,0,0,0,0,-0.0163220221510553,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.0227443084630752,0,0,0,0,0,0.213769853671815,0,0,0,0,0,0.248978957294791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596213923002386,0,0,0,0,0,0,0,0,0,0.290150348007046,0,0,0.0142653348564701,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0.245119883139683,0,0,0,0,0,0,0.0939298140493166,0,0,0,0,0.119107569854694,0.0645942512400948,0,0,0,0,0,0,0.0455335463368123,0,0,0.0407926542977401,0,0,0,0,0.130098794497496,0,0,0,0,0.0208861861243122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.125348792108167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204318158608359,0.305122654379491,0,0,0,0,0,0.123140077574563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.124656682518227,0,0,0,0,0,0,0,0,0,0.0591325614043299,0,0,0,0,0,0,0,0,0,0,0.258511959383234,0.0581216917979288,0,0,0.0383739698477458,0,0.159921920589456,0,0,0,0,0,0,0,0,0,0,0,-0.0308775125149969,0,0,0,0,0,0,0
