,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X002466.SZ,X601992.SH,X000898.SZ,X600111.SH,X600516.SH,X600176.SH,X002460.SZ,X000709.SZ,X600352.SH,X000629.SZ,X600808.SH,X600489.SH,X600219.SH,X000825.SZ,X000786.SZ,X600299.SH,X601158.SH,X600801.SH,X002271.SZ,X000553.SZ,X600157.SH,X000883.SZ,X600583.SH,X002470.SZ,X002110.SZ,X000027.SZ,X000630.SZ,X600985.SH,X601699.SH,X600339.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.128839798751629,0,0,0,0,0,0,0,0.112810837304328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362818547301601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106722678496802,0,0.0327601690395465,0,0,-0.00287266758572208,0.0284947180785326,0,0,0,0.0212227699359035,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0659244458474994,0,0,0,0,0,0,0,0.0755477709896226,0,-0.053265715563972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218485254536303,0,-0.0736512099121107,0,0,0,0,0,0,0,0,0.1740219560436,0,0,0.0185592552225742,0.098019451521796,0,0,0,0.0364573225676992,0,0
X601088.SH,0,0,0,0,0,0.0424664299470302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108947629750791,0,0,0,0,0,0,0,0,0.084091181050617,0,0,0,0,0,0.0265630836051881,0,0,0,0,0,0,-0.0165040613802359,0,0,0,0,-0.00593927683901817,0.0290069907692729,0,0,0,0.0746470122712232,0,0
X600585.SH,0,0.0727653100459844,0,0,0,0,-0.0186011089705165,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.209883261640111,0,0,0.4001545356799,0,0,0.0303941435634744,0,0,0,0,0,0,-0.00700724852261413,0,0,0,0,0.00505303130359532,0.00138688176296722,0,0,0,0.0346018767197433,0,0
X600019.SH,0,0,0,0,0,0.0599015348158654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164650403158602,0,0,0.057571813594879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872845067941364,0,0,0,0.28961827752714,0,0,0,0,0,0,0,0.00668067432568003,0.00926366443626615,0,0,0,0.0312331814911823,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227628068195001,0,0,0,0,0,0,0,0,0,0.186698553361461,0,0,0,0.112138856886125,0,0,0.328950879765696,0,0,0,0,0,0.12942364811914,0.0879266071560491,0,0,0,0,0,0,0,-0.0101488605032168,0.00858717319939073,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127280223237591,0,0.576925976221515,0,0,0,0,-0.108269138679518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288399538302893,0,0,0.118692502147044,0,0,0,0,0,-0.113628203776731,0,0,0,0.00258661689767065,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176972730824763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160724396429541,0,0,0,0,0,0.0647704700964678,0,0,0,0,0.0727305561019097,0,0,0.01373552711302,0.00712663701131446,0,0,0,0.0120075146058064,0,0
X600547.SH,0,0,0,0,0,0.0663628295621919,0,0,0,0,0,0,0,0,0,0,0,0,-0.00135493087119377,0,0,0,0,-0.041219046074962,0,0,0,0,0.0847064056756677,0,0.813536193710189,0,0,0,0,0,0,0,0.148767960765208,0,0,0,-0.107574959351608,0,0,0,0,0,0,0,0,-0.0348508372101218,0.0330814684195507,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694372640690927,0,0,0,0,0.271439849864496,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00988287244749454,0,0,0,0.175184626313398,0,0,0,0,0.00389777580461546,0,0,-0.0227397847319948,-0.00695280798600343,0,0,0,0,0,0
