,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600660.SH,X600886.SH,X601991.SH,X600362.SH,X600688.SH,X600188.SH,X600352.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X000723.SZ,X600027.SH,X000898.SZ,X002271.SZ,X600489.SH,X600176.SH,X600516.SH,X000786.SZ,X000709.SZ,X002460.SZ,X002466.SZ,X000629.SZ,X600299.SH,X000883.SZ,X600219.SH,X601158.SH,X002353.SZ,X000630.SZ,X600985.SH,X000553.SZ,X000401.SZ,X000027.SZ,X600583.SH,X601699.SH,X600426.SH,X000825.SZ,X600612.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00844941658815277,0,0,0,0,0,0,0,0,0,0,0,0.00629299447959784,0,0,0,0,0.00974733472753288,0,0,0,0,0,0,0,0,0.00134949819638957,0.0221044870903292,0.051633808832002,0.0375323732090291,0,0,0,0,0,0.0657509630600862,0,0,0,0.0347441032383301,0,0,0,0,0,0,-0.00516124088554821,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219776647484311,0,0.0781101474293626,0,0,0,0,0,0,0,0,0,0,0,0.028061761534873,0,0,0,0,0,0,0,0,0,0.0483474770799223,0,0,0.056316278402714,0,0,0.0331791177704119,0.000918122226006733,0.105796501102505,0,0,0,0,-0.0143715880934991,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115852415999146,0,0.0297486509105882,0,0,0,0,0,0.15870512143079,0,0,0.0153273788263129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282131199948892,0,0,0,0,0,-0.00672556731256804,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.00176237029071878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330957528239539,0,0.0880647835482504,0,0,0.029179487951676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521495959396329,0,0,0,0,0,0,0,0.0139508006080111,0,0,-0.0106740293907441,0,0,0,0,0.02127088556805,0,0
X600019.SH,0,0,0,0,0,0,-0.0121059412850024,0,0,0,0,0,0,0,0,0,0,0.049164821792098,0,0,0.152930304133145,0,0.0362474413253701,0,0,0,0,0,-2.71050543121376e-20,0,0,0.045697274882969,0,0,0.0173856210282062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163486466670861,0,0,0,0,0.0141109137291053,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248622722945989,0,0,0.0748332580345354,0,0,0,0,0,0,0.0232536333390623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884184071321319,0,0,0,0,0,0,0.0629480549240206,0,0,-0.0130241307835211,0,0,0,0,0.0608648014092841,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167721112060974,0,0,0,0,0,0.75181112317848,0,-0.000135593761883664,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224974895154742,0,0,-0.0493281450345435,0,0,0,0,-0.0616978073566504,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.106987830523005,0,0,0,0,0,0,0,0,0,0,0.0346771827662152,0,-0.153758966054713,0,0,0,0,0,0,0,0.224685859573293,0,0,0,0,0.0442127736738955,0,0,-0.0747993818468777,0,0,0,0,0,0,0,0,0,0,-0.0425637381107691,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.249055333301539,0,0,0,0,0.128744212456569,0,0,0,0,0.108241804102239,0.136071460918434,0,0.00327480247104996,0,0,0,0,0,0.0311413928222357,0,0,0,0,0,0.0120383666613278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00727964478926875,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142200440127339,0,0,0,0,0,0.0124935203406593,0,0.0387100269601382,0,0,0,0,0,0.0517020971078448,0,0,0,0,0,0.104320650926092,0,0,0,0,0,0,0,0.0247723727919543,0,0,0,0.199907259235149,0,0,0,0,0,0,0,0,0,0.013263862014177,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.100121784835667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367984202735994,0,0,0,0.0126348083390271,0,0,0,0.170374823452755,0,0,0,0,0.149339932905583,0,0,0,0,0,0,0,0,0.00903252862726164,0,0
X600660.SH,0,0,0,0,0,0.00508315429200503,0,0,0,0,0,0,0,0,0,0,0,0.0213950162782856,0,0,0.143323624639811,0,0,0,0,0.0338028770894083,0,0,0,0,0,0,0,0,0,0,0,0,0.049248612911669,0,0,0.102497423506891,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.00264748133580639,0,0,0,0,0.033142090927778,0,0
X600886.SH,0,0,0,0,0,0.0536105265526414,0.0585858601412289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324696952626288,0,0,0,0,0,0,0.122157004981564,0,0,0,0,0,0,0,0,0,0,0.028242013694925,0.108908305415405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472994224875576,0,0.0908598299843364,0.0522609987058235,0,0.0465234740016894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597695498107041,0,0,0,0,0,0,0,0,0,0,0,0,-0.00183423181306321,-0.0022143662571903,0,0,0,0.01101554715798,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.386441045372867,0,0,0,0,0,0,0,0,0,0,0.0785287996894744,0.0117768192790017,0,0.065047070800768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608040704235633,0,0,0,0,0,0,0.200348605954231,0,0.0924671939601839,0,0,-0.0243011138109593,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00893966502920841,0,0,0,0,0,0,0,0,0.018301613268168,0,0,0,0,0,0,0,0,0,0,0,0,0.236914247240698,0.0900627889906043,0,0.147249056172391,0,0.0163721847540702,0,0.00486285276294707,0,0,0,0,0.0134559987896012,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427385121471552,0,0,0,0,0,0,0,0.0633411920364426,0,0,0,0,0.200382421179305,0,0,0,0,0,0,0.0950994372162815,0,0,0,0,0,0,0,0,0,0,0,0.161612559544834,0,0,0,0,-0.00329366011596263,0,0,0,0,0.0196526709622774,0,0
X600352.SH,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458293599338662,0,0.338772823330177,0,0,0.264274571358539,-0.156892186113411,0,0,0,0,0,0,0,-0.127702019972372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335462912605865,0,0,0,0,0.0942394251122491,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777504465424641,0,0,0.0383748741627077,0,0,0.00415804572442074,0,0,0.098708817456898,0,0,0,0,0,0,0,0,0,0,0.073645363088057,0,0,0,0,0,0.0677151379823895,0,0,0,0.00596466499472035,0.0511989017315038,0,0,0,0,0,-0.0103873084474963,-0.000218038564717089,0,0,0,0.00779887446744547,0,0
X600111.SH,0,0,0,0,0,0,0.0153211829308653,0,1.12189869899845,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110102450651091,0,0,0,0,0,0.0720915408581911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113888021245622,0,0,0,0,0,0
X600801.SH,0,0,0,0.11414294930542,0,0,0,0,0,0,0,0,0,0,0.362696506654104,0,0,0.0410105529163348,0,0,0,0,0,0,0,0,0,0,0.106144098381088,0,0,0,0,0,0,0,0,0,0.0305636464127122,0,0,0,0.422301146145611,0,0,0,0,0,0,0,0,0.0271430263407391,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183910342343167,0,0,0.0828328181302471,0,0.0283378218605911,0,0,0,0,0,0.222609062432328,0,0,0,0,0,0.0852588378597154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00393763686950776,-0.00123671529230289,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0.952281374713474,0,0,0,0,0,0,0,0,0,0,0,0.143844174076476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0523684150171076,0,0,0,0,0.0950452854608612,0,0,0,0,0.0201530666546894,0,0,0,0,0.11718982476341,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240842134043719,0,0,0,0,0.0228107570348701,0,0,0,0,0,0,0,0,0,0,0,0.0965105066919778,0,0,0,0,0,0,0.107402860524958,0,0,0.0336065794417624,0,0,0.182032909833308,0,0.143657362851469,0,-0.00467557704967061,-0.0652782792750271,0,0,0,0.0303801924580774,0,0
X000898.SZ,0,0,0,0,0,0.0608574059408966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225699099453491,0,0,0,0,0,0,0,0,0,0.00466929712701515,0,0,0.0229501500820117,0,0,0,0,0.108254424647004,0.21207029810235,0,0,0,-0.0108641893620732,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.157614634023826,0,0.0495437451445469,-3.46944695195361e-18,0,0,0,0,0.16225464840772,0,0,0,0,0,0,0,0,0.00600707954636323,0,0.0125549809202331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594986174358974,0,0,0,0,0,0,0,0,-0.0227290931726713,-0.00574840650749933,0,0,0,0.0108368223482157,0,0
X600489.SH,0,0,0,0,0,0,0.765396854338663,0,0,0,0,0,0,0,0,0,0,0,0,0.0131142843051726,0,0,0.0403800551725649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0966212853714544,0,0,0,0.0086750400540931,0,0,0,0,0,0,0,0.00414246992578409,0,0,0,-4.33680868994202e-19,0,0
X600176.SH,0,0,0,0,0,0.120836003500609,0,0,0,0,0,0,0,0,0.00521900151198562,0,0,0,0,0,0.18448685892904,0,0,0,0,0,0,0,0.0858158576881844,0,0,0,0,0,0,0,0,0,0.0661034649940242,0,0,0,0,0,0,0,0.239138022602193,0,0,0,0,-0.0439434360316896,0,0,0,0,0.0070377362848483,0,0
X600516.SH,0,0,0,0,0,0,0.0918151801318796,0,0,0,0,0,0,0,0,0,0,0,0,0.264733387149869,0,0,0.0567946475597453,0,0,0,0,0,0,0,0,0,0.663720459882536,0,0,0,0,0,0.164427211422699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123721088334161,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498583452357414,0.251652025135074,0,0.12791027661405,0,0,0,0,0,0.05663922681304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267010743853574,0,0,0,0,0,0,0,0,0,0.0446837581197332,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759939432639332,0,0,0.09727519495062,0,1.73472347597681e-18,0,0,0.00813722824066275,0,0,0,0,0,0.0255419757286095,0,0,0,0,0.0605312099573654,0.0712846936862003,0,0,0,0.0644960645768739,0,0,0,0,0,0,0.0381114942060049,0.01600502543145,0,0,0,0,-0.0207828877187607,0,0,0,0,0.0271814366215019,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900519866631043,0,0,0,0.725965447050142,0.0706917432832191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335057165513983,0,0,0,0,0.0179812932849429,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019100067996826,0,0,0,0,0,0.220025760362619,0,0,0.405176714112186,0,0,0,0,0,0,0.0289558406469509,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284858964176963,0,0,0,0,0.0201400210719292,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382022446951412,0,0,0,0,0,0,0,0,0.325136773843588,0,0,0.0664438616091031,0,0,0.0563620004550405,0,0,0,0,0,0.0603843071273121,0,0,0,0,0,0.00343050389367802,0,0,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119773589818473,0,0.0519523303260103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11350516689609,0,0,0.0407326711419429,0.151156999179881,0,0.109649387192323,0,0.209915003769269,0,0,0,0,-0.0078833347499032,0,0,0,0,0.0684906428811754,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112651637992136,0,0,0.145762257075108,0,0,0,0.0708742538712377,0,0,0,0,0,0,0,0.086034741131262,0,0,0,0,0,0.0525872623544364,0,0,0,0.108992244253457,0,0,0,0,0,0,-0.00161193941752404,0.0456845603733531,0,0,0,0.0305039572508626,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931692077146854,0,0.0309731442199054,0.0199379716115935,0,0.0109711316305672,0,0,0,0,0,0.0725279004166902,0,0,0,0,0,0.0673951397299961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307434025668607,-0.00882535735842852,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987181324199485,0,0,0,0,0,0.0345329128496764,0.0882200831050296,0,0,0,0,0,0.135613702322277,0,0,0,0,0,0,0.0444943365388119,0,0,0,0,0,0,0,0,0,0,0,0.00476375881292793,0,0,0,0,-0.00686610006016055,-0.011856397377073,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0.0828146073339998,0,0,0,0,0,0,0,0,0,0,0.182576463137668,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0400624826032944,0,0.177559687127925,0,0,0,0,0,0,0.172440101500601,0,0,0.0994216495240165,0,0.214463307390546,0,0,0,-0.528184019770042,0.0579725340995979,-0.081872639009332,0,0,0,0.0519774682119525,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223404852632484,0,0,0,0,0,0.0637590725394585,0,0.0525287373164981,0,0,0,0.0940785851050208,0,0,0,0,0,0,0,0.0743544760585695,0,0,0,0.0390240281430106,0,0,0,0,0,0,0,0.0976562471888495,0,0,0,0,0.00507157362156622,0,0,0,0,0.014334193977566,0,0
X600985.SH,0,0,0,0,0,0,0,0,0.0254653556918394,0,0,0,0.312549078887748,0,0,0,0,0,0,0.0902774884962939,0.272187031895408,0,0,0,0,0,0,0,0,0,0,0,0,0.129236050753577,0.0479993288236399,0,0,0,0,0,0,-0.0361595290412419,0.00147366090414666,0,0,0,0,0,0,0,0,0.0325396956250129,0,0.149900812841422,0,0,0.0152335033509607,0,0
X000553.SZ,0,0,0,0,0,0.331630690166234,0,0,0,0,0,0,0,0,0,0,0,0.00831237942760076,0,0,0,0,0.044978727706931,0,0,0,0,0,0.125475413615498,0,0,0,0,0,0,0,0,0,0.143175267734278,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112827608020512,0,0,0,0,0,0
X000401.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17911417288078,0.510716378423474,0,0.0170972114365248,0,0,0.375927161539715,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534954356283355,0,0,0,0,0,-0.0775464553475783,0,0,0,0,0,0,-0.0402278439312966,0.0198174976099689,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0.0408603824306669,0,0,0,0,0,0,0,0,0,0,0,0.0167919317688541,0,0,0,0,0,0,0,0,0,0,0.0205768424184178,0,0,0,0.0561603203810806,0,0.14285608112719,0,0,0,0,0,0,0.00405213234307091,0,0,0,0,0,0,0,0,0,-0.00576589000426854,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342378346376203,0,0,0,0,0,0.0382978876488755,0,0,0,0,0,0.048793728269858,0,0,0,0.18921273977331,0,0,0,0,0,0,0,0.142950715504807,0.0775792448486358,0,0.0186736840273367,0,0,0,0,0,0,0.0152945271266022,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383110329079898,0.035384565404305,0,0,0,0,0,0,0,0,0,0,0.327077645863657,0,0,0,0.0107375356409587,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321052069965469,0,0,0,0,0.00239240968885174,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197238647949522,0,0,0.00636523625062528,0,0.140699988423313,0,0,0.113986051313338,0,0,0,0,0.264137221879507,0,0,0,0,0,0,0.000257184287103447,0,0,0,0.151307197002198,0,0,0.045657145048081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103484172247824,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054794660461994,0,0.0796355177573744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177086662790914,0,0,0,0.0973061404684288,0,0,0,0,0,0,0,0.170541139460382,0,0,0.145066006763221,0,-0.011789289457514,0,0,0,0,0.0140547310264753,0,0
X600612.SH,0,0,0,0,0,0.320342516936025,0.148319353083198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766192518239801,0,0,0,0,0.239333273899305,0.0895447257081348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100935077092534,0,0,0,0,0,0,0,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0627123741400373,0,0,0.034243777709639,0,0,0,0,0,0,0,0,0.0570741174072739,0,0,0,0,0,0,0.0840590819402898,0,0,0,0,0,0.0404114729071878,0,0,0.253480005294968,0,0,0,-0.0105805287627917,0,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,-0.190838968522911,0,0,0,0,0,0,0,0,0,0,0,0.0034474888769661,0,0,-8.67361737988404e-19,0,0.0568353854227835,0,0,0,0.0929172542461652,0,0,0,0,0,0,0,0,0,0,0,-0.133149292218975,0,0,-0.0114127247463304,0,0,0,0,0,0,0,0,0,-0.0336897034542714,-0.116534135950311,0,0,0,-0.085088317326575,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046856890551832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39484635841692,0,0,0,-0.430265150488729,0,0
