,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600886.SH,X600111.SH,X300072.SZ,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600623.SH,X600299.SH,X000792.SZ,X002466.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000898.SZ,X000408.SZ,X600352.SH,X600583.SH,X000723.SZ,X000883.SZ,X000983.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000959.SZ,X000630.SZ,X000012.SZ,X600021.SH,X002460.SZ,X601699.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.00677815241464535,0.00717169624867995,0,0,0,0,0,0.0197769373041742,0,0.020719474587604,0.0176936693767931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824135562041789,0,0,0,0,0,0.0250030721982056,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0341405104263136,-0.0383405188884845,0.0420483788436063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186367799098102,0,0,0,0.0896052169754464,0,0,0,0,0.011207708758593,0.039177310718668,0,0,0,0,0,0,0,0,0,0.0305581408014907,0,0,-0.00908807960442923,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0389641456444665,0.179527983974795,-0.00189308833718505,0.0939240694097914,0,0,0,0,0,0,0,0,0,0,0.00518667581219056,0,0,0,0,0,0.0341988542294566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020186398096766,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.129639062447317,0,0,0,0,0,0,0,0,0,0,0,0.0695678239290205,0,0,0,0.0173259956609006,0,0,0,0,0,0.100769151052778,0.121927842999022,0,0,0,0,0,0,0,-0.0836557242644167,0.0718174801933131,0,0,0,0,0.0558528132141686,0,0,0,-0.00587743094751152,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0234838234237647,0,0,0,0,0,0,0,0,0,0,0,0,0.224435774078124,0,0,0,0,0,0.00914473431559225,0,0.00819935800888124,0,0,0,0,0,0,0,0,0,0,0.107210025000226,0,0,0,0,0.0643908675485356,0,0,0.0524605290181756,0,0,0.0179894081137924,0,0,-0.00287206151991561,-0.0426661002057368,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0955608444358106,0,0,0,0,0,0.0955493510002706,0,0,0,0,0,0,0,0,0,0,0,0,0.1992188397546,0.155210519799044,0,0,0,-0.0147351359765211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019511394968931,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0386912135749474,0,0,0,0,0,0,0,0,0,0,-0.0230815127751879,0,0.019514243910993,0,0.00762960241608315,0,0,0,0.00264905732791167,0,0,0,0,0,0,0,0,0,0.0245628098754578,0,0,0,0,0,0,0,0,0.00727730665966173,0,0,0,-0.0463478839806645,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.00853948608378994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588679946555553,0,0,0,0.0611108761174641,0,0,0,0.0461456514183313,0,0,0,0,0.068415469263084,0,0,0,0,0,0,0,0.00945304333216844,0,0,0.395599098555067,0,0,-0.00424549979523482,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0293410052660284,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481263071776014,0,0,0,0,0,0,0,0.0381158973681572,0,0,0,0,0,0,0,0,0.10169313142548,0.0542841718936049,0,0,0,0.0869092913366328,0,0,0,0,0.0869633751410191,0.0985194860760422,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101398482511695,-0.0653039263482025,0.687430804631692,0,0,0,0.230215473201165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0935117488903096,0.0756385296366192,0,0,0.118655929075768,0,-0.0901900134334902,-0.11690166111585,0,0,0.0736484480939736,0,0,0,0,0,0,0
