,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600547.SH,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X000983.SZ,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X600096.SH,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600157.SH,X000630.SZ,X600141.SH,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.628736652267914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985288365985968,-0.00432330516323278,0,0.071321139543911,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667685285460161,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.40080284481874,0,0,0,0,0,0,0.0223831872536987,0,0,0,0,-0.0107153589442633,0,0,0,0,0,0,0,0,0.0919043040807137,0.0199643103698332,0,0,0.123142494266361,0,0,0,0,0.0151240785563189,0,0,0,0,0,0,0,0,0,0,0,0.0738056870086987,0,0,0,0,-0.000931973274710869,0,0,0,0,0,0,0
X600028.SH,0.622989076048335,0,0,0,0.00372524878474769,0,0,0,0,0,0,0,0,0,0,0,0.00351708936595358,0.00671440578102069,0,0,0,0,0,0,0,0,0,0,0,0.0500842194038457,0.0517496967132275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039353573154452,0,0,0.00251501781648384,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.067048129037208,0,0,0,0,0,0,0,0,0.141597920826971,0,0.2217881293097,0,0,0,-0.120579033633929,0.115343315637655,0,0,0,0,0,0,0,0.277554765747602,-0.0501792823651855,-0.0984249569272184,-0.0414424938539344,0,0,0,0,0,0,0,0,-0.0258631342010486,0,0,0,0,0,0,0,0,-0.00851377940579536,0,0,0,0,0,0
X600188.SH,0,0.580897199177176,0,0,0,0,0,0,0,0,0.121381889245029,0,0,0,0,0,0,-0.0461625442514279,0,0,0,0,0,0,0,0,0,0.0773578097827181,0,0.00570181150831785,0.0379695894233017,0,0,0,0,0,-0.00984074415176427,0,0,0,0,0,0.238851026182046,0,0,0,0,0,0,0,0,0.00179532009342972,0.0595421674181462,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.433011434997165,0.150117095944435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446785721707622,0,0.0296606076281908,0,0,0,0.077797133653951,0,0,0,0,0,0,0,0,0,0,0.00502992133126636,0.0291902355029788,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755945119844023,0,0.01230590004934,0,0,0.138025488139531,0,0,0,0,0,0,0,0,0,0.141414438877823,0.417612424771029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00177566018744191,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.684811870168412,0,0,0,0,0,0,0,0,-0.00736018083542258,0,0,0.118178849747341,0,0,0,0,0,0,0,0,0.073795902093726,0,0,0,0,-0.0966276447052046,0,0.0638515576078999,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0315912708858982,0,0,0,0.160141981085496,-0.133425909253842,0,0,-0.0183385474578345,-0.0115858463140384,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.202832110139571,0,0,0,0,0,0,0,0.225299593565521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161571991201458,0,0.128419568230599,0,0,0,0,0,0,0,0,0,0,0,0.0429011939483671,0,0,0.0497812123254333,-0.0112791217891871,4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0222334315522071,0,0,0,0,0,0,0,0,0,0,0,0.431363480887144,0.0997609324788912,0,0,0,0,0,0,0,0,0,0,0.162860393855716,-0.0386911708714982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00218287062652018,0,0,0,0,0,0,0
