,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600309.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X000959.SZ,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X600339.SH,X002466.SZ,X600583.SH,X000723.SZ,X000408.SZ,X000630.SZ,X600098.SH,X000883.SZ,X600352.SH,X600219.SH,X600021.SH,X000539.SZ,X000027.SZ,X600623.SH,X000983.SZ,X002092.SZ,X000060.SZ,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.358241319479943,0.0184811157975488,0,0,0,0,0,0,0.00547103724199749,0.0428029140478899,0,0,0,0,0,0,0,0,0.0292356176539307,0,0,0,0,0,0,0.0543247824151184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102482952439504,0,0,0,0.0244853537386953,0,0,0,-0.00324725291938176,0,0,0,0,0,0
X600028.SH,0.654781615082307,0,0,0,0,0.270935839184218,0,-0.0210255307952246,0,0,0,0,0,0,-0.0293378754883785,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00879793254377673,0,0,0,0,-0.0288569727752618,0,0,0,0,0,0,0,0,0,-0.0537850367526803,0,0,0,0,0,0,0.00862680211287103,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0790700781931228,0,0.0309106752211491,0,0,0,0,0,0,0,0,0,0,0.0985661844680188,0,0,0,0,0,0.0927740108758257,0,0,0,0,0.0773442739320119,0,0,0,0.0576586668428438,0,0,0,0,0.0314904147908803,0,0,-0.0695867828221944,0,0.0290864793490456,0,0,0.152639092892094,0,-0.0244129535969265,0.00789210751671392,0,0,0,0,0,0
X600019.SH,0,0,0.221658246155636,0,0,0,0,0,0,-0.0266316684845174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136250259623984,0,0,0,0,0,0,0,0,0,-0.0190354760651583,0,0,0,0.0952138835308593,0,0,0,0,-0.0658824453413424,0.0315614844748784,0,0,0.0249151931799216,-0.05999377167433,0.0537563391252623,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.04084229085608,0,0.343534968500538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036539932145366,0,0,0,0,0,0,0,0,-0.0575173485350794,-0.0116032908478621,0,0,0,0,0,0,0,0,0.053805263760809,0,0,0,0.007997803051671,-0.0208236536207704,0.0296297712770724,0,0,0,0,0,0
X600585.SH,0,0.16600918482482,0,0.00483178769455661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697707312077303,0,0,0,0,0,-0.0616157575613882,0.000944139533738564,0,0.141626721365454,0,0,0,0,0,0,0.034897731581158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0859575025151545,-0.00562425961095848,0.00691794018953767,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0510824859799201,0,0,0,0,0,0.0664359743328584,0,0,0,0,0,0,0,0,0,0.15657490301428,0,0,0,0,0,0,0,0,0,0.0477134817277016,0,0,0,0,0,0,0.0985865466357944,0.0375243596060315,0,0,0.0991809052735937,-6.93889390390723e-18,0,-0.0197392171302093,0,0,0,0,0,0,0
X601898.SH,0,0,0.217841790850503,0,0,0,0,0,0,0,0,0,0.0534970148859538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039825529939021,0,0,0.129983495082599,0.205226995917899,0,-0.00872659899039298,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0169945091641287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391161633416817,0,0,0.0143960381136786,0,0,0,0,0,0,0,0,0,0.0322823167193814,0,0.0171647314122702,0,0,0.01177912090409,0,0,0,0,0,0,0
X600547.SH,0,0.068147300389105,0,0,0,0,0,0,0,0,0,0,-0.0728133751829357,0,0,0,0,0,0,0,0,0,0,0.986954484873359,0,0,0,0,0,0,0,0,0,0,0,0.0418443753419923,0,0,0,0,0.0153620178232505,0,0,0,-0.00394555688506427,0,0,0,0,0,-0.0500863553192205,0.0323067490955001,0,0,0,0,0,0
