,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X000708.SZ,X600019.SH,X600660.SH,X002271.SZ,X600547.SH,X600176.SH,X000786.SZ,X600362.SH,X002466.SZ,X600426.SH,X000301.SZ,X600111.SH,X601600.SH,X600011.SH,X600352.SH,X600886.SH,X601898.SH,X600010.SH,X002353.SZ,X600219.SH,X600486.SH,X600803.SH,X600188.SH,X600801.SH,X601991.SH,X002080.SZ,X600795.SH,X600489.SH,X600299.SH,X601168.SH,X600688.SH,X600315.SH,X000723.SZ,X300037.SZ,X000932.SZ,X600549.SH,X600399.SH,X002409.SZ,X000807.SZ,X600027.SH,X000830.SZ,X600409.SH,X600157.SH,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.113779474215543,0,0,0,0,0,0.0429488503911418,0,-0.00437520538785796,0,0,0,0.0179999647756696,-0.0138417378238904,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0298142439993925,0,0,0,0.0551056260438133,0,0,0,0,0,0,0.0823433161862456,0,0,0,0,0,0,0,0,0,0,0,0.0178545647799833,0,0,-0.00772439699459798,-0.00321299763135215,0,0,0,0,0.0014400519712785,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263247795584964,-0.0333982845795389,0.0311177184669999,-0.0269768754728906,0,0,0,0,0,0.147426687841154,0,0,0,0,0,0,0,0,0.015530955632253,0,0,0,0,0,0,0,0,0.018975558931009,0,0,0,0.013808300122314,0,0,0,0,0,0,0,-0.0159922849622995,0,0,0,0.000537598477180409,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0177117529198646,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00403252895366294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276178641639961,0.0605652251821189,0,0,0,0.0778069092932488,0.0477650528566506,0,0,0,0.0194226180600282,0,0,0,0,0,0,0
X601088.SH,0,0,-0.0271814281288615,0,0,0,0,0,0,0,0,0,0,0.0484147750708233,0.0211330067038023,0,0,0,0,0,0,0,0.050776249746479,0,0,0,0,0,0.366566568155917,0,0,0,0,0,0,0.022112496679781,0,0,0,0,0.209081332509687,0,0,0,0,0,0,0,0,0,0,0.0243347897633191,0,0,0,0,-0.0197090724244492,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168430977324121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185262034493543,0,0,0,0,-0.0160734641348978,0.0613637651018171,0,0.0135134931656782,0,-0.0147556103079262,0,0,0,0,0,0,0,0.0827077933142926,0,0,0,-0.00830294575812794,-0.00287312027543838,0,0,0,0.00221027090248118,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.434528550835826,0.146967258390776,0,0.0311386820403285,0,0,0.200520357429245,0,0.103039013676353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336016671857908,0,0,0.301354169813768,0.0494919798466406,0,0,0,0,-0.108469016481338,0,0,0,0,0,-0.239639945070479,-0.0501350743568812,0,0,0,0,0.0427076916038828,0,0
X000708.SZ,0,0,0,0,0,0,0,0.040967173345177,0,0,0,0,0,0.0956442279278241,-0.0173034865547306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690435983390847,0,0,0,0,0.0562266200773295,0,0.0477346189689218,0,0,0,0,-0.142233827370613,0,0,0,-0.000623687901004669,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.258174121653484,0.0104854106328676,0,0,0,0,0,0,0.164987220910218,0,0,0,0,0,0.0614222315095821,0,0,0,0,0,0,0,0,0.0832098652741388,0,0.0765789432679881,0,0,0,0,0,0,0,0,-0.0120595090156875,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0527902109759726,0,0,0,0.183080207056351,0,0,0,0,0,0,0.0542015792219987,0,0,0,0.0102024791571859,0,0,0,0,0,0,0,0,0,0,0.116749883615437,0,0,0,0,0,0,0,0.00609594267828508,-0.0590157645785262,0,0.0304241438754215,0,0,0,0.0730621731421069,0,0,0,0,-0.018033196104751,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.226462720468605,0,0,0,0,0,0.012551449418905,0.0450723194660377,0,0,0,0,0,0,0,0,0,0.0337403927144055,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298214172365132,0,0,0,0,0,0,0,0.153585435809286,0,0,0,0,-0.00604019449957203,-0.0565185281045898,0,0,0,0.0568967214772607,0,0
