,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X000709.SZ,X600516.SH,X600299.SH,X600352.SH,X002460.SZ,X600489.SH,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000553.SZ,X000786.SZ,X000825.SZ,X000883.SZ,X600583.SH,X000539.SZ,X000408.SZ,X002470.SZ,X600612.SH,X002110.SZ,X600157.SH,X600339.SH,X600021.SH,X300072.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.129926918380809,0,0,0,0,0,0,0,0.0483830972805635,0,0,0,0,0,0,0,0.0816307659412411,0.0116982757755022,0,0.0607265114384373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338550091787688,0,0.264881659532021,0,0,0,0,-0.0186445453873504,0.020060343630607,0,0,0,-0.0220687990801216,0,0
X600028.SH,0.00815801351489185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654058565298396,0,0,0,0.133379009780948,0,0.22890549161527,0,0,0,0,0,0,0,0,0,0,-0.139463724441274,0.387154447711636,0,0,0,0,0.00196276968556312,0.125033437802503,0,-0.0308770684159696,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.124852001573648,0,0,0.506196326544447,0,0,0,0,0,0,0,0,0,0,0,0,0.0204852080515124,0,0,0,0,0,0,0,0,0,0.00422427981011011,0,0,0,0,0,0,0,0,0,0,-0.0196691980827281,0,0,0.0198495462915377,0,0,0,0,-0.0103527908527787,0.0254969648504545,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.224760858383683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101430856970569,0,0,0,0,0,0,0.274922276415995,0,0,0,0,0,-0.169828019212443,0,0,0,0,0,0,0,0,0,0,-0.026061854936335,0.039261472132451,0,0,0,0.029710467395864,0,0
X600019.SH,0,0,0,0,0,0.123827386222159,0,0,0,0,0,0,0,0,0,0,0,0,0.101881996334847,0.0087487402058632,0.242478008714832,0,0,0,0,0,0,0,0,-0.0823901644152929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746676891768551,0,0,0,0,0,0,0.004125402746107,0.0222670476148791,0,0,0,0.0158926780128248,0,0
X600011.SH,0,0,0,0.0998627499596686,0,0,0.0355450749080211,0,0,0,0,0,0,0,0,0,0,0.485279141469505,0,0,0,0,0,0,0,0,0,0,0,-0.0636877762861321,0,0,0.0966502753550444,0,0,0,0,0,0,0,0,0,0.0736695792940902,0,0,0,0,0,0,0,0,0,0.030478555303211,0,0,0,-0.0205093653110415,0,0
X600309.SH,0,0,0,0,0,0.259643122955436,0,0,0,0,0,0,0,0,0,0,0,0,0.217642928572153,0,0,0,0,0,0,0,0,0,0.275638256627187,-0.112214834983037,0,0,-0.160869323794068,0,0,0,0.173090137846415,0,0,0,0,0,0.168889403756282,0,0,0,0,0,0,0,0,-0.0401220348143526,0.0477310181677806,0,0,0,0,0,0
X600010.SH,0,0.13143369544663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073144514009928,0,0,0,0,0.122353962321026,0.261341863703478,0,0,0,0,0,0,0,0,0,-0.0164186444520936,0,0,0,0,0,0,0.00903997430550145,0,0,0,0.0599723983371675,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454554207210211,0,0,0,0,0,0,0.696181394602144,0,0,0.0282137091764996,0,0,0,0,0,0,0,0,0,0,0,0.0423710172773463,0,0,0,0.0615268746284273,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146188454951007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00859113360091827,0,0.0609087512112322,0.112556075439026,0,0,0,0,0,0,0,0,0.0312891856473369,0,0.168687388268086,0,0,0,0,-0.00584992814577614,0.0169772149740361,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.208782103945044,0,0,0,0,0,0,0,0,0,0,0,0,0.164805274643905,0,0,0,0,0,0,0,0,0,0,0,0.0674668094371067,0.070727137054468,0.0176946190928182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127742871587631,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.232235374662518,0,0,0.169436371301891,0,0,0,0,0,0.0858417447921932,0,0,0,0,0,0,0,0,0.463059774595585,0,0,0,0,0.062412618417412,0,0,0,0.202980640898837,0,0,0,0,0,0,0,0,-0.051994729315981,0,0,0.0060852208653103,0,0.0144384542703623,-0.0214349268302341,0.00832492557128818,0,0,0,0,0,0
X600688.SH,0.0938685621715191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281762804861683,0,0,0,0,0,0,0,0,0,0,0,0,0.0815243426215178,0,0,0,0,0,0,0,0,0,0,0.0612392568922389,0,0,0,0,0,0,0,0,-0.00570545018407644,0.0105578836736973,0,0,0,0,0,0
X601600.SH,0,0,0,0.0491820622384275,0,0,0.0599088693840156,0,0,0,0,0,0,0,0,0,0,0,0.0320030056477382,0.0263187307227797,0,0,0.0431929937391324,0.208167774779857,0,0,0,0,0,0,0,0,0.0435219022433405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127549029091712,0,0.0307243559497781,0,0,-0.00905079657456679,-0.0176749111555581,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645966109883328,0,0.0425525119875198,0.0920336459312345,0,0.012280738364089,0,0,0,-0.102895627598789,0.0593327575760702,0,0,0,0,0.0355715080314506,0,0.0877466758430542,0,0,0,0,0,0,0,0,0.140520300960746,0,-0.00155366961295804,0,0,0,0,0,0.0213883640085648,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785215016135447,0,0.0459661457946157,0,0,0,0,0,0,0,0,0,0,0,0,0.0133246259862545,0,0,0.0592458600190829,0.0067832978156386,0,0,0,0,0,0,0,0,0.0033394106619121,0,0,0,0,0,-0.00107069250904363,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188464191670693,0,8.67361737988404e-19,0.0422691857158593,0,0,0.133924105938096,0,0,0,0,0,0,0,0.0531264236179921,0.0206585113522234,0,0,0.133844758138789,0,0,0,0,0,0,0,0,0.0225806308373879,0,0,0.0170199464364379,0,0,0,-0.00576992313967956,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.476238322136878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820195644316613,0,0,0,0,0,0,0,0,0,0,0.149794027885306,0,0,0,0,0,0.224365215567782,0,0,0,0,0,0,0.213729396712261,0,0,0,0.0202568923514054,-0.0399676579936672,0,0,0,0,0,0
X600188.SH,0,0,0.0884549863805084,0,0,0,0.131576106605919,0,0,0,0,0.0519253289247499,0,0,0,0,0,0,0,0,0.00432423871281765,0,0,0,0,0,0,0,0,0,0,0,0.0333067770853036,0,0,0.202993247596611,0,0,0,0,0,0,0,0,0.0807158365837432,0,0,0,0,0,0,-0.023265645991956,-2.16840434497101e-19,0,0,0,0,0,0
