,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X601600.SH,X600019.SH,X600660.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X000786.SZ,X600160.SH,X000301.SZ,X002466.SZ,X601991.SH,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X600985.SH,X000630.SZ,X000408.SZ,X002128.SZ,X600096.SH,X601168.SH,X000933.SZ,X600176.SH,X000877.SZ,X002271.SZ,X000883.SZ,X600352.SH,X600995.SH,X600378.SH,X002353.SZ,X000027.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.210890124850027,0,0,0,0.119798924755985,0,0,0,0,-8.67361737988404e-19,0,0,0.322508251722082,0,0,0.301153294793968,0,0,0,0,0,0,0,0,0,0,0,0,0.100714469455525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128113255781129,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0.11627419396211,0,0.227320534011089,0,0,0.0614061701200915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515047023870938,0,0,0,0,0,0,0.189999027259308,0,0,0,0,0,0,0,0,-0.0376369485467256,0,0,0,0,0,0,0,0,0,-0.0414260852884609,0,0,0,0,0,0
X600028.SH,0.416547623737012,0.0484156752582987,0,0,0.242194595799619,0.0708964603990317,0,0,0,0,0,0,0,-0.0155865869214635,0.07255294874535,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.095053919518722,0,0,0,0,0,0,0,0,0,0,0,-0.0949676018911669,-0.0301715035722468,0,0.10267678867139,0,0,0,0,0,0,0,0,0,0,0,0.0690323299698078,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17089785760624,0.15093912218644,0,0.0581738944006563,0,0,0,0,0,0.400917435880084,0,0,0,0,0,0,0,0,0,0,0,0,0.0189818945887552,0,0,0,0,0.0849282692385458,0,0,0,-0.0936424900430622,0,0,0,0,0,0,0
X601898.SH,0.0520206125086237,0.246595023582479,0.233584455825679,0,0,0.092337941170462,0,0,0,0,0,0,0,0,0,0,0,0.109794748732902,0,0,0,0.0308930636962387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914955117151961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0715870142901988,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.185171829653566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116240182946422,0,0,0,0,0,0.409530795570174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271908997400746,0,-3.46944695195361e-18,0.0373852055036317,0,0,0,0.125376474064568,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201751219548589,0,0,0,0,0,0,0.313308577411535,0,0,0,0,0,0.110816997138483,0,0.438281413062328,0.17049848731185,0,0,0,0,0,0,0,0,0,0,0,-0.00992845211948558,0,0,-0.0221749222038557,0,0,0,0
X600019.SH,0,0,0.35791467283295,0,0,0,0,0,0,0,0,0,0,0.069856065656975,0,0,0,0.0955135437699419,0,0.0678033812225855,0,0,0,0,0,0.114298729787273,0,0,0,0,0.0835355479500184,0,0,0,0,0,0,0,0,0,0,0.02300911645757,0,0,0,0,0,0,0,0.154246077609015,0,-0.0367418917411034,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.147118175467553,0,0,0.133699429819519,-0.0387832511067435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259540668610973,0,0,0,0,0,0.00283731147377627,0,0,0,0,0,0,0,0,-0.0793411331788448,0,0,-0.476364312003082,0.236195464317906,0,0,0,0,-0.0289610940543649,0,0,0,0,-0.0315747670428061,-0.0757020026004102,0,0,0,0,0
X600585.SH,0,0,0,0,0.102112665368829,0,0,0.0347480045897671,0,0,0,0,0,0.131716430495278,0,0,0,0,0,0,0,0,0,0.146740382277037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0902380958094438,0,0,0.195498411763382,0,0,0,0,0,0,-0.00523888330941018,0.306474385343918,-0.0136628125312154,0.0549554235512648,0,0,0,0,0,0,0
