,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X601991.SH,X000807.SZ,X600176.SH,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X600219.SH,X000933.SZ,X600985.SH,X000408.SZ,X600688.SH,X000629.SZ,X300037.SZ,X600612.SH,X600096.SH,X000723.SZ,X002353.SZ,X002128.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.961350380231428,0,0,0,0,0,-0.0182802668449143,0,0,0,0,0,0,0,0.13609501814514,0,0,0,0,0,0,0,0,-0.20456703265225,0,-0.0382542162901656,0,0,0,0,0,0,-0.0423805964537044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460127746080326,0,0,0,0,0.00209823141546167,0,0,0,0,0,0
X600028.SH,0.540680230291866,0,0,0,0,0.110183851462112,0,0,0,0,0,0,0,0,0,0,0,0,0.0641091599190165,0,0,0,0,0.0303841813841508,0,0,0.0184792417317682,0.0742215252528623,0,0,0.0421357183292885,0,0,0,0.014168652753033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121494627599723,0,0,0,0,0,0,0
X601088.SH,0.0847251865437986,0.0216206311026151,0,0,0.0777968988734476,0,0,0,0.245004604432496,0,0,0,0.00401853798762843,0,0,-0.01451518235382,0,0,0,0,0,0,0,0,0,0,0,0.0276520523817355,0,0,0,0,0.164109666913652,0,0,0,0,0,-0.0264047548520294,0.0481786557227938,0,0,0,0,0,0,0,0.0627249580489776,0,0,0,0.0068711525529584,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0635249797532026,0,0,0,0,0,0.121879003256329,0,0,0,0.0397701742266284,0,0.0732871499070301,0,0,0,0,0.0588558317719008,0,0,0.0808786027898753,0,0,0.104504332309335,0.00239390394720701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105057626215898,0,0,-0.104066655903953,0.0117011439599539,0,0,0,0,-0.2388004408997,0,0
X600188.SH,0,0,0,0,0,0.110898305182819,0,0,0.115838265687269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371936994567807,0,0,0,0.406098066677077,0,0,0,0,0,0,0,0,0,0.132129002246442,0,0,0,-0.0655159368719998,-0.00809130253613101,0,0,0,0,0,0,0,-0.00359131021394534,0,0,0,0,0,0
X600019.SH,0,0.0669447863012442,0,0,0,0,0,0,0.102177986682506,0,0,0,0.0368149205724695,0,0,0,0,0,0.0253524173216438,0,0,0,0,0.0423584443741008,0,0,0,0,0,0,0,0,0,0.169481894067112,0,0.290221211705657,0,0.127462228003726,0,0,0.163941855314668,0,0,-0.0575387926236241,-0.060484751973496,0,0,0,0,0,0,0,0.034262440353803,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0445766407618597,0,0,0.0254468611572929,0,0,0,0,0,0,0,0,0,0,0,0,0.294697994506713,0.141558998634409,0,0,0,0,0.00374714721182187,0,0,0,0.0765895284882023,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351557195286882,0,0,0,0,0.00578301882629781,0.000429975544639827,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0880352679508941,0,0,0,0,0,0,0,0.310252746169822,0,0,0,0,0,0,0,0,-0.0556246083505477,0,0,0,0,0,0,0.482475723769615,0,0,0,0.117339231221531,0,0.0770580118705012,0,0,0,0,0,0,0,-0.00178260611496522,0.119732394595657,0,-0.154629552403933,0,0,0,0,0,-0.0152610403668592,0,0,0,0,0,0,0
X601898.SH,0.123687784550725,0,0,0,0.128548083943465,0.0707154878601152,0,0,0,0.0170007955846264,0,0,0,0,0.00224633329247668,0,0,0,0,0,0,0,0,0,0,0.236851054566999,0.0964586401991795,0,0,0,0,0,0,0,0,0,0,0,0,0.0418081000900092,0.00692613305080852,0,0,0,0,0,0,0,0,0,0,0,-0.0128896725595127,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0482425242332878,0,0,0,0,0,-0.0909863992803473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00741701238120202,0.481476789355137,0.0179921931897636,0,0,0,0,0.0511121672053818,-0.0445319296858931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139548180049858,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0531601660976472,0.0668383809523662,0,0.0380118713716107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308892192112928,0,0,0.291389087109496,0.0381632532743499,0,0,0,-1.38777878078145e-17,0.265501175752406,0.355105154443449,0,0,0,0,-0.0497689676022006,0,0,0,0,0,0,0,0.00108114360103113,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0710755890014898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428269985616391,0,0,0,0,0.136939625394649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974784032965539,0,0,-0.131427647253067,0,0.0141761942605365,0,0,0,0,0,0
