,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X002466.SZ,X000301.SZ,X000786.SZ,X600160.SH,X601991.SH,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X000630.SZ,X600985.SH,X000408.SZ,X002128.SZ,X600096.SH,X601168.SH,X000933.SZ,X600176.SH,X000877.SZ,X600378.SH,X002271.SZ,X600995.SH,X000883.SZ,X600352.SH,X002353.SZ,X000027.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.196472127705292,0,0.0318765894420978,0,0,0.122454509642957,0,0,0,-5.42101086242752e-20,0,0,0.316361904280437,0,0,0.307505773625071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738073905509852,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00888332014482522,0,0,0,0.142941434860986,0,0,0,-0.00496122010724952,0,0,0,0,0,0,0
X601088.SH,0,0,0.11627419396211,0,0.227320534011089,0,0,0,0.0614061701200916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515047023870938,0,0,0,0,0,0,0,0,0,0,0.189999027259308,0,0,0,0,0,0,0,0,-0.0376369485467256,0,0,0,0,0,0,0,0,-0.0414260852884608,0,0,0,0,0,0
X600028.SH,0.424167346958015,0.0647772895768303,0,0,0.232929723779182,0.0819237349780712,0,0,0,0,0,0,0,0,0.0595222351855207,0,0,0,0,0,0,0,0,-0.0954553086318872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107390633088712,-0.0179454122574092,0,0.0880919757937921,0,0,0,0,0,0,0,0,0,0,0.00724227639657582,0.0610401700486133,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119053569046951,0.160474227130763,0,0.0294570500152573,0,0.0607734482974428,0,0,0,0.385549105125904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346985070009385,0,0,0,0.0908474676578891,0,0,0,-0.100277606503934,0,0,0,0,0,0,0
X601898.SH,0.0922195432775477,0.305555878243795,0.180341208112383,0,0,0.104926019681946,0,0,0,0,0,0,0,0,0,0,0,0.108917751111455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941306639897166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466163154115178,0,0,0,0,0,0
X600188.SH,0,0,0.048099514740038,0,0.157019355539334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129731533341739,0,0,0,0,0,0,0,0,0.42780046648922,0,0,0,0,0,0,0,0,0,0.275524979223103,0,0,0,0,0,0,0,0,0,0,0.118889337504455,0,0,0,0,0
X600660.SH,0,0,0,0.101651622052538,0,0,0,0.162973761524128,-0.0694359099576606,0,0,0,0,0,0,0,0,0,0.0401978880314983,0,0,0,0,0,0,0.300644466089717,0,0,0,0.0248548656174555,0,0,0,0,0,0,0,0,-0.11864547669809,0,0,-0.481569479238219,0,0.222523057079842,0,0,0,-0.0393226045574707,0,0,0,-0.0103718367930031,-0.0264006443582069,-0.0538576237831936,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016644713574746,0,0,0.0150763583487963,0,0,0,0,0,0.313238979159214,0,0,0,0,0.111158408854065,0,0.424001287473217,0.166772962589473,0,0,0,0,0,0,0,0,0,0,0,-0.0104987463260736,0,0,-0.0311689903912449,0,0,0,0
X600019.SH,0,0,0.323508261341591,0,0,0,0,0,0,0,0,0,0,0.0111372398508349,0,0,0.0614021618451618,0.0928710419392667,0,0.239336271699698,0,0,0,0,0.111244271391022,0,0,0,0,0,0,0.0491168753482955,0,0,0,0,0,0,0,0,0,0.0377004787626782,0,0,0,0,0,0,0,0,0,-0.0215896358934779,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0193711182124292,0,0,0,0.140190372816379,0,0,0,0,0.207766441231574,0,0,0,0,0,0,0,0,0,0,0.047344256241656,0.209482332861247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240398315328051,0,0,0,0,0,-0.0176667794092572,0,0,0,0.040184476746957,2.16840434497101e-19,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275098487580344,0,0,0,0.816816684251758,0,0,0,0.000425282706349077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300038613510863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.0816275769572516,0.13995227787792,0,0,0,0,0,0,0,0,0,0,0,0,0.0856910948815566,0,0,0,0,0,-0.124320214621562,0.181377507861801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761224564052082,0,-0.0566232545139789,0,-0.109992000545962,0,0,0,0,0,0,0,0,0.0859382397057367,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.114699065765307,0,0,0.0492565716170651,0,0,0,0,0.333170363928558,0,0,0,0,0.125993838424906,-0.0247577453067493,0,0.14321321141292,0,0,0,0,0,0,0.0897349543794436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943714037035413,0,0,-0.0235977840544366,-0.0286270155852694,0,0,0,0,0,0
X000792.SZ,0,0,0,0.150867684264747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15464820179897,0.207726396670655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148051743158782,0,0.118933214676033,0,0,0,0,0,0.00461469729321316,0,0,0.164642228862233,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0.00761158492040468,0,0.308242372837806,0,0,0,0,0,0,0,0,0.291502458735926,0.0681660683906304,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503122526709087,0.0477619447760687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123886472503413,0.130550399248451,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0.150827317455539,0,0,0,0,0,0,0.0433671143060823,0,0,0,0,0,0,0,0,0,0,0,0,0.0634238231009064,0,0,0,0,0,0,0,0,0,0,0,0,0.0958043284140726,0,0,0,0,0.238877043644574,0.0394734066615726,0,0.114354489128305,0,0,0,0,0,0.0583599583973108,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770050339174049,0.270982498242516,0,0,0.100837297360185,0,0,0.119675190782364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792423362684914,0,0.130249353953262,0,0,0,0,0.0246727295080808,0.0308891573581085,0,0,0,0,0,0,0,0,0
X600489.SH,0.113725461841931,0,0,0,0,0,0,0,0,0,0.635625665713111,0,0,0,0,0,0,0,0,0,-0.0381767821456933,0,0,0,0,0,0,0,0,0,0,0.352229796158709,0,0,-0.118945403050368,0,0,0,0,0.0533285270515686,0,0,0.12911937202823,0,0,0,0,0,0,0,0,-0.0487983886968408,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762897033475907,0,0,0,0.220687679461773,0.0684573895058178,0,0,0,0,0,0,0,0,0,0,0,0.0417424104892313,0,0.0452095746603839,0,0,0.126930143696022,0,0,0,0,0,0,0,0,0,0.175066642404613,0,0,0.00511747086001595,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0442386171783237,0,0,0,0,0.0652469728374905,0,0,0,0,0,0,0.0903514904968828,0.162752016931518,0,0,0,0.0276778812156468,0.0185458697368504,0,0,0.0897405639727659,0.264761127440419,0,0,0,0.0298017958339224,0,0,0,0,0,0,0,0,0.128735782399536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,-0.161335392657576,0,0,0,0,0,0,-0.0548847439143991,0,0,0,0,0.0052666151550935,0,0,0,0,0.493914440649736,0,0,0,0,0.403978610189821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302409759040435,0,0.217875477767599,0,0,0,0,0,0,0,0,-0.0031790207327368,0,0.0603970184497962,0,0,0,0
X600803.SH,0.0632980789413135,0,0,0.0124752091293116,0,0,0,0,0,0,0,0.15584583255367,0,0,0,0,0,0,0.084446306837653,0,0.0296204529802694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746233995402992,0,0.214643588816254,0,0,0,0.0780601100275468,0,0,0,0.07339832204785,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0913848524076993,0,0,0,0.160143087108217,0,0,0,0,0,0,0,0,0.17227481290873,0,0.0160414089164485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292721510908592,0,0,0,0,0,0,0,0,0,0.0888545487608344,0,0,0.0393622821529748,-0.00852459595949786,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,-0.0123397498083592,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.891190896832416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106418551187756,0.0206063190114759,0,0,0,0,0,0,0.00864945513564176,0,0.0980684918134845,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102215929636397,0,0,0,0,0.0556050397890545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.235947541240626,0,0.0107054969561208,0.0820221652827021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,2.77555756156289e-17,0,0,0.347460402684032,0.0914034662781045,0,0,0.0510307543124695,0,-0.0321802451234613,0,0,0,0,0,0,0,0,-0.0404797865128131,0,0,0,0,0,0,0,0,0,0,0.303016281754511,0,0,0,0,0,0,0.206549557435555,0,0,0,0.0453667074424885,0,0,0,0,0,0,0,0,0.0194693061562821,-0.265973162951587,-0.020171399723022,0,0,0,0
X600160.SH,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143972462116998,0,0,0,0,0,-0.293405220020481,0,0,0,0,0,0,0,0,0,0.373350989545405,0,0,0,0,0.244102885258281,0,0,0.506105429380326,0,0,0,0,0.184003781770091,0,0,0,0,0.0780222781152219,0,0,0,0,0,0
