,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600547.SH,X601600.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X600027.SH,X002460.SZ,X600803.SH,X000301.SZ,X601991.SH,X600426.SH,X000983.SZ,X600160.SH,X000786.SZ,X002466.SZ,X600219.SH,X601699.SH,X000807.SZ,X600176.SH,X000630.SZ,X600985.SH,X002128.SZ,X000408.SZ,X600096.SH,X601168.SH,X000933.SZ,X000877.SZ,X600995.SH,X000883.SZ,X002353.SZ,X600378.SH,X600352.SH,X600688.SH,X000027.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.21510902015446,0,0,0,0,0,0,0,0.228578759524052,0.246734445277026,0,0,0,0,0,0,0.10098582545898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249626315550282,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.02491485731224,0,0,0,0,-0.0357377621338895,0,0
X600028.SH,0.396402979866155,0,0.237338464147446,0,0.00481752299315043,0,0.044134972146626,0,0,0,0,0,0,0,0,0,-0.0702924009533315,0,-0.00243126763364688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914673386604223,0,0,0,0,0,0,0,0.0472059884153368,0,0,0,0,0.0197951353696886,0,0
X601088.SH,0,0.197694584588556,0,0,0.15550474379017,0.217233768065499,0,0,0,0,0,0,0,0.0663719051917384,0,0,0,0,0,0,0,-0.0163916180440716,0,0,0,0,0,0,0,0,0,0,0,-0.00870431014341607,0,0,0,0,-0.0387135902914049,0,0,-0.0146218848394827,0,0,0,0,0,0,0,0,0,0,-0.0256287638717548,0,0,0,-0.00644926219791461,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.149964215265564,0,0,0,0,0,0,0,0,-0.0551732420397198,0,0,-0.0904393676285599,0,0,0,0,0.362153100709274,0,0,0,0,0,0,0,0,0,0,0.290758561496903,0,0,0,0,0,0,0,0.0386514198559109,0.0784134916098909,0,0,0,0,-0.0267618612123123,0,-0.086325145570405,0,0,0,-0.00713741778493053,0,0
X601898.SH,0,0.286137926822461,0.157704307820678,0,0,0.0838391602744246,0,0,0,0.03287272442083,0,0,0,0,0,0,0,0,0,0,0.0400432440662641,0,0,0,0,0,0,0,-0.00108187943303599,-0.0289500448695004,0.0417264144038497,0.131390890957244,0,0,0,0,0,0,0,0.147416330796815,6.93889390390723e-18,0,0,0,-0.089836345675203,0,0,0,0,0.204786101357543,0,0,0,0,0,0,0.0166653106929675,0,0
X600188.SH,0,0,0,0,0.137245449669335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120494682525683,0,0,0,0,0.572815166742387,0,0,0,0.229166517132457,0,0,-0.142199861475928,0,0.0329231550098728,0,0,0,0,0,0,0,0,0,0,0,0.0277675274691201,0,0,0,0,0,0
X600019.SH,0,0.419498124913145,0,0,0,0,0,0,0,0.0325147246890079,0,0,0.0441257353315797,0,0,0,0,0,0,0.346452995751551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254145712771192,0,0,0,0,0,0,0,0,0,0.0494024074149353,-0.0505109226394326,-0.065324383601199,0,0,-0.0324640505510313,0,0
X600660.SH,0,0,0,0,0.094769923953637,0,0,0,0,0,0,0,0,0,0.113194597495701,0,0,-0.114022876755838,0,0,0,0,0,0,0,0.322279750755385,0,0,0.0419408315011934,0.0671299002875871,0,0,0,0,0,0,0,0,0,-0.113866911546437,0,-0.114043466772767,0,0,-0.116110147894042,0.0941277964311831,0,0,0,0,0,0,-0.0661931967087796,-0.159268904515287,0,0,-0.0367107918136693,0,0
X600547.SH,0,0,0,-0.121495087517052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664986205149055,0,0,0,0,0,-0.00655496507137833,0,0,0,0.0517197756124636,0,0,0,0,0,0,0,0,0,0,0,0.0567291913038283,0,0.0452750319186616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836290122616922,0,0
X601600.SH,0.0732047136608991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319642552386088,0,0,0,0,0,0,0,0,0,0,0,0.311994017563998,0,0,0,0.135791833771079,0,0,0.363520704492122,0,0,0,0.0906996567033812,0,0,0,0,0,0,0,0,0,0,0,0,0.00467853841709308,0,0
