,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600623.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600157.SH,X002466.SZ,X600299.SH,X600547.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X600309.SH,X000709.SZ,X600583.SH,X600489.SH,X000539.SZ,X000883.SZ,X000898.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X300072.SZ,X002075.SZ,X000060.SZ,X000959.SZ,X000983.SZ,X600021.SH,X002470.SZ,X600176.SH,X600578.SH,X600098.SH,X600022.SH,X000012.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.204824707420128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134194463460118,0,0,0,0,0,0,0,0,0,0,0,0,0.098855747761808,0,0.0709153345716228,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0963819077468096,0.195020708008169,0,0,0,0,0.0315235729034623,-0.00257634108549567,0,0,0,0,0,0,0.0170203750646819,0,0,0,0,0,0,0,0.0964230591427803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.00267367673305377,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.157692280843366,0,0,0.430037772808722,0,0,0,0,0,0.0687438653673227,0,0.034963403465386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683090646947594,0,0,-0.0120377539014242,0,0,0,0,0,0,0,0,0,0,0.0909094709447686,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0851555499615039,0.125398514144782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10855787400251,0,0,0,0.10567965154991,0,0,0,0,0,0,0,0,0,0,0.0130683966152228,0,0,0,0,0,0.0372961963560402,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0393576372324628,0,0.146077908078339,0,0.174940538882461,0,0,0,0,0,0,0,0,0.15150310156387,0,0,0,0,0,0,0.0310371484474315,0.270421866374181,0,0,-1.73472347597681e-18,0.044073401229443,0.0168001196701336,0,0,0,0,0,0,0,0.0705666679693972,0,0.0316906923433133,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.00944550651361975,0,0,0,0,0,0,0,0.0168010063029874,0,0,0,0.00557793759571344,0,0,0,0,0,0.115170178681363,0,0,0,0,0,0,0,0,0.11819151370212,0,0,0,0,0.0354265300249175,0,0,0,0,0,0,0.225280269542853,0.0648599585839724,0,0,-0.0454798133666011,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.105445182648367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113159170493497,0,0,0,0,0,0,0.380582772119785,0,0,0,0,0,0.0295348120610603,0.0402134994661548,0,0,0,0,0,0,0.0550688794569373,0,0.127244697070228,0,0.0157166985287561,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716326393914748,0.0132435753111248,0,0,0,0,0,0,0,0,0,0.121633995555175,0,0,0,0,0,0,0,0,0.0731967959253979,0,0.135463247558856,0,0,0,0.277832287190391,0,0.021004313022423,0,0,0,0,0,0,0.117672521222523,0,0,-0.00889840192908613,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026615044644422,0,0,0,0,0,0.282836862100751,0,0,0,0,0,0.121351444236985,0,0,0,0,0,0,0,0.224292464993273,0,0.143789156488765,0,0,0,0.00589090885339377,0,0,0,0,0,0,0.0521690013452957,0,0.0440658278702961,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0985345388757383,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0291491263173605,0.207114297942565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451780713265293,0,0,0,0,0,0,0,0.415038886164618,0,0,0,0,0,0,0,0,0,0,0
