,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X000539.SZ,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X002075.SZ,X601158.SH,X600157.SH,X600309.SH,X000898.SZ,X600352.SH,X601992.SH,X002353.SZ,X600021.SH,X600660.SH,X600808.SH,X000878.SZ,X000629.SZ,X000027.SZ,X000959.SZ,X000883.SZ,X002470.SZ,X600863.SH,X600489.SH,X600578.SH,X000825.SZ,X000012.SZ,X000792.SZ,X600547.SH,X600315.SH,X600395.SH,X600022.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.485717715812622,0,0,0.0134672884407816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498312134194476,0.0405009400899465,0,0.069595782982167,0,0,0,0,0,0,0,0.0702576133523192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047659411622382,0,0.00417404589683032,0,0,0,0,0,0,0
X600028.SH,0.0870525798447873,0,0,0,0,0.0427481214803283,0,0,0,0,0,0.166574844402337,0,0,0,0,0,0,0,0.00751567343027001,0,0,0.0104724918632052,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.101537222647622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033094614496282,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.269709421146211,0,0,0,0,0,0,0,0,0.128329393035307,0,0,0.0589005756608319,0,0,0,0,0,0,0,0,0.0208181128211417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00976441396995155,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630248776994686,0,0,0,0,0,0.0232414724940563,0,0,0,0,0,0.0219455102739214,0,0.139308595790352,0,0.0524235517811718,0.267008494039546,0,0,0,0,0,0,0,0.0463234949975414,0,0,0,0,0.12145972527863,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.11906806876425,0,0,0.00574964354571907,0.135843093502318,0,0,0.0745990190481625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745704330010504,0,0.38232671403478,0,0,0,0,0,0,0,0.0275081934348571,0,-0.00796707571084616,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0159743760076227,0,0,0,0.112394643792588,0,0,0,0,0,0,0,0,0,0.276501153513364,0,0,0,0.010527394719465,0,0,0,0,0.0143740376238474,0,0,0,0,0,0.0652422111100006,0,0,0,0,0,0,0.047227559484624,0.13541026701485,0,-0.00314775172889021,0,0,0,0,0,0,0
X600585.SH,0,0,0.104573876309561,0,0,0,0,0,0,0,0.0643374401588656,0,0,0,0,0,0,0.0217122247188616,0,0,0,0,0,0,0.0946315481020536,0,0,0,0.0522223546441229,0.0356325095172124,0,0,0,0,0,0,0,0.0941238930830287,0,0.127243978201233,0,0,0,0,0,0,0,0,0,-0.0233875275905501,-0.021770665956065,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0585845524437234,0.0914239034814942,0,0,0,0,0.153432831506787,0.052544588668919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988699841300719,0,0,0,0,0.342158559217811,0,-0.0109582448603425,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0544526675961608,0.00346996073320902,0,0,0.127156549828278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187406947311284,0,0,0,0,0,0,0,0,0.344260655798392,0,0.0211184006191402,0,0,0,0,0,0,0,0,0,-0.00262139363177064,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.196360760280269,0,0,0,0,0.0164784267125607,0,0,0.0352074559506728,0,0.374395401081771,0,0,0,0,0,0,0,0,0,0,0,0,0.0339664580060393,0,0,0,0,0,0,-0.048200806374292,0,0,0,0.136816501056169,0,-0.0464322727117857,0,-0.0785805077404947,0,0,0,0,0,0.00463056311449577,0.00739983257030698,0,0,0,0,0,0
