,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X000708.SZ,X600803.SH,X002466.SZ,X600027.SH,X600160.SH,X000786.SZ,X000301.SZ,X601991.SH,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X000630.SZ,X000408.SZ,X600985.SH,X601168.SH,X600176.SH,X600096.SH,X002128.SZ,X000933.SZ,X000877.SZ,X600378.SH,X600995.SH,X002271.SZ,X002353.SZ,X000883.SZ,X600352.SH,X000027.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.372555921874925,0,0.139124111168402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348032349752257,0,0,0,0,0,0,0,0,0,0,0,0,0.0469767149410687,0,0.048058767636275,0,0,0,0,0,0,0,0,0,0,0,0.0958921066316043,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0.0420451199500667,0,0.269548027879355,0,0,0,0.0554632257928013,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053238135388001,0,0,0,0,0,0,0,0,0,0,0,0,0.167727456086186,0,0,0,0,0,0,0,0,-0.0112235869977001,0,0,0,0,0,0,0,-0.0250364460097296,0,0,0,0,0,0
X600028.SH,0.412944181075016,0.0358450110651971,0,0,0.233858682204743,0.0873360644942804,0,0,0,0,0,0,0,-0.015060510941682,0.0709711348970621,-0.0293244000699984,0,0,0,0,0,0,-0.0970801337346553,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0763097647624613,0,0,0,-0.0156255074596849,0.107020069211113,0,0,0,0,0,0,0,0,0,0,0,0.0625805968938471,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109616055318456,0,0.151141804209409,0.0284026624677131,0,0,0.0558442991921082,0,0,0,0.381867802109615,0,0,0,0,0,0,0,0,0,0.0128828747813927,0,8.67361737988404e-19,0,0,0.0354222000128335,0.0977439988132337,0,0,0,0,0,-0.112531249596111,0,0,0,0,0,0,0
X601898.SH,0.0994909562135622,0.45956031656599,0.188682821587609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428954722689968,0,0.0129377627098546,0,0,0,0,0,0.0134411152455727,0,0,0,0,0,0,0,0,0,0,0,0.14321834936566,0,0,0,0.0551681668353741,0,0,0,0,0,0,0,0,0,-0.0278839511252733,0,0,0,0,0,0
X600188.SH,0,0,0.0285528421483061,0,0.141948865176398,0,0,0,0,0,0,0,0,-0.1011728924656,0,0,0,0,0,0,0,0,0.0334247070590174,0.018851382928718,0,0,0,0,0,0,0.105118598114029,0,0.392634808516413,0,0,0,0,0,0,0,0,0,0.277286966444199,0,0,0,0,0,0,0,0,0,0,0.121340097416234,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730475732663018,0,0,0,0,0.0188217335645078,0,0,0.515980200587393,0,0,0,0,0,0,0,0,0,-0.131754889343201,-0.00684216905929658,0,0,0,0,-0.458097777668008,0,0,0.209900553529411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385214647805345,0.0971396511211033,0,0,0,0,0,0.226636473016906,0,0,0,0,0.416046871446763,0,0,0.0532496629319562,0.168573544994056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.0385762014624512,0,0.278712169357409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441018582821162,0,0.062263772417378,0,0.283529005517091,0,0,0,0,0,0.148788934063297,0,0,0,0,0.062447571952321,0,0,0,0,0,0,0,0,0,0.0287754823775869,0,0,0,0,0,0,0,0,0,-0.0178296293606074,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0228385695584506,0,0,0,0.151537052257883,0,0,0,0,0.187776082826722,0,0,0,0,0,0,0,0,0,0,0,0.212591776560451,0.0363552003915743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233153030633509,0,0,0,0,0,0,0,0,0,0.0310613662458499,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371161439806243,0,0,0,0,0.733600400912226,0,0,0.0359924897051873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350159238565621,0,0,0,-0.00558080805967268,0.0344942119350559,0,0,0,0.032177811500911,0,0,0,0,0,0,0,0,0,0,-0.0502195370755463,0,0
X600886.SH,0.0732253609717322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925552604513962,0,0,0,0,-0.118580032968283,0,0.216657521867446,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463534663105661,-0.0869879348630723,0,0,-0.165915104360646,0,0.273237275440252,0,0,0,0,-0.0442160780540165,0.104674754740266,0.0128636187443959,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.111023895391456,0,0,0.0310506265760503,0,0,0,0,0.276634597709188,0,0,0,0,0,0,0,0,0.134685976423171,0,0,0,0.128872820251887,0,0.0851041508956156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203321463594217,0,0,0,0,0.0593223233226976,0,0,-0.0314570594021446,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.167701120084092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180703869964018,0.224829901496626,0,0.0739428140183253,0,0.0290463851136311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291314310259677,0,0,0,0,0,0.00504162851347041,0,0,0,0,0,0,0,0.0223096897290549,0,0,0,0,0,0
X600795.SH,0,0,0.21865232210212,0,0,0,0,0,0.171253308165945,0,0,0.286069467347575,0.0544364204497362,0,0,0,0,0,0,-0.0207089452238683,0,0,0,0,-0.0735130344748504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437342544055776,0,0,0.0504317806290555,0,0,0,0,0,-0.00461414458880875,0,0,0,0,0,0
X600362.SH,0.118058980262244,0,0,0,0,0,0,0.0719459447717541,0,0,0,0,0,0,0,0,0,0,0,0.0836252856169137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549926542870231,0,0,0.239637104122185,0,0,0,0,0.118307691273786,0,0,0,0.0276460538480327,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.035792143594787,0,0,0,0,0,0,0,0,0,0,0.0313021433304758,0,0,0.0288861460950947,0,0,0,0.184170691173223,0,0,0,0,0,0,0.14014436349317,0,0,0,0,0,0,0,0,0,0,0.198752948491254,0,0,0,0.0230401284144996,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543199079673,0,0,0.222218553065445,0,0.0600362903687713,0,0,0,0,0,0,0,0,0,0,0,0.0678098878486535,0.0459584528336867,0,0.106734624084407,0,0,0,0.000760861155628506,0,0,0,0,0,0,0,0.183272118464676,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.0354790809528562,0,0.0379441105020913,0,0,0.793681408000258,0,0,0,0,0,0,0,0,-0.0580935683056783,0,0,0,0.082592702020835,0,0,0,0,0,0,0,0.200934744873303,0,0,0,0,0,0,0,0,0.0432636429007645,0,0.0115303053814201,0,0,0,0,0,0,0,0,-0.0351461762749022,0,0,0,0,0,0,0
X002460.SZ,0,-0.194290545422759,0,0,0,0,0,0,-0.00216005428600406,0,0,0,0,0.0644060639834983,0,0,0,0.432171581088436,0,0,0,0,0.394995192141085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128807513713632,0,0,0.204800829978661,0,0,0,0,0,0,0,-0.00825076269062614,0,0.0411599833435024,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0571804834388214,0,0,0,0,0.0478003555876717,0,0,0,0,0,0.095585941016594,0,0.18701346880129,0,0,0,0.0240266349787229,0,0,0,0.0982043924971766,0.210100092977727,0,0,0,0,0.0230619904308749,0,0.0353135698129845,0,0,0,0,0,0,0.138266737865653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600803.SH,0.0590763328261635,0,0,0,0,0,0,0,0,0,0,0.354864478669826,0,0,0,0,0,0.224131266963363,0,0.0729452861098896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845628762202278,0,0,0.147749357648192,0,0,0,0,0,0,0.0152561523978743,0,0,-0.188656786345144,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0268972864691248,0,0,0,0,-0.044545414617097,0,0,0,0,0,0,0,0,0.910665988638937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0969082864329324,0,0,0,0,0,0,0.00658429641148878,-2.16840434497101e-19,0.0788565871333397,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0453140634110279,0,0,0,0.364775980300926,0,0,0,0,0,0,0,0,0.112709108700939,0.0637819647920331,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.223118889057311,0,0,0,0,0,0,0,0.00966377811911518,0,0,0,0.143743327429842,0,0,0.0900981224379359,-0.073240099715642,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0.38605661172147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436597012157327,0.157446427325675,0,0,0,0.0595389027317221,0.228739092553894,0,0,0,0,0,0,0,0,0,0,-0.0329528180390453,0,0,0,0,0
