,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600027.SH,X600157.SH,X600188.SH,X600021.SH,X600583.SH,X601158.SH,X601992.SH,X000883.SZ,X600309.SH,X600352.SH,X000709.SZ,X000898.SZ,X000539.SZ,X000027.SZ,X600489.SH,X000792.SZ,X000825.SZ,X600547.SH,X002470.SZ,X000060.SZ,X600808.SH,X000629.SZ,X600660.SH,X600008.SH,X002353.SZ,X600578.SH,X600863.SH,X600549.SH,X000831.SZ,X002075.SZ,X600219.SH,X002004.SZ,X600307.SH,X000012.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.186215581173137,0,0,0,0,0,0,0,0,0.0526772126640237,0,0,0,0,0,0,0,0,0,0,0,0,0.0669407540784436,0,0,0,0,0,0,0,0,0,0,0,0.0506912935625649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414179452096493,0,0,0,0,0,0
X600028.SH,0.661832928250966,0,0,0,0,0.0452514187060355,0,0,0.0597671681508286,0,0,0.0125368508926545,0,0,0,0,0,0,0,0,0.0625637406652617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00627862422893844,-0.00748454825036919,0,0,0,0,0,0
X601088.SH,0,0,0,0,4.33680868994202e-19,0,0,0.124821001207786,0.220365981535399,0,0,0,0,0,0,0,0,0,0,0.0351719475380292,0,0.0371031797972017,0,0,0,0.0374909441401356,0.125397590763358,0,0,0,0,0.015763496028685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.113549351640143,0,0,0,0.0384060876305477,0,0.171013756059776,0,0,0,0,0,0,0,0.0280079726309937,0,0,0,0,0,0,0,0,0,0,0,0,0.154530775782727,0,0,0,0,1.73472347597681e-18,0,0,0,0.255499969942323,0,0,0,0,0,0,0,0,0,0,-0.000450288543111375,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00553903078490867,0.0350069619558244,0,0.280386394635043,0,0,0,0,0.117168831311581,0,0,0,0,0,0,0,0,0,0,0,0.188536532995858,0.153132008255565,0,0,0,0,0,0,0,0,0.082770768282964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010635121787107,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.102043380343133,0,0,0.0370568032061576,0.200173537816952,0,0,0,0,0.360442669006076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861500346537743,0,0,0,0,0,0.224067316563614,0,0,0,0,0,0,0,0,0,0,0.0184875474558837,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0612356938133853,0,0,0,0.163834144827817,0,0.0221939342321444,0.0972563549381698,0,0,0,0,0,0,0.0866131165246416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301840649630496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022463213529976,0.03390151246102,0,0,0,0,0,0
X600585.SH,0,0,0.302008517123789,0,0,0,0,0,0,0,0,-1.57080044800309e-05,0,0.103959000757483,0,0,0,0,2.16840434497101e-19,0.0550468700826945,0,0.130167134469508,0,0.00773424214647074,0,0,0,0,0,0,0,0,0,0,0.0501663180031743,-0.0153216253461653,0,0,0,0,0,0,0,0,0.0452328998922312,0,0,0,0,0,0,0,-0.00408915545204785,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.188307764021121,0,0,0,0,0,0.1082188671858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375858318018204,0,0,0,0,0,0,0,0,0,0,0.00130322063470847,0.0366883834186957,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0153677864713399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363196241890052,0,0,0,0,0,0,0,0,0,0,0.135327517085165,0.153973061357947,0,0,0.203603961699889,0,0,0.173849664417441,0,0,0,0,0.107764467101003,0,0,0,0.0262101945743388,0,0,0,0,0,0
