,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601600.SH,X601991.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X600547.SH,X600516.SH,X601992.SH,X002466.SZ,X600111.SH,X600027.SH,X600176.SH,X600352.SH,X600299.SH,X600808.SH,X000709.SZ,X300072.SZ,X002110.SZ,X002460.SZ,X000553.SZ,X600801.SH,X000786.SZ,X600339.SH,X600583.SH,X000932.SZ,X600426.SH,X601158.SH,X000883.SZ,X000629.SZ,X000301.SZ,X600219.SH,X600489.SH,X000792.SZ,X601699.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0215825888766812,0.016857474661144,0,0,0,0.0972784852377104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267319104860787,0,0,0.190660483532748,0,0.0786920034164619,0.0238796029623998,0,0,0,0,0,0,0.0593820375558102,0,0,0,0.00691648240312834,0.0151176593777645,0,0,0,0,0,0
X600028.SH,0,0,0.217072286165912,0,0,0,0,0,0,0.0692091242372332,0.152914731260561,0,0,0,0,0,0,0,0,0,0,-0.0546581245611072,0,0,0,0,0,0,0,0,0.0281238847426242,0,0,0,0,0,0,0,0.0224515784425348,0,0,0,0,0,0,0,0,0,0,0.00511851127357549,0.0128659649895624,0,0,0,0,0,0
X601088.SH,0,0,0,0.0609214372570987,0.0446246602504548,0,0,0,0,0,0,0.00671921707750818,0,0.0925727451014979,0,0,0.24943803583803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217203477014292,0,0,-0.00494893299557722,-0.0224470601593804,0,0,0,0,0,0
X600585.SH,0,0,0.0358721006653365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581079790324362,0,0,0,0,0,0,0,0,0,0,0,0.336927519128798,0.213787169836481,0,0.080917801688767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869976439259883,0,0,0,0,0,0,0,0,0,0,0,0,0.10758266365242,0,0,0,0,0,0,0.343844980239164,0,0,0,0,0,0,0,0,0.0387767228192761,0,0,0.0115681547106112,0.00200740511106691,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865386923575039,0,0,0,0,0,0,0.166391006706797,-0.113909943972914,0,0,0,0,0,0.0821475408843054,0.103852235582934,0,0,0,0.240213577665808,0,0,0,0,0,0,0.0913722027043574,0,0,0,0,0.00459432738939421,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.023169705255642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731846986914455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318076889793055,0,0.0027941369886113,0.0213778688484445,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162250896974705,0,0.29728494097532,0.125308510619422,0,0.0781728163555513,0,0,0,0,0,0.127779360951482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111675108549493,0.0663741592945689,0,0.0591324155922487,0,0.012080086627881,-0.00683725403725405,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.239728253598626,0,0,0,0,0,0,0,0.0781107986316066,0.0172433281505224,0,0,0,0,0,0,0.0557420214127506,0,0,0.0960871534824322,0,0,0,0,0,0,0,0,0,0,0,0,0.0987181065981469,0,0.0651783085339822,0.0704178081448096,0,0,-0.00917933883718802,-0.0059507565548517,0,0,0,0,0,0
X600660.SH,0,0,0,0.0934297246891243,0,0.0459741277594106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962141882852906,0,0,0,0,0,0.0614210208186263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123109039310065,0.0010573642053116,0.0374700341799659,0,0,0,0,0,0
X600688.SH,0,0.265884560936378,0.048277555420565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116582152815903,0,0,0,0,0.0437806998139134,0,0.0148281998493755,0,0,0.00718229707901262,0,0,0,0,0,0,0,0,0.00566650336271763,0.00350648251570347,0,0,0,0,0,0,0,0,0,0,0,-0.0327943833908307,0.00701586633644532,-0.000294776848603157,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277728626258263,0,0,0,0,0,0,0.0757942849433464,0,0,0,0,0.0724520330121876,0,1.73472347597681e-18,0,0,0.05939115841264,0,0.0596305928316517,0,0,0.026169140796794,0.390095030556554,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0981682509473111,0,0,-0.0047174201935717,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184839629109089,0,0,0.137554572766897,0,0,0,0,0,0,0,0.0581230249983567,0,0,0,0.0770502911954966,0.0883978244725428,0,0,0,0,0,0,0,0,0.0678743489985125,0,0,0,0.00241203043185001,-0.00132541100808138,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0351443793327267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110534570985727,0,0,0,0.0692330795058337,0,0,0,0,0,0,0,0,0,0,0,0.50810243874346,0,0,0.0035290204898762,-0.00637296369692978,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.00345158216394395,0,0,0,0.00633469223302024,0,0,0.0551611251786695,0,0.0336803931855324,0,0,0.267802866129758,0.0246069602260647,0.0563161506464816,0,0,0,0,0,0.0432783424670585,0,0,0,0,0,0,0,0,0,0,0,0,0.0542808175086409,0.0638414849124436,0,0,0,0,-0.00313703941447381,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.138561065673155,0,0,0,0,0,0,0,0.0252854337607515,0,0,0.0115440166652996,0,0,0,0,0,0,0.010800230809785,0,0.0903372529471724,0,0,0.00875604524066187,0,0,0,0,0.0879778415487369,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.089715900616815,0,0,0,-0.000325230992372651,0,0,0,0,0,0,0
X600362.SH,0,0,0.058668670579107,0,0.15944773023665,0.119119657001528,-0.0352570115453874,0,0,0,0,0.300120987725617,0,0,0,0,0,0,0,0,0,0.0410160527218088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057201141977608,0.125456120117757,0,0,-0.000741277751128161,-0.0132816973056365,0,0,0,0,0,0
