,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600688.SH,X600795.SH,X600660.SH,X601992.SH,X600362.SH,X300072.SZ,X002466.SZ,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000786.SZ,X600176.SH,X600157.SH,X000553.SZ,X600027.SH,X000792.SZ,X000408.SZ,X600808.SH,X600352.SH,X600219.SH,X600489.SH,X000959.SZ,X002271.SZ,X600339.SH,X601158.SH,X601699.SH,X002092.SZ,X000723.SZ,X000983.SZ,X000883.SZ,X000825.SZ,X600299.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.548162663907499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027119713564978,-0.00171268596916488,0,0,0.00353063830081034,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0159809127777258,0,0,0,0,0,0,0.0854274230278221,0,0,0,0,0,0,0,0,0,0,0,-0.0100042618413561,0.00131339375136549,0,0,0,0,0,0
X600028.SH,0.512667323083643,0,0,0,0,0,0,0,0,0,0,0,0.0249424780038275,0,0,0,0,0,0,0,0,0,0,0.0156676079073289,0,0,0,-0.048272485976196,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0689246180723802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046318318096921,-0.0209275540336183,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.14502663205585,0,0.333989312081091,0,0,0,0,0,0,0,0,-0.0594760456335056,0,0,0,0,0.103730075567964,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0256994973020264,0,0,0.0517880192549309,0,0,0,0,0.191730172385015,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.112073246645953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282189200443676,0,0,0,0.0780896442138817,0,0,0,0,0,0,0,0,0.269464574045486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177966488933524,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.122344955691338,0,0,0,0,0,0,0,0,0.161441058859608,0,0,0.0557992955670757,0,0,0,0,0,0,-0.104408974470726,0,0.161261012944599,0,0,0,0,0,0,0,0,0,-0.203509097431023,0,0,-0.125402629039388,0,0,0,0,0.0211173078891093,-0.135157610807594,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254533240050113,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0459114312761956,0,0,0,0,0,0,0.0107676047886797,0,0,4.33680868994202e-19,5.42101086242752e-20,0,0,0.00163501439189297,0,0,0,0,0,0,0,0,0.267212983260497,0,0,0,0,0,0,0,0,0.114090224325829,0,0.0347534637034199,0,0,0,0,0,0,0.00649596314024784,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171061923594477,0,0,0,0,-0.0524557782925019,0,0,0,0,0,-3.46944695195361e-18,0,-0.083385699962938,0,0,0,0,0,0,0,0,-0.0206948487509663,0,0,-0.116571508694739,0.593811202970974,0,0,0,0,0,0,0,0,0.00382495369288701,0,0,0,0,0,0
X600011.SH,0,0.0351148847111595,0.021953586422753,0,0,0,0,-0.0094854309673384,0,0.156241907056,0.0222032013132609,0,0.0162381827204818,0,0,0,0,0,0,0,-0.0843373484850364,0,0,0,0,0,0.00494792197585281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286453106253492,0.022339445760087,0,0.0385599398441845,0.0409893354700485,0,0,0.0126095248735003,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.290547116132062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137014543061346,0,0.027570718373507,0,0.0853851461809942,0,0,0,0,0,0,0,0.0186443898238504,0,0,0.106417113075898,0,-3.46944695195361e-18,0,0,0,-0.00100829240876077,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842680764244056,0,0.0519592044058949,0,0,0.0794019957686096,0.0917481519292534,0,0,0,0,0,0,0,0.0196092948599601,0,0,0,0,0,0,0,0,0.0513785765071364,0,0,0,0,0,0.32620298102853,0,0,0.151044826086982,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0.0130514453901183,0.028871981612762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073167356660917,0,0,0,0,0,0,0,0,0,0,0,0.0232593191347537,0,0.0486810395931094,0,0,0,0,0,0,0,0,0,0,0.0931838663767518,0,0,0,0,0,0,0,0.0306042000923666,-0.0137454927756547,0,0,0,0,0,0
X600795.SH,0,0,0,0.301494238582265,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0853193968071407,0.0415333510472288,0,0,0,0,0,0,0,-0.138912021397862,0,0,0.0893104365621308,0,0,0,-0.222146780565273,0,0.0776876350828157,0,0,0,0,-0.226897769648276,0,0,0,0,-0.0295638876161144,0,0,0,0.134058600761489,0,0
X600660.SH,0,0,0,0,0,0,0,0.0896995355494459,0,0,0,0,0,0,0,0,0.240175296702294,0,0,0,0,0,0,-0.0649342452789687,0.0453847443198254,0,0.0385060945540177,0.0645133898589899,0,0,0,0.0475480372145952,0,0,0,0,0,0,0.133916392432239,0,0,0,0,0,0,0,0,0,0,0,-0.0303748624845107,0.038383877143092,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529063007253895,0,0,0,0,0.112479657424244,0,-0.022061357012821,-0.0177138721753032,0,0,0,0.131443754179503,0.011896226411463,0,0,0,0,0,0,0.163427246761322,0,0,0,0,0,-0.0163100904489489,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192011086965051,0.0605401944326685,0,0,0,0,0,0,0,-0.0263752639450929,0,0.0148110354287132,0,0,0,0,0,0,0,0,0,0,0,0,0.0892783958237846,0,0,0,0.300364925232434,0,-0.0627366432138534,0.0209745300689229,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0809544808167593,0,0,0,0,0,0,0,0,0.00991467057401379,0,0,0,0,0.102791166049771,0.150423672511675,0,0.0542903882914255,0,-0.102443275424429,0,0,0,0,0,0,0.0334356220992291,0,0,0,-0.0124811936159533,0,0,0,0.0970950417266031,0,0,0,-0.0833239293768713,0.0810024034343974,0,0,0,0,0,0
X002466.SZ,0,0,-0.0902559052482024,0,0,0,0,-0.104969286174335,0,0,0.15621532873366,0,0,0,0,0,0,0,0,0,0,0.685693833367074,0,0,0,0,0,0.0897700131310793,0,0,0,-0.00267723081000222,0.0872456124676785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153956309949152,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0862043267766726,0.0523607536227699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101673009040038,0,-0.0262860592924789,0,-0.0683887095930324,0,0,0,0,0,0,0,0,0,0.717234423120986,0,4.33680868994202e-19,0,0,0,0,0.0304001347493987,0,0,0,0,0,0,-8.67361737988404e-19,-0.00940645490184546,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0916709609898755,0,0,0,0,0,0,0,0,0,0.0716862385958377,0,0,0,0,0,0,-0.0342246532134888,0,0,0.0236241422683176,0,0.0172813574830739,0,0,0,0,0,0,0,0,0,0.0598627998335295,0,0,0.00949215934806168,0.0502498709269022,0,0,0,0,0,0,-0.00363106366515115,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.11226656532562,0,0,0,0,0,0,0,0,0.237026427578149,0,0.00869728230808324,0,0,0,0.0836624990811873,0,0.128328368079932,0,0,0,0,0,0,0,0.0986765031876392,0,0,0,0,0,0,0,0,0,0.0841213085227004,0.0498870549826326,0,0.229144380471778,0,0.234159158208556,0,0,0,0,-0.0118401466826071,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876606354388101,0,0.708531299995289,0,0,0.0819335741735242,0,0,0,-0.046892076458297,0,0.0842200012908356,0,0,0,0,0.0883722320064258,0.0582040874883743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192033193395025,0,0,0,0,-0.014221071103874,0,0,0,0,0,0
