,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X600111.SH,X000708.SZ,X000301.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X600160.SH,X000807.SZ,X600995.SH,X000629.SZ,X600096.SH,X000408.SZ,X600219.SH,X000933.SZ,X600378.SH,X600489.SH,X000723.SZ,X000831.SZ,X600141.SH,X000932.SZ,X002080.SZ,X600348.SH,X600801.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.00842002423560708,0,0,0,0,0.181350245324821,0,0,0.0708774201441196,0,0,0,0,0,0,0.053645686945296,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292599353182534,0,0,0,0,0,0,0,0,0,0,-0.0113245916071808,0.0191633911396915,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.147724976311127,0,0,0,0,0.0286966968423218,0,0.0404448560398102,0,0,0,0,0,0,0,0,0,0,0,0.0412543971109585,0,0,0,0,0.0504077724740055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877866428932005,0.00441200075360016,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0687948728946732,0,0,0,0,0,0.0168446016201131,0.140254239275745,0,0,0,0,0,0,0.0194585359788232,0,0,0,0,0,0,0,0.128795253348359,0,0.0619188313226439,0,0,0,0,0,0,0,0,0,0,0,-0.0486249625183476,0,0,0,0,0,0,0,0,0,0,-0.0158593720600688,0.0257727199187701,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0203644860381293,0,0.0164821181178919,0.097030898018457,0.190278513205491,0,0,0,0,0,0,0,0.296614113087582,0,0,-0.0349318595926319,0,0,0,0,0,0.0788502666116086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361165361527867,0,0,0,0,0,0.0313789575910552,-0.0376957982961847,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.059806032873792,0,0,0.0240295503329106,0,0,0,0,0,0,0,0,0.177243321874395,0,0.111117695637846,0.0351943155556309,0,0.112837714891056,0,0,0,0,0.0869013212156673,0,0,0,0,0,0.178432665291708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015331121869171,0,0,0,0.0101095266298786,0.295761175406469,0,0,0,0,0,0,0,0,0,0,0,0.152561695274654,0,0,0,0,0,0,0,0.151000943525193,0,0,0,0,0,0,0,0,0.137038274930624,0,0,-0.00790414805528161,0.0166453513217513,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114327699578794,0,0.0498342815492303,0.0827896596802402,0,0,0,0,0,0,0.0379779669207488,0.117899241480126,0,0,0,0.0630474629566285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111091679263763,0.100269982783927,0,0,-0.00259726501389154,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0231158147392847,0,0,0,0,0.579669903234992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149995819356888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012738478662207,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.117451420654724,0,0.150747323229296,0.0307406533010825,0,0.012248939107415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0683149658433323,0,0,0,0,0.00571776245351665,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.580158966514582,0,0,0,0,0.102089939169855,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00785618857584421,0,0,-0.0497728579388852,0,0,0.0200885136189519,0.136725675453331,0,0,0,0,0,0,0.0776597932082923,0,0,0.0114349499968355,0,0,0,0,-0.0525580354308005,0,0,0,0.00132106385793553,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115994264090301,0,0,0,0.0357024211653467,0,0,0,0,0.110584983166987,0.577469368529899,0,0,0,0,0,-0.181546233668196,0,0,0,-0.00164120658942253,0.0733883635406497,0,0,0,0,0,0,0,0,0,0,-0.0324363448818887,0.0511657995388471,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.245055318030795,0,0,0,0,0,0,0,0,0,0,0,0.022573402919715,0,0,0,0,0,0,0,0,0.187834312457215,0,0,0,0,0,0,0,0,0,0.0913414016093037,0,0,0,0.0886758059923414,0,0,0,0,0,0,0,0.0281688808129485,0,0,0,0.00408882509495299,-0.0130204866463885,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0374065084215717,0,0,0,0,0.0244742106428939,0,0.0122811397119133,0,0,0,0.0192646214177708,0,0,0,0,0,0,0,0.0848156053200246,0,0,0,0,0.132238511880031,0,0,0.00428051899680474,0,0,0,0,0,0,0.295343041698922,0,0,0,0,0,0,0,-0.0135391303464667,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.182926637097177,0,0,0,0,0,0,0,0.0104546152952127,0,0.0316018924375662,0,0,0.15708023316835,0,0,0,0,0,0,0,0,0,0,0,0.00466851229047409,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161320393677613,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592542105289877,0,0,0.0616101103772095,0,0,0.163136369439405,0,0,0,-0.0293442303890352,0,0,0,0.0907943342241207,0,0.0747673801281631,0.357152308699379,0,0,0,0,0,0,0,0,0,0,0.24178710403947,0,0,-0.256470251373891,0.0532725369876264,0.0109146788085301,0,0,0,0,0,0
X600660.SH,0,0,0,0.118890434184571,0.00422233726117957,0,0,0.041829745873055,0.011524901693091,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0342211264647643,0,0.0932645162002831,0,0.127242445798417,0,0,0,0,0,0.0889551236224735,0,0,0,0.0220468220197213,0,0,0.060361827488059,0,0,0.0381570027738309,0.102772033562355,0,0,0,-0.0108047871940245,0,0,0,0,0,0,0,-0.0203161293541314,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860686438912332,0.173319780363324,0,0,0,0,0.235764432794654,0.0612814044081669,0,0,0,0,0,0,0,0.151080397979504,0,0.0296113057346772,0.0419302808517148,0,0,0.0311437050545834,-0.0526537968238726,0,0,0.169741185448536,0,0,0,0,0,0.0126402485665985,0,0,-0.00322716582274036,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00216272024147651,0,0.139768933911085,0,0.0331461438751026,0,0,0,0.0565836209994293,0.0464862552778826,0.00519116796157248,0,0,0,0,0,0,0,0,0,0.0298681078960608,0,0,0,0,0,0,0,0,0.0439425350453161,0,0,0,0.0823346280917947,0,0,0,0.062599536691645,0.0844751054545687,0,0,-0.00963413518509237,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0212523007264984,0,0,0.0582664156386775,0,0,0,0,0,0,0,0,0,0.0484077592537777,0,0,0.0493377572963136,0,0.114934619474381,0,0,0,0.655593657428762,0,0,0,0,0,0,0,0,-0.102230686806757,0,0,0,-0.0581139367465896,0,0.137538537495745,0,0,0.0739243696388955,0,0,-0.0135857756350084,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.0665887350730437,0,0,0,0,0,0,0,0.147305959649623,0,0,0.0882912715262755,0,0.0160825625370085,0,0.0138576040210063,0,0,0,0,0,0,0,0,0,0.0602022533749521,0.28374573303304,0,0,0,0.16984726948903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169841820476707,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.135191471603196,0,0,0,0,0,0.15682699573167,0,0,0,0,0,0.0355673594888801,0.0716889186431238,0,0,0,0,0,0,0,0,0,0,0,0.0192468036046292,0,0,0,0,0,0,0,0,0,0,0,0.492981114207382,0,0,0,0,0,0,0.0783805215304999,0.0405007112441351,0,0,0.00961501930778039,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0126566320929273,0,0,0,0,-0.055926502188526,0.0624376457820693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693121633582447,0,0,0,0,0,0,0.0499720796900086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404176765848488,0.045665031915653,0,0,0,0,0,0
X600426.SH,0,0,0,0.0423397296579738,0,0,0,0,0,0,0.0116145490798947,0,0,-0.265591630068777,0.00499024400661286,0,0,0.194379136387136,0.116531755743247,0,0,0,0,0,0,0.11279813740477,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109923297585773,0,0,0,0,0,0,-0.0719289026905856,0,0,0,0,0.0321920167819613,0,-0.101032580111912,0,0,0,0,0
X600795.SH,0,0,0,0,0.011243422104155,0,0,0,0,0,0.209924989656681,0,0,0,0.0642608631464353,0,0,0,0,0,0,0,0,0,0,0.0607799776458155,0.11286498266523,0,0.127817796618389,0.19467901338819,0,0,0,0,0,0,-0.177744719052313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0068465789084095,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241719645609868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232514764335213,0,0.17000817535453,0,0,0,0.0587214814419812,0,0,0,0,0,0,0,0,0,0.0868552195771014,0,-0.000803976928285104,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0.140707886333708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34725276885455,0,0.136996922655338,-0.0520619575064052,0,0,0,0.0129078393353453,0,0,0.0284889440602802,0,0,0.363954180416032,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210565332037245,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.562322291352466,0,0,0,0,-0.0276641672425104,0,0,0,0,-8.67361737988404e-19,-0.0774279216503134,0,0,0,0,0,0,0,0,0,0.172071227878071,0,0,0,0,0,0,0,0,0,-0.0161159289660949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059348514180581,0,0,-0.00675543715000815,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030238513667667,0,0.100771364301415,0,0.0155033013277717,0,0,0,0,0,0,0,0,0,0,0.100310430308176,0,0,0,0.0762638374867318,0,0,0,0.106777666814069,0.00404003482546755,0,0,0,0,0,0.222506068565509,0,0,0,0,0.0273535595392079,-0.0135327917194585,0,0,0,0,0,0
X600803.SH,0,0,0,0,0.215194456724422,0,0,0,0,0,0.263604282794672,0,0,0,0,0,0,0,0,0,0.135540398514848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0074832846534665,0,0,0,0,0,0,0,0,0.0106050718346768,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.0459553918036815,0,0,0,0,0.512301319514653,-0.182449209278972,0,0,-0.00293159549898775,0,0,0,0,0,0,0,0,0.413324146803492,0,0,0.201512650249878,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117023410172491,0,0,0,0.0220824872547066,0,0,0,0,0,0,0,-0.0466361857531562,-2.16840434497101e-19,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,-0.0642353236476849,3.46944695195361e-18,0,0,0,-3.46944695195361e-18,0,0,0.0455923323520032,0,0.0545709689156398,0,0,0,0,0,0,0,0,0,0.376919275781546,0,0,0,0,0,0.100934442614474,0,0,0,0.0216124771258714,-0.0102278691537168,0,0,0,0,0,0,0,0,0,0,0.0207818844015724,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243141153714919,0.0572285725179153,0,0,0,0,0,0,0,0,0,-0.0832567713622338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238143541056536,0.0426516760577103,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,-0.146855798653643,0,0,0,0.103448591030975,0,0,0,0,0.0116190988972994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257148542763405,0,0.201229129613536,0,0,0,0,0,0,-0.0127264120720419,0.0638377830913786,0,0.0700607349394249,0,0,0,0,-0.00590268694582735,0,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809712225613858,0,0.455847861389625,0,0.0278035662757652,0,0,0,0,0,0,0,0,0,0.164358486560236,0,0,0,0,0,0,0,0,0,0,0.242500033410782,0,0,0,0,0,0,0,0,0,0,0,0.00989957874446135,0,0,0,0,0,0,0
