,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600547.SH,X601600.SH,X600188.SH,X300072.SZ,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600111.SH,X600886.SH,X601992.SH,X600489.SH,X600309.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X002075.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000898.SZ,X000723.SZ,X600352.SH,X000408.SZ,X600583.SH,X000883.SZ,X000959.SZ,X000983.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X600021.SH,X000630.SZ,X600758.SH,X600126.SH,X000012.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0475381209519712,0,0.0189933658180446,0,-0.00058863857775111,0,0.0127628289497685,0,0,0,0,0.0612995086443241,0,0,0,0,0,0,0,0.0121853035335735,0,0,0,0,0.048718030839662,0,0,0,0,0,0,0,0,0.0404285440623594,0,0,0,0,0,0,0.00567662564799916,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.028255836029518,0,0.1234847628303,0.115448656326511,0,0,0,0,0.0147069645131754,0,0,0,0,0.00962790046754281,0,0,0,-0.00139962107201545,-0.0029558527269294,-0.0512053284754419,0,0,0,0,0,0,0,0,0,0,0.0131850090387105,0,0,0.0134247034935645,0,0.00987287611170147,0,-0.00287507524321528,0,0,0,0,0.0317889313045266,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0517388545181972,0,0.0929608984305514,0.119659476792994,0,0,0,0.0373897031369505,0.0175817951152562,0,0,0,0,0,0.00548966992846281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930317860706303,0,0,0,0,0,0,0,0.0661441716336985,0.0436351858427944,-0.0148670590025831,0,0,0.0305397101253019,0.0360523929133563,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.00314100585599379,0,0,0,0,0.0929842025466064,0.0831406767807724,0,0,0,0,0,0.188021664334049,0,0,0,0,-0.0189979962584347,0,-0.123547962909794,-0.0155089293747473,0,0,0,0,0,0.293743663413313,0,0,0,-0.042260874997508,0,0.00896669539217345,0,-0.15736265926348,0,0,0,0,0,0.0116576086608799,0,0,0,0.033151864601797,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0141368931906778,0,0,0,0,0.061773249780013,0,0,0,0,0,0,0,0,0,0.188094077463524,0,0,0,0,0,0,0,0,0,0.139710776311325,0.0351820244399062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.170863600164544,0,0.104303306843032,0.151763060177166,0,0,0,0,0,0,0.136832454538191,0.0535472434797464,0,0,0,0,0,0,0.038174786848456,0,0,0.113544679711057,-1.73472347597681e-18,0,0,-0.118492421391592,0,0,0,0,0,0,0,0,0,-0.0145967138589679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330116107867514,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0869288452960403,0,0.146731644714719,0.123708774302178,0,0,0,0.0437911995454959,0,0,0.0852016409455538,0,0,0,0.0282058443657353,0,0,0.00110116626028091,0,0,0,0,0,0,0,0,0,0,0.101869320683628,0,0,0,0,0,0,0,0.0726427642735663,0,0,0,0,0.0187544453735192,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.168193797658034,0,0,0,0,0.116670839981811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00753388114598526,0,0,0,-0.0127420652262535,0,0.0307397472359452,0.183376267549095,0,0.00817399905581939,-0.00891836185686878,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0227457992383948,0,0,0,0.117531109774452,0,0.101064962488762,0,0,0,0,-0.0102984736190146,0,0,0,0,0.0383156435071863,0,0,0,0.0298539022623348,0,0,0,0,0.0149462993781655,0,0,0.0258105031405168,0,0,0,0,-0.0068171341481703,-0.00926156197831437,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494531329817318,0,0,0.13973367583043,0,0,0,0,0,0,0,-0.00221706348404449,0,0,0,0,0,-0.0325627709564202,0.0737869724777967,0,-0.0243627070456939,0,0.106521173790727,0,0,0.0677456826307055,-0.218274596892115,0,0,0,0.172268548484399,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0184482692064056,0,0,0,0,0,0,0,0,0,0.254120714270332,0,0.0166047708505252,0,0,0.0501154282782476,0,0.037007889708514,0.0278308782172628,0,0,0,0,0,0,0,0.0303550269918324,0,0.0588021376014811,0,0,0.0367797011895493,0.0163361239697793,0,0,0,0.000114114934016873,0,0,0,0,0.151048702701075,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619410044227175,0,0,0.0551701057705574,0,0.0837444182909695,0,0,0,0,0,0,-0.0206539860928951,0,0.0514484883488572,0,0,0,0,0,0,0.0764823435743987,0,0,0,0.68160327553544,0.0439829395091292,0,0,0,-0.0528251953935099,0,0,0,0,0.100324870436251,0,0,0.00826972304304445,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0.20038652450655,0,0,0,-0.041563971750075,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.297571062103829,0,0.0611591166695842,0,0,0,0,0,-0.0826443495118668,0,0,0,0,0,0,0,0,0,0.0468097629162522,0,0,0,0,0,-0.461786891368722,0,0,0.417271864962984,-0.407821906588483,0.301164269434105,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527519218683463,0.0281555755239707,0,0,0,0,0,0.00349668396408557,0.0254559509848755,0,2.16840434497101e-19,0,0.0235820425742423,0,0,0,0,0.00353737529537826,0.202571124344138,0,0,0,0.0426374487942539,0,0,0,0.0494252999031099,0,0,0,0.0307881360677568,0,0,0,-0.0235905171822536,-0.00692023214567589,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0791769318550241,0,0,0,-0.0490394514049402,0,0,0.00493502797122063,0,0,0,0,0,0.394028082447722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983291897188638,0,0,0,0.00378687508921285,0,0.0431585796971662,0,0,0,0,0.0371563259171327,0,0,0,0,0,0,-0.00153213618924133,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0.122305651369162,0,0,0,0,0,0.074133718365509,0,0,0,0,0,0,0,0,0,0.207261673741898,0,0.0441515812682115,0,0,0,0,0,0,0.00860254397514341,0,0,0,0,0,0,0,0,0.0474477879914523,0.0561959147365171,0,0.0436308460222253,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0387489214065809,0,-0.0205821162031313,0,0.110205722995228,0.0498579835757689,0,0,0,0,0.178110438165354,0,0.0397908333281248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743779637735504,0,0,0,0,0,0.634159764770074,0,0,0,0,0,0.0191883253060047,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0789035229518902,0.0113626191936476,0,0,0,0,0,0,0,0,0,0,0,0.191092682081751,0,0.0222858372472767,0.37460870224375,0,0.0685585021856442,0,0,0,0,0,0,0.0378670677959149,0,0.199296528851423,0,0,0,0,0,0,0,0,0.121670446285158,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0166010228193058,0,0,0,0,0,0,0,0,0.0878704117447626,0,0,0,0,0,0,0,0,-0.0239502181660183,0,0,0,0,0,0,0,0,0,0.0449100428818922,0,0,0.055289731522295,0.0824990220822038,0,0,0,0,0.20889074808506,0,0,0,0,-0.0511009218708899,0,0,0,-0.0962338184798256,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0776934258576859,0,0,0,0,0.114344312735786,0,0,0,0,0.0568184543999973,0,0,0,-0.0231103130333798,0,0,0,0,0.225265695096916,0,0,0.030069674981101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04866579980604,0,0.0357238040197595,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,-0.214142759391091,0,0,0.680461563953635,0,-0.0198160072484635,-0.011944501055621,0,0,0,0.38025257117506,0,0,0,0,0,0,0,0,0,0.0353943195574152,0,0,0,0,0,0,0,0,0,0,0,0.0410677432905385,0,0,0,0,0,0,0,0,0,0,0,0,9.49802660176711e-05,0,0,0,0.0950816355150229,0,0
X600309.SH,0,0,0,0,0,0.138245395438027,0,0,0,0,0,0,0.107925856415313,0,0,0,0,0,0,0,0,0,0.0605481020159603,-0.00457724063089669,0,0,0,0,0.385668434167214,0,-0.374375178660713,0,0,0,0,0,0,0.134551359882655,0,0,0,0,0,0,0,0.137187724766701,0,0,0,0,0,0.0656964621640121,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.207279306587532,0,0,0,0,0,-0.0425706139140963,0,0,0,0,0,0,0,0,0,0.0349293384286798,0,0,0,0,0,0,0.0894124570875631,0,0,0,0,0,0.0873780803607166,0,0,0,0,0,0.246264706554176,0,0,0,0,0,0,0,0,0,0,-0.0192207690995507,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0.292480989661185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255017567365082,0,0,-0.117247980708998,0,0,0,0,0,0,0.0777844921764121,0,0.371842868644638,0,0,-0.258591980182691,-0.0521603397909505,0,0,0,0,0,0,0,0,0.0851616106947879,0,0,0,0.0584373842147929,0,0.100357630889717,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.266764751585941,0,0,0,0,0,0.172373311680071,0.0509051605994013,0,0,0,0.0208833769771563,0.0757960608624052,0,0,0,0,0,0.122458126493662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882302041894162,0.0572571075918347,0,-0.0238864623714937,0,0,0,0,0,0,0,0.135411640093961,0,0.0895448333756132,0,0,0,0,0,0,0
