,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X002460.SZ,X600585.SH,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600027.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X002271.SZ,X601991.SH,X600803.SH,X600176.SH,X601699.SH,X600489.SH,X000983.SZ,X000807.SZ,X000786.SZ,X000539.SZ,X000629.SZ,X600160.SH,X300037.SZ,X600995.SH,X000408.SZ,X600219.SH,X002080.SZ,X002409.SZ,X000932.SZ,X600688.SH,X600378.SH,X600612.SH,X000723.SZ,X600096.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.477895868432147,0,0,0.0371962471396307,0,0,0,0,0.0730692911174088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452226320721111,0,0.0541488213368489,0,0.025314300444354,0,0,0,0,0,0,0
X600028.SH,0.684747646512769,0,0,0,0,0,0.115514448451236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021110566173764,0,0,0,0,0,0,0,-0.0357828564928288,0,0,0,-0.0519106986104923,0,0,0,0,0,0,0,0,-0.00571462146759498,0,0,0.0415312351543954,0,0.0187266825923338,0,0,0,0,0,0,0
X601088.SH,0.145887181435214,0,0,0,0.170023895878335,0,0,0,0,0.182323028113585,0,0,0,0.0256934043502469,0,0.0374921242097896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507635097505558,0,0,0,0,0,0,0,0,0,0,0,0,0.0158692114916098,-0.00544622307233074,0,0,0,0.0214470828550434,-0.012665601753917,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.161186226899782,0,0,0,0,0,-0.0435225390391882,0,0,0,0,0,0,0,0,-0.0201629079465075,0,0,0.166658732786284,0,0,0,0,0,0,0,0,0,0,0,0,0.06190059713518,0,0,0,0,0.0438469387438427,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.00142887322824617,-0.00375976401527101,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.247569893315414,0.111125699525386,0,0,0,0,0,0,0,0,0,-0.00147898200958197,0,0,0,0,0,0,0,0,0.112859885394431,0,0.214133227330852,0.0162072525986286,0,-0.068597437558821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108049840172734,0,0,0,0,0,0
X600011.SH,0.0280510857510612,0,0,0,0,0,0.0527183601625477,0,0,-0.104614105760364,0,0,0,0,0,0,0,0,0,0,0.409113870524156,0,0.162110103324975,0,0,0,0.275652250901052,0,0,0,0.0458545225979606,0,0,0,0,0,0,0,0,0,0,0.0526096278855376,0,0,0,0,0,0,0,0,0,0.0298124098718447,0,0,0,0,0,0,0
X600019.SH,0,0.064029247712687,0,0,0.0657337100647015,0,0,0,0.0704050900500794,0,0,0.0291188255014489,0,0.133788654617288,0,0,0,0,0,0,0,0,0,0.0450501654354396,0,0,0,0,0,0,0,0,0.0577722270963168,0,0,0,0,-0.0293991961592309,0,0,0,0,0,0,0,0,-0.0590122546675846,0,0,0,0,0.0402843215181768,0.0569619054003198,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.506993115784675,-0.0761767645734188,0,0,0,0,0,0,0,0,0,0.170676656599441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140426722509859,0.0378982516236575,0,0,0,0,0,0,0.00533956692019258,0,0,-0.0237785909551314,0,0,0,0.00906373425972459,0.029277325858491,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00658747910296709,0,0.0107029155878019,0,0,0.0507779009268838,0.0308882544041281,0,0,0,0,0,0,0,0,0,-0.0672589316961206,0,0,0.0206315334728923,0,0.0279705487063478,0,0,0,0,0,0.0292729614935195,0,0.172744161160534,0.0205226400638978,0.040358701813918,0,0,0,0,0.172143877970139,0,0,0,0,0,0,0,0,0,0,-0.0112694237961187,0,0,0,0,0,0,0
X601898.SH,0.210878817049175,0,0.1127266792822,0,0.419402138172457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310155992936708,-0.00213413733166402,0,0,0,0,0.0308325350627469,0,0,0,0.0788320830970513,0,0,0,0,0,0,0,-0.0297459569685021,0,0,0,0,0.0496246858807524,0,0,0,0,0,0,0,0,-0.00713411739560105,0,-0.0591909663875784,0,0,0,0,0
