,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X000708.SZ,X600027.SH,X600803.SH,X600010.SH,X600111.SH,X600160.SH,X000983.SZ,X601699.SH,X002460.SZ,X600426.SH,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X002128.SZ,X000933.SZ,X000877.SZ,X000807.SZ,X600985.SH,X000630.SZ,X600219.SH,X600176.SH,X601168.SH,X000408.SZ,X000883.SZ,X002353.SZ,X600348.SH,X600096.SH,X000027.SZ,X002271.SZ,X600995.SH,X600612.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0738111184676049,0.613165466462904,0,0,0,0,0.0467407720926165,0,0.0804425715378304,0,0,0,0,-0.0752644634416778,0,0.150797144870542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229503118209159,0.0664932408394619,0,0,0,0,0,-0.0964810110707865,0,0,0,0,0,-0.0262837978040026,0,0,0,0,0,0,-0.012820345709983,0,0,0,0,0,0,0
X601088.SH,0.245756365050696,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22709239107882,0.116125888909804,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00209311837930278,-0.0772994987160867,0,0,0.0386819640227469,0,0,0,-0.0466330124153933,0,0,0,0,0,0,0,0,0,0.0143922214246464,0,0
X600028.SH,0.514448656940871,0,0,0,0,0,0.0899405692009824,0,0,0,0,0,0,0,0,0,0,0,0.0289010354578035,0,0,0,0,0,0.015577680381119,-0.133808949665533,0,0,0,-0.00677304680495669,0,0,0.0337436879716784,0,0,0,0,0.0330806003934215,0,0.00851569809579262,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175177975114186,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0080141549600714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417651237644304,0.14708836100199,0,0,-0.0440273031800163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247632998101675,0,0
X600188.SH,0,0,0,0,0,0.0936217431389896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692144994688481,0.0963193968117523,0.202917252487317,0,0,0,0,-0.200323332702248,-0.0135427199677252,0.0176743927064489,0.0564093917664059,0,0,0.217258700097555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X601898.SH,0,0.0235689123839175,0,0,0,0,0.024166708437785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200030711115214,0,0,0,0,0,0,0.0340604202977599,0,0,0,0.38061261330082,0,0,0,0,0,0,0.161892294158069,0,0,0,0,0,0,-0.0227320667977313,0,0.024565157062341,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0565551799425511,0,0,0,0,0,0,0,0,0,0,0,0.18572108521667,0.239332835951529,0,0,0,0.0442668636572841,0,0.013246541734095,0,0,0,0,0.0920088727175068,0,0,0,0,0,0,0,0,0,0,-0.00133369632100711,0,0,0,0,0,0,0,0.0649163523383594,0,0,0,0.0485214517056951,0,0,0,0,0,0
X600011.SH,0.111591029529067,0,0,0,0,0,0,0,0,0,0,0,0,0.263432348818723,0,0,0,0,0.293205232124031,0,0,0,0,0,-0.0241872480521527,0,0,0.198922079499029,0,0,0,0.0411015663970049,0,0,0,0,0,0,0,0,0,0,0.0755783313589258,0,0,0,0,0,0,0,0,0.0202982500454862,0.0114398642102297,0,0,0,-0.0428233373680364,0,0
X600886.SH,0,0,0,0,0,0,0,0.0728653119263651,0,0,0,0,0,0.133771769114024,0,0,0,0,0,0,0,0,-0.0275186580392292,0,0,-0.0307040975985592,0,0,0,0,0,0,-0.0636932271604972,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01962612895852,0,0,-0.0181969848783827,-0.173331787725169,0,0,0,0,0,0,0,0
X601600.SH,0.0437817083714789,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0119498597229748,0,0.0374689094264101,0,0,0.161015108676103,0,0,0,0,0,0,0,0,0,0.30283235155749,0,0.0617844429362387,0.142677787557389,0,0,0,0.26750655362417,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168072875427985,0,0,0,0,0,0
