,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600309.SH,X600660.SH,X300072.SZ,X601600.SH,X601991.SH,X600188.SH,X600362.SH,X600886.SH,X600547.SH,X600027.SH,X002466.SZ,X000709.SZ,X600157.SH,X600111.SH,X600339.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600008.SH,X000723.SZ,X600299.SH,X002271.SZ,X000883.SZ,X002460.SZ,X600176.SH,X600352.SH,X600219.SH,X600578.SH,X000630.SZ,X600583.SH,X000408.SZ,X000539.SZ,X000792.SZ,X600021.SH,X000027.SZ,X000786.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.149618129709378,0,0,0,0,0,0,0.0489644633539833,0,0,0,0,0,0.15366669798486,0,0,0,0,0,0,0,0,0,0,-0.00421515083008832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654929815406401,0,-0.0244009513404271,0,0,-0.000429370686183319,0.00897290157263686,0,0,0,0,0,0
X600028.SH,0,0,0.0322646748786772,0,0,0,0,0,0,0.0594614504932342,0,0.0101740184410739,0,0,0,0,0.00486063791838105,0,0,-0.134033260077304,0,0,0,0,0,-0.0592740102944262,0.0727392802079443,0,0,0,0,0,0,0.025577271775633,0,-0.0487629982338466,0.0344232674176968,0,0,0,0,0,-0.0129844246490715,0,0,0,0,0,0,0,-0.00396260689692117,0.00259533724520481,0,0,0,0,0,0
X601088.SH,0,0,0,0.0383564614924524,0.0375417778809048,0,0,0,0,0,0,0,0,0.0385527039375109,0,-0.03069242723455,0,0,0.0554912044975112,0,0,0,0,0,0,-0.00877425969836818,0.0835374424512519,0,0,0,-0.0101716766350256,0,0,0,0,0,0,0,0,0,0,-0.0255876868738654,0,-0.0383774267595691,0,0,0,0,0,0,-0.013735746559509,-0.00130424722187834,0,0,0,0,0,0
X600019.SH,0,0,0.0524157481533242,0,0,0,0,0,0,0,0,0,0.0615764079046059,0,0.0473026022354047,0,0.0920457884124623,0,0,0,0,0.0630708064783046,0,0,0,0.0823715387649473,0.302068754519015,-0.021452506661407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340534397463053,0,0,0,0,0,0
X600011.SH,0,0,0.126932754212268,0,0,0,0,0,0,0,0,0,0,0.00283817450500477,0,0.181225315250077,0,0,0,0,0.131076168043639,0,0.0103896121559576,0,0,0.095240877275858,0,0,0,0,0.0864799145913351,0,0,0,0,0,0,0,0,0.12589810445975,0,0,-0.119579572158208,0,0,0.255626955005742,0,0,0,0,0.0286969342785549,-0.00928215198379476,0,0,0,0,0,0
X600585.SH,0,0,0.0909421793792784,0,0,0,0,0,-0.0223363169505682,0,0,-0.0752854530534546,0,0,0,-0.0843466850625181,-0.0170274212656537,0,0,0,0,0.119423296705284,0,0,0,-0.168922693822689,0.083216440786173,0,0,0,-0.0423029372727612,0,0,0,0,0,0,0,0,0,0,0,0.138666068702051,0,0,0,0,-0.0263583260758813,0,0,-0.00939017715397179,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240509143691757,0,0,0.067316328973044,0,0,0,0,0.00292682936414088,0,0,0,0.0243462157160179,0,0,0.0564936284179793,0.0825024792573378,0,0,0,0,-0.0106075193727532,0,0,0,-0.0402943447644665,0,0,0,0,0,0,0.122960185217664,0,0,0,-0.00696675264132109,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0197157407426806,0,0,0,0,0,0.37145224531784,0,0,0,0,0,0,0,0.00297675363421315,0.0514618845251258,0,0,0,0,0,0,0,0,0,0,0,0,0.0159156105173031,0,0,0,0,0.0164547636692712,0,0,-0.00880789233116785,0,0,-0.0021335134793546,0.0140879331244706,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750593763971649,0,0,0,0,0,0,0,-0.0656653627069807,0.656462033173166,0,0,0,0,0,0,0,0.35421649413864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190924122801309,0,0,0,0.0602394934422077,0,0,0,0,0,0
X600688.SH,0.261991368544021,0.218866943448481,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050971877896855,0,0,0,-0.0821015235653501,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0252510385159827,0,-0.0167326939352163,0,0,0,0,0,0,0,0,0,0,0,-0.00494362247276241,0,0,-0.019542582812979,0.00734844094137229,0,0,0,0,0,0
