,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600111.SH,X600426.SH,X601600.SH,X002466.SZ,X000301.SZ,X600010.SH,X600011.SH,X601898.SH,X600352.SH,X600886.SH,X600219.SH,X600803.SH,X600489.SH,X002353.SZ,X600188.SH,X600801.SH,X600486.SH,X601991.SH,X600688.SH,X600795.SH,X601168.SH,X002080.SZ,X600299.SH,X000932.SZ,X600315.SH,X000630.SZ,X300037.SZ,X000830.SZ,X000723.SZ,X000898.SZ,X600027.SH,X600549.SH,X000807.SZ,X601992.SH,X600409.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0514748644678535,0,0,0,0,0,0.000268617555333157,0,-0.0625274074862643,0,0.058296735931924,0,0,0,0.0136034102196184,0.0135751715125465,-0.00862696636184112,0,0,0,0,0,0,0,0,0,0.0957673854102085,0,0,0,0,0,0,0.00133572206367363,0,0,0,0,0.0491108578093252,0,0,0,0,0,0,0,0,0,0,0,-0.00261237327940538,-0.0024252566285094,0,0,0,-0.00319755454046317,0,0
X600028.SH,0,0,0,0,0,0,0,0.110415312791444,-0.0141482413862175,-4.15492470341538e-05,0,0,0,0,0,0.0266099272324209,0.00453902758893085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227089239020823,0,0,0,0,0,0,0,0.108110504001505,0,0,0,0,0.0545052466671052,0,0,3.3881317890172e-21,-0.0234710845338809,0,0,0,0.00446394537825375,0,0
X600309.SH,0,0,0,0,0,0,0.0126545454127979,0,0,0.210915548205853,0,0,0,0.0030448537065545,0.0914951503192242,0.132059803368547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141782686185275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024318309603633,0,0,0,0,0,0.0141301806365658,0.0038543408228014,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0296339300136716,0,0,0,0.0313487647055608,0,0,0.0357548924288676,0,0,0,0,0,0,0.143358172120291,0,0,0,0,0,0,0.412461172289279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006650736606172,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0405825164723324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119885425413617,0,0,0,0,0.0945877680772931,0,0,0,0,0.0780209551415505,0,0,0,0.031291804084083,0,0,0,0,0,0,0,0,0,0.0495996022403569,0,-0.0217592635937254,-0.00458884212123827,-0.0170589267304861,0,0,0,0.0191902440369898,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530605269402496,0,0.0723803945186457,0,0,0,0,0,-0.027235464555941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724406513169353,0,0,0,0,0,0.405108406303978,0,0,0,0,0,0,0,0.0200141043883769,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.346736355233633,0,0,0,0,0,0,0,0,0.236236622701539,0.122873152742627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3818486836253,0,0,0,0,0,0,0,0,0,0,0.135737894406751,0,0,0.121627026382343,0,-0.0876844627917468,-0.0452929321951642,0,0,0,0,-0.00878701135595247,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541307741090369,0.190628434176979,0,0,0,0,0,0,-0.0664244515812897,0,0,0,0,0.27982116757088,0,0,0.147619881287658,0,0,0,0.0492133961770895,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.317323655442993,0,0,0,-0.0345571167214047,0,0,0,0.00902411564112256,0,0
X600660.SH,0,0,0,0,0,0,0.137127646434299,0,0,0.219160597181575,0,0.00180723334243277,0,0.0256849948634165,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0932418453827489,0,0,0,0,0.0555417889873712,0,0,0,0,0,0.0150595762313798,0,0,0,0,0,0,0,0,0,-0.0317993980554619,0,0,0,0,0,0,0
X002271.SZ,0,0,0.075445797281344,0,0,0,0,0,0.201192030979186,0,0,0,0,0,-0.00209298778590346,0,0,0,0,0,0,0,0.0377739054377985,0,0,0,0,0,0,0,0.100281412748485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269431730463942,-0.0661781526185499,0,0,0,0.0664167141395949,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038926493367968,0,0,0,0.0491554376825343,0,0,0,0,0.409369123354657,0,0,0,0.00629542357684834,0,0,0,0.0447463449004601,0,0,0,0,0,0,0.0353193321313052,0,0,0,0,0,0,0,0.0995958685247674,0,-0.0157166543771491,0,0,0,0,0.019077092589076,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.158014173281304,0,0,0,0,0,0,0,0.420715542192052,0.0691807529250883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234722093410005,0,0,0,0,0.33036337553558,0,0.189739874622491,0,0,0,0,0,0,0,0,0,-0.0118821380420008,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,-0.0460482522072573,0,-0.0323941522883347,0,0,0,0,0,0,0,0,0,-0.0946721106293773,0.0408556215631391,0,0,0,0,0,0,0.142001594923716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211121349102846,0,0,0,0,0,0,0,0,0,0.0422163706340283,-0.0668937281395675,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.264303020221708,0.217983351255807,0.157606083906313,0,0,0.0534399077930749,0,0,0,0,0,0,-0.150604127377177,0,0,0,0,0,-0.166845725013921,0,0,0.054191503806815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189866039104171,0,0,0,0.0658512185890693,0,0,0,0,0,0,-0.0350079170518323,0,0,0,0.0299018196245237,0,0
X600111.SH,0,0,0,0,0,0.0714814371374164,0,0,0.33334158325544,0,0,0,0.0146973803633523,0,0,0,0,0,0.261299382877345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445370718257555,0,0,0.0387792516604463,-0.0764727647911845,0,-0.0171986492896857,0,0,0,0,-0.0622760090128406,0,0
X600426.SH,0,0,0.114155260319353,0,0,0,0,0,0,0,0,0,0,0.108599697486053,0,0,0,0.0518450315439999,0.0548888526332798,0,0,0,0,0,0,0,0,0,0,0,0.205258105254737,0,0,0,0,0.0770140199717086,0,0,0,0,0,0.0861854217901275,0,0,0,0,0,0,0,0,0,0,0.00749787740318178,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.147496676493952,0,0,0,0,0,0.00566333159969822,0,0,0,0.15211811018199,0,0,0.0244838885984145,0,0,0,0,0,0,0,0,0,0.0325776438877314,0,0,0,0,0.0422648637527915,0,0,0.051302041805626,0,0,0.0349308296237197,0.245226206729328,0,0,0,0,-0.0118401996970292,0,0,0,0,0,0,0
