,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X601991.SH,X600547.SH,X600795.SH,X600309.SH,X600362.SH,X601992.SH,X600188.SH,X600660.SH,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X000709.SZ,X000959.SZ,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X601158.SH,X600299.SH,X000792.SZ,X600583.SH,X000630.SZ,X000408.SZ,X002460.SZ,X000883.SZ,X000983.SZ,X600219.SH,X600352.SH,X000539.SZ,X002092.SZ,X000825.SZ,X000027.SZ,X000723.SZ,X600578.SH,X601699.SH,X600176.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.196764445658298,0,0,0,0,0,0,0,0.0491776536501779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765659616374647,0,0,-0.0484307584163487,0,0,0,0,0,0,0.00475491292313535,0,0,0,0,0,0.084399588540847,0,-0.0101694657729625,-0.000393535758094352,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0645759257635037,0,0.167526955041153,0,0,0,-4.33680868994202e-19,0,0.0536459988231285,0,0,0,0,0,0,0,0.0613752230741591,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0285797127683304,0,0,0,0,0,0,-0.0286118739238167,0,0.0339722075811354,0,0,0.0123191076197137,0.042821719415499,0,-0.00368563089533411,0.0101876813031571,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0790842811434332,0,0,0,0,0,0,0,0.0305025414575868,0,0.0233428578376351,0,0,0,0,0,0,-0.0147399523429016,0,0.14064117760465,0,0.0461308622607057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.53602160386098e-05,-0.00703094709455259,0,0,0,0,0,0
X600019.SH,0,0,0.0764901511974615,0,0,0,0,0,0,0,-0.0150216524823424,0,0,0,0,0,0,0,0,0,0,0,0,0.0749744634087348,0.0287616739641497,0,0.20845304175072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407969664161465,0,0,0,0,0,0,0,0.065882466060067,-0.00434358994857009,-0.0162120901310098,0.265311572765552,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0374728690514685,0.166854770111585,0,-0.0456417455063187,0,0,0,0,0.16072301068968,0,0,0,0,0,0.0611997887090511,0,-0.0553965450163165,0,0.136904411467851,0,0,0,0,0,0,0,0,0.0035461896306375,0,0,0,0,0,0,0,0,-0.178212866548717,0,0,0,0,0,-0.00700154748817157,-0.00401324576955882,0,0,0,0,0,0
X600011.SH,0,0,0.235538705257354,0.0129236696537443,0,0,0,0,0,0,0,0,-0.314994343561252,0,0.073411853456747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.07078575298825,0,0,0,0,0,0.0488290500855619,-0.0205347265624153,0,0,0,0,0,0
X600010.SH,0,0,0,0.0409319950255723,0,0,0,0,-0.0462430071372902,0.101400753924558,0,0,0,0,0,0.0960742115917498,0,0,0.186787550259443,0,0,0,0,0,-1.0842021724855e-19,0,0.123270591613797,0,0,0,0,0,0,0,0,0,0,0.0153462010806667,0,0,0,0.0337077806714604,0.0210178385354984,0,0,0,0,0,0,0,0,-0.00540300481916857,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830890121157124,0,0,0,0,0,0,0,0,0,0,0,0,0.0659703957333626,0,0,0,0.308840891458611,0,0,0,0,0.202640190834076,0,0,0,0,0,0,0,0,0.0177074797787377,0,0,0,-0.000682764952302385,0,0,0,0,0,0,0
X300072.SZ,0,0.0749481045161425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133428749234839,0,0,0,0,0,0,0,0.0956083681272183,0,0,0,0.00224774349824031,0,0,0,-0.122829245912105,0,0.208252732201051,0.0655322576909195,0,0,0,0,0,0,-0.0637367006375026,0,0,0,8.67361737988404e-19,0,0.0404147079262969,0,0.0382831194269313,-0.00522273073072979,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0282614366639741,0,0,0,0,0,0,0,0,0,0,0.187591336961105,0,0,0,0,0,0,0.027434989349876,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544787726168156,0,0,0.511066271451576,0,0,0.0450852438409753,0,0,-0.00930760352875777,0,0,0,0,0,0.0050033702573564,-0.00531207882669728,0,0,0,0,0,0
