,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X601600.SH,X000792.SZ,X600886.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X000877.SZ,X002271.SZ,X600795.SH,X600362.SH,X600027.SH,X600426.SH,X601991.SH,X601699.SH,X600176.SH,X600803.SH,X000983.SZ,X600489.SH,X000807.SZ,X600995.SH,X000786.SZ,X600160.SH,X600219.SH,X600688.SH,X000933.SZ,X000408.SZ,X600612.SH,X000932.SZ,X000629.SZ,X002080.SZ,X000630.SZ,X600096.SH,X000723.SZ,X300037.SZ,X600157.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.238972520264501,0.0242778630090415,0,0.0677732213362132,0,0.0782965662771219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893644719400552,0,0.0973527676647286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467850912087013,0,0,0,0,0,0,0
X600028.SH,0.466259946556786,0,0.097796004867785,0,-0.145062912604602,0,0,0,0,0.127780530527877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0.0930686254912667,0,0,0,0,0,0,0.00780737057111672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028736109415786,-0.0474996100065086,0,0,0,0,0,0
X601088.SH,0.0249142397509559,0,0,0,0,0,0,0,0,0.067608159507495,0,0,0.0965285938968353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123264720696663,0,0,0,0,-0.0180244503460898,0,0,0.084395518262086,0,0,0.193273226990273,0,0,0,0,0,0,0,0,0,-0.000652204037820601,0,0,0,0,0,0,0
X600309.SH,0.0349190840533166,0,0,0,0,-0.0835959358501048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204575688577816,0,0,0,0.187023359049645,0,0,0,0,0,0,0.083887510552885,0,0,0,0,0,0.0164125764480132,0,0,0,0,0,0,0,0,0,0,0,0,9.13106675125902e-05,0,0,0,0,0,0,0
X600188.SH,0.206516431725358,0,0.130321896099651,0,0,0,0,0,0.0111516270476651,0.151274360688515,-0.0465784793079844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145107385950481,0.0489032864078647,0,0,0,0,0,0,0,0,0,0,0.0656657752330394,0,0,0,0,0,0,0,0,0,0,0.392717900256366,0,-0.0335679739294778,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0383347487439604,0,0,0.0661984231961359,0,0,0,0,0,0,0,-0.101099710005206,-0.0690909904181439,0,0,0.463634226914392,0,0.167178449622363,0,0,0,-0.12761215415926,0.00947899289700105,0,-0.0350123450599781,0,0,0,0,0,0,-0.177035350034406,0,0,0.0869300854838235,0,0,0,0.0298160343113692,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.292793892043763,0,0,0,-0.0325696111607416,0,0,0,0,0,0,0.0662140691227092,0,0,0,0,0,0,0,0,0.153102234350117,0,0,0,0,0,0,0.0389826207300557,0,0,0.0244371389178273,0.0238208657989712,0,0,0.145931967689757,0,0,0,0,-0.0139292058191853,0,0,-0.0653018077732132,0,0,0,0,0,0,0,0.00838056583433352,-0.0305233620162493,0,0,0,0,0,0
X600585.SH,0,0,0,-4.33680868994202e-19,-0.00843522904391231,0,0,0,0,0,-0.00172686857282098,0,0,0,0,0,0,0,0,0,0.22985532772643,0.185282141132073,0,0,0,0,0.00379109890662458,0,0.0624732815437662,0,0,0,0,0,0,0,0,0,0.125138844569303,-0.0396634986917569,0,0,0,0,0,0,0,0,0,0,0,0.0166068702866966,0,0,0,0,0,0,0
X002460.SZ,-0.0864423223007961,0,0,0,0,0,0,0,0,0,-0.0668937660923698,0.598418208886493,0,0,-0.0471692980630529,0,0,0,0,0,0.132754884485154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945839423390878,-0.0340950340797813,0.0209687728409121,0,0,0,0,0,0,0,0,0,0.00247470331050714,0,0,0,0,0,0,0
X601898.SH,0,0.0485685127730392,0,0,0.102813836192938,0,0.126325112906686,0,0,0,0.0660931975308285,0,0.11734156137241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679177751341025,0,0,0,0.103936568321679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284545893798485,-0.0371622055955118,0,0,0,0,0,0
