,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X300072.SZ,X600688.SH,X002460.SZ,X600795.SH,X600660.SH,X601992.SH,X600362.SH,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X000408.SZ,X000786.SZ,X600339.SH,X600176.SH,X600219.SH,X600489.SH,X000959.SZ,X000723.SZ,X000553.SZ,X002271.SZ,X600808.SH,X600352.SH,X601158.SH,X000883.SZ,X000807.SZ,X000630.SZ,X600549.SH,X000983.SZ,X002092.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00616076772207245,0,0,0,0,0,0,0,0,0,0,0,0.0661567540639493,0,0,0,0.00104893068251958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723095040672623,0,0,0,0,0,0,0,0,0,-0.0166555177457834,0,0,-0.0126858397312671,0.0230399518198954,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0238732301427568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243707251329177,0,0,0.0100742982253106,0,0,-0.0127093668994586,0,0,0,0,0.000608183045861983,0,0,0,0,0,-0.0196176848070821,0,0,0.031829368051049,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0559025477018963,0,0,0,-0.0512776706829308,0,0,0,0,0,0,0.288714730351292,0,0,0,0,0,0,0,0,0,0.0387247937099112,0,-0.0546286044838798,0,0,0,0,0,0,-0.0027112050921093,0,0,0,0,0,0,0,0,0,0,0,0,0.062318368455387,0.109717586796688,0,0,0.0487084217569983,-0.0259706192443396,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.12924485293017,0,0.147511765937199,0,0,0,0,0,0,0,0,0,0.0171803841127596,0,0.247422456159999,-0.00730132576609863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246669113689575,0,0,0,0,0,0,0.0485301892538108,0,0,0,0,-0.0168773653236056,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0401511559904834,0,0.0455195749657803,0,0,0,0,0,0.134188099895847,0,0,0.0167797344248475,0,0,0,0,0,0,0,-0.111008242866277,0,-0.136923731504676,0,0,0.0742738214553557,0.0793060915270228,0,0,0,0,0,0,0.0480247072202642,0,0,0,0,0,0.152189386163276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.266566519296542,0,0,0.0101180485891953,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.151028296488127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975437537733084,0,0,0,0.02734850978927,0,0.220971404560801,0.00499792503979197,0,0,0,-0.00438875403223283,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146425217647266,0,0,0,0.202794211109878,0,0,-0.014674149893423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118542267661718,0,0,0,0,0,0.0737632677517314,0.094170910577235,0.115883279464262,0,0,-0.0289754990446292,0.0398599681631393,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.296462641789123,0,0,0,0,1.73472347597681e-18,0,0,0,0.097158282679284,0,0,0,0,0,0,0,0,0.0580383276741207,0,0,0,0,0,0,0,0.355612403314622,0,0,0,0,0,-0.0971610996342462,-0.0461499379402192,0,0,0,0,0,0,0,0.20712184015113,0,0,0,0.0465722472947282,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931082260272802,0.0101684907111682,0,-0.00494623784555239,0,0,-0.013056536896104,0,0,0,0,0,0.0239214684901083,0,0,-0.0154299761545443,0.0396796949117187,0,0,0.0728668568019019,0,0,0.100870047036239,0,0,0,0,0,0,0,0,0,-0.0163092908416596,0.0202598882021662,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.216549411225952,0,0,0,0,0,0,0,0,0,0,0,0.0353324264886092,0.0846211854809984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999968549944454,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0138791582568772,0,0,0,0,0,0
