,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600010.SH,X600362.SH,X600111.SH,X000786.SZ,X600176.SH,X600011.SH,X601600.SH,X601898.SH,X600886.SH,X600426.SH,X000301.SZ,X002466.SZ,X600188.SH,X600352.SH,X600801.SH,X601991.SH,X002080.SZ,X600219.SH,X002353.SZ,X600795.SH,X600489.SH,X600803.SH,X600688.SH,X000932.SZ,X000027.SZ,X600299.SH,X600486.SH,X600516.SH,X000898.SZ,X601168.SH,X600027.SH,X000723.SZ,X600295.SH,X300037.SZ,X600157.SH,X601992.SH,X000807.SZ,X600315.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0199710008505182,0,0,0.0503521912948742,8.2231028875879e-05,0,0,0,0,0,0,0.0484122053754098,0,0,0,0,0,0,0,0.0417176180110873,0.0595637071332588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281902522310264,0,0,0,-0.00294126829352371,-0.00152624566518154,0,0,0,0,0,0
X600028.SH,0,0,0,0.0252030965154294,0,0,0.0775935265779586,0,0,0,0,0,0,0,0,0,0,0.0617556974470581,0,0,0.0394380572942789,0,0.0206359480709012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019129374766563,-0.0453439663864559,0,0,0,0,0.0962768871567314,0,-0.00362825618163432,-0.0183076573667183,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.218068268591807,0,0,0,0.00843404222098517,0.165313288177109,0,0,0,0,0.10039327792185,0,0,0,-0.018451515852626,0,0.0881871726083073,0,0,0,0,0,0.0560222678719344,0,0,0,0,0,0,0.036465934860522,0,0,0,0,0,0,0,0,0.00278909331492834,0,0
X600309.SH,0,0,0,0,0,0.0271528361031144,0,0.180726572539642,0,0,0,0,0,0.00394848760995602,0,0,0,0,0,0,0.313617554518039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419231025743421,0,0,0.100484321315768,0,0,0,0,0,0,0,0.0806219735006948,0,0,0,-0.0357385429257706,0,0,0,0,0,0
X600585.SH,0,0,0,0.0118981777331248,0,0,0.00554482956285861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476819812699608,0,0.123913593945763,0,0,0,0,0,0,0,0,0.0315122720994314,0,0,0,0,0,0.0998907185181945,0,0,-0.0262971256579287,-0.047988413780063,0,0,0.0153860259155419,0,0,-0.0252372315083771,-0.0177743937628084,0,0,0,0,0.00612814310371492,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0144101506179849,0,0.140642893866617,0,0,0,0.0456018014793349,0,0,0,0,0,0,0,0,0,0.0456056217652957,0,0,0,0,0.031617367997341,0,0.462434661608689,0,0,0,0,0.0679093906178719,0,0,0,0.148379684393306,0,0,0,0,0.00874701057587983,0,0,-0.00743011988080735,0,0,0,0,0,0,0
X000708.SZ,0,0,0.0880010758236559,0,0,0,0,0,0,0,0,-0.171814567641948,0,0.045300022460705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271677129684192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701553100990124,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.201523856352586,0,0,0,0,0.0974437457058537,0,0.368625189852394,0,0,0,0,0,0.175827063433076,0.150008062163845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438736659816129,0,0.0692845093097307,0,0.0275279037881059,0,0,0,0,0,0,-0.0617744433525143,0.0604234855664036,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.121394764507328,0,0.196706760982244,0,0,0,0,0,0,0,0,0,0,0,0.0468786925542927,0,0,0,0,0,0,0.0332933277787833,0,0,-0.039069385848264,0,0,0,0,0,0.15234252596358,0,0,0,0,-0.00180880465098677,0,0.115883870670068,0,0,0,0,0,0,-0.0251089387306221,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0790139108922342,0,-0.137891463359435,0,0,0.19427009235248,0,0,0,0,0,0,0.0143653493989462,0,0,0,0,4.33680868994202e-19,0,0,0,0.093872188633217,0,0,0,0.0775080099057773,0,0,-0.0438786076284283,0,0,0,0,0,0.0439552244035451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047160563117481,0,0,0,0,0,0
