,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X601600.SH,X600547.SH,X600362.SH,X000301.SZ,X002466.SZ,X000786.SZ,X600111.SH,X600010.SH,X600188.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X000027.SZ,X601991.SH,X600795.SH,X600803.SH,X600219.SH,X600352.SH,X600489.SH,X000807.SZ,X000932.SZ,X600801.SH,X000825.SZ,X000408.SZ,X000898.SZ,X600688.SH,X000959.SZ,X002353.SZ,X300037.SZ,X601699.SH,X600315.SH,X600157.SH,X000830.SZ,X002080.SZ,X600486.SH,X600299.SH,X600027.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0270966855335024,0,0.0271895638834012,0,0,0,0,0.0792668081649879,0.0365608772698347,0.141456375466139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514738133245325,0,0,0,0,0,0,0,0,0,0,0,0,0.0199635793587754,0,0,0,0,0.00571803038371588,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639856168498439,0,0,0,0,0.0134951902425797,0,0.0919493993842219,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0122691408040262,0,1.73472347597681e-18,0,0.0968204870942661,0,0,0,0,0,0.0304485117158244,0,0.113481050636063,-0.100426954355551,0,0,0,0.0428626967032366,0,0.0593217654852759,0,0,0,0,-0.0229099209528987,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300718784240356,0,0.116648884469692,0,0,0,0.0963430082027359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359897701575058,0,0,0,0,0,0,0,0,0,0,0.0990936768550943,0,0.00537725189119534,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0161924321962379,0,0,0,0,0,0,0,0,0,0.255984887772207,0.0117414046341043,0,0,0.122333757573578,0,0,0,0,0,0,0,0,0,0,0.0381134878972089,0,0,0.0324101921803361,0,0,0,0,0,0,0,0.0348364311224091,0,0.125877110168611,0,0.173607427849687,0,0,0.0517620327311878,0,0,0,0,0,0,-0.0255011711723453,0,0
X600585.SH,0,0,0,0,0,0,0,0.0214708705205266,0,0,0,0,0,0,0,0,0,0,0,0.00529989927101347,0,0.0551218894209021,0,0,0,0,0,0,0.040269952592345,0,0,0,0.0375186548985163,0,0,0.00480875653501051,0,0,0,0,0,0,0,0,0.0297165887924792,0,0.016913173931863,0,0,0,0,0,0,0,0,0,-0.00387097645172242,0,0
X600019.SH,0,0,0,0,0,0,0.052306470087957,0,0,0.0882503619243498,0,0,0,0,0,0,0.0136204753904238,0,0,0.0270684615901531,0,0,0,0,0,0,0,0,0,0,0,0.112672157703197,0.179861250424049,0,0.123617611219416,0,0.13153082439263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.146172427710516,0,0,0,0,0,0.107617240641309,0,0.508358830924444,0,0.0344722342370982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580024005970109,0,0,0,0,0,0,0,0,0,0,0,0.0136990668693146,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.145255724964339,0,0,0.160079557932138,0,0.0221587505387648,0,0,0,0,0,0,0,0.144152853797423,-0.0166592015351447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233222879392365,0,0,0,0,0,0,0,0,0,0,0,-0.0331097693758996,0,0,0,-0.0160652408005591,0,0
X002271.SZ,0,0,0,0,0,0,0.0850393642114224,0,0,0,0,0,0,0,0.00353592578491494,0.0451007796293174,0,0,0,0,0.00595026680035398,0,0,0,0,0,0,0,0.103134892549949,0,0.0323394125428265,0.0200314755379417,0,0,0,0.137000884138815,0,0,0,-0.0483967036238441,0,0,0.126743907903398,0,0,0,0,0,0,0,0,-0.108143608246249,-0.000535737488013685,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0748925800701631,0,0,0,0,0,0,0,0,0,0,0,0.00117287297712058,0,0,0,0,0,0,0,0.0966193536764313,-0.0122823375281406,0,0,0,0,0,0,0,0.107392545710227,0,0,0,0.235886546385044,0,0,0,0,0,0.14956481528932,0,0,0,0,0.0909717937941079,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217441603163354,0,0,0,0,0,0,0,0,0,0,0,0.212779829078939,0.00900952630577465,0,0,-0.0369959330357465,0,0,0,0,0,0,0,0,0,0,0.0968104722884014,0,0,0.0372507883611033,0,0,0,0,0,0,0.0145761058845728,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532428877046821,-0.0760582489579064,0,0,0,0,0,0,0,0,0,-0.00318821756066723,-0.0612782741482346,0,0,0,0,0,0.373879060577789,0.0714728445183617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121223604924035,0,0,0,0,0,0,-0.000677769041087104,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250782665460855,0,0,0,0,0.0345782455542087,0,0,0,0,0,0.142241955898303,0,0,0,0.0811360417467723,0.0810919080933937,0,0,0,0,0,0,0,0.0517401609710382,0,0,0,0,0,0,0,-0.0415440240602294,0,0,0,0,0.0103753705026766,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.160345090657529,0,0,0,0,0,0,0,0.170936455543907,0,0,0,0,-0.115271228820501,0,0,0,0,0,0,0.2222867100285,1.38777878078145e-17,0,0,0,0,0,0.0945513856885045,0,0,0,0,0,0,0.0624496179766176,0,0,0,0,0,-0.0919874692764279,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831585651515591,0,0,0,0,0.0824703770485165,0,0,0.315215368138152,-0.0648809963230327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460487821089641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229599276428923,0,0
X002466.SZ,0,0,0,0,0,0,0.62773994177808,0.0865595719524641,0.0144691369994111,0,0,0,0,0,0.251630974743488,0,0,0,0,0,0,-0.0536452450661549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113129555681899,0,0,0,0,0,0,0,0,0.18929235680028,0,0,0,-0.139512898314047,0,0,0,0,0,0,0
X000786.SZ,-0.0679101185736819,0,0,0.326937796287983,0,0.0524634646453274,0,0,0,0,0,0,0,0,0,0,0,0.0014732976459154,0,0,-0.122987658955466,0,0,0,0,0,0,0,0,0,0,0,0.0457832694679851,0,0,0,0,0,-0.153022489305416,0,0,0.104132697550792,0,0,0,0,0,0,0,0,0,0,-0.0841815750999452,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0873720696679263,0,0,0.126447955677137,0,0,0,0,0.218187158843037,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-1.35525271560688e-20,0,0,0,0,0,0,0.019343758044856,0,0,0,0,0,0,0,0,0,-0.0302246662465985,0,0,0,0,-0.0274295933688173,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0770603358955067,0,0,0,0,0,0,0.0565046873092741,0,0,0,0.129885899541251,0,0,0,0.108704488650518,0,0.037921874136053,0,0.108836761250302,0,0.0777711453497945,0,0,0,0,0,0,0,0,0,0,0.0710537978256716,0,0,0,0,0,0,-0.0372431224411446,0,0
