,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X600176.SH,X601992.SH,X000898.SZ,X600352.SH,X000786.SZ,X000553.SZ,X600027.SH,X000792.SZ,X600299.SH,X600426.SH,X000709.SZ,X002271.SZ,X000825.SZ,X000408.SZ,X601699.SH,X000830.SZ,X601158.SH,X600489.SH,X600583.SH,X600339.SH,X600219.SH,X000883.SZ,X600315.SH,X600808.SH,X600157.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.182995733456806,0.0639066591173301,0,0,0,0,0,0,0,0.0412301596127568,0,0,0,0,0,0.065317843424381,0,0.0202515926390781,0,0,0,0.128948750387214,0.0552475212727364,0,0.0230772871846554,0,0,0,0,0,0,0,0.013215344440158,0,0,0,0.00335907219426566,0,0,0,0,0,0,0,0,0,0,0,0,-0.00670083512729102,0,0,0,0,0,0
X600028.SH,0,0,0.256754348243737,0,0,0,0,0,0,0,0,0.472036702662445,0,0,0.0454402566018416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12871553775275,0,0,0,0,0.0546196959417464,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240663201115698,0,0,-0.112617406983491,0,0,0,0
X601088.SH,0,0,0,0.340075481584613,0.0236857623328187,0,0,0,0,-0.0632151385982926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025096228638979,0,0,0,0,0,0.328297961922129,0.038612057689509,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173036077532515,0,0,0,0,0,0
X600019.SH,0,0,0.279107387501169,0,0,0,0,0.217553865854035,0,0,0,0,0,0,0,0,-0.109541831888812,0,0,0,0,0,0,0,0,-0.0775942855173701,0,0,0,0,-0.0172337982606842,0,0,0,0.212969505216965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175271355267574,0,0,0,0,0,0,0
X600585.SH,0,0,0.268294406188646,0,0,0,0,0.0639845381664944,0,0.0188493377929877,0,0,0,0,0,0,0.0986361078006164,0,0,0,0,0,0,-0.0212873175849388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244730377641519,0,0,0,0,0,0,0,0,0.0523305953032841,0,0,-0.00674655579847042,0.0554165301334735,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0358496793876799,0,0,0,0,0,0,0,0,0,0,0,0,0.0278802649501179,0,0,0,0,0,0.04401782626505,0,0,0,0,0.1388345056286,-0.177269090971704,0.0666463032069352,0,0,0.276606581124468,0,0,0.0288011812731556,0,0,0,0,0,0,0,0.0299461851311356,0,0,0,0,-0.0365465350954773,-0.0319947568214951,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0160054433009204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15009409242108,0.0176507227298302,0,0,0,0.0673490434051674,0,0,0,0,0,0,0,0.0693396340450516,0.0981657886552109,0,0,0,0,0.0595618719218347,0.0761064893001137,0.0156870285940716,0,0,0,0,0,0,-0.00908588172579029,0.00304506508796602,0,0,0,0,0,0
X600188.SH,0,0,0,0.206682130146397,0,0,0,0,0,0.0564328993926299,0.0727364648719409,0,0,0,0,0,0,0.0955332765058247,0,0,0,0,0.107809009904207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16680219330897,0.179366787321838,0,0,0.344708137584653,0.0468916737385752,0,0,0,0,0,0,0,-0.0121133767132169,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318762758167052,0.0241085877304349,0,0.00520480113506589,0,0,0,0.0579513758706916,0.0843112408760325,0,0,0,0,0,0,0,0,0,0.0628716691839375,0,0,0.0543067501970665,0,0,0,0,0,0,0,0,0,0,0,-0.009396370033092,-0.0269929063332076,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.072639983953198,0,0,0,0,0,0,0,0,0.0410320538993884,0.438384727994737,0,0,0,0.121819261017555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024705986401582,0,0,0,0,0,0,0,0,0,0,0.0291045240486226,0,0.0303841873610716,0,0,0,0,0,0,0
