,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X000708.SZ,X601991.SH,X600362.SH,X600352.SH,X600795.SH,X600688.SH,X000723.SZ,X600801.SH,X600111.SH,X600027.SH,X601992.SH,X600516.SH,X600489.SH,X002271.SZ,X000786.SZ,X002466.SZ,X000898.SZ,X002460.SZ,X600299.SH,X600176.SH,X600426.SH,X600612.SH,X601158.SH,X000709.SZ,X000883.SZ,X002353.SZ,X000629.SZ,X600219.SH,X600583.SH,X000027.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X601699.SH,X600315.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.000896295209123996,0,0,0,0,0,0,0,0,0,0,0.0201648691724107,0,0,0.0479595669914742,0,0,0,0,0,0,0,0,0,0,0.0148433203376417,0.0556621426918251,0,0.0569280088914465,0,0,0,0,0.0457217852012423,0,0,0.0571964513021736,0,0,0,0,0,0,0,0,-0.000686587557895514,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351798304035372,0,0,0.0660900853888162,0,-0.00373349262671513,0,0,0,-0.0333604773507057,0,0,0,0,0,0.0626563735571189,0,0.0303934510475441,0,0,0,0,0.0118509832835173,0,0,0,0,0,0,0,0,0,0,0,-0.00104376393342217,0,0,0.111446848092491,0,0,0,0
X601088.SH,0,0,0,0.398463418045133,0,0,0,0,0,0,0,0,0,0,0.0398785664281032,0,0,0.0367693981415213,0,0,0.0286620508667186,0,0,0,0,0.0265567836689974,0,0,0,0,0,0,0.0294554626022294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12224397827285,0,0,-0.038325954309374,0.42377897690585,0,0,0,0,0,0.177085344348824,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333111483605253,0,-0.00360097325847369,0,0,0,0,0.0106607875141899,0,0
X600309.SH,0,0,0,0,0,0,-0.0761936730072213,0,0,0,0,0,0,0.0535375847240341,0,0,0,0,0,0,0.0588852093089193,0.106880194729301,0,0,0,0.112452155323679,0,0,0,0,0,0.0630258812577329,0,0,0.053932857617138,0,0,0,0,0,0,0,0,0,0.133042242118088,0,0,0,0,0,0,0,-0.0141160210509433,0,0,0,0.0133907818530218,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305582813481752,0,0,0,0.0974091788508992,0,0.12214683009142,0.0415774989510682,0,0,0,0,0,0,0,0,0,0,0.0536948124737927,0,0,0.00238863424131723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051964557939031,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0932725839177553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579298847942419,0,0,-0.0163983222368936,0,0,0,0,0,0.103961249420188,0,0,0,0,0,0,0,0,0,0,0,0,-0.349868339308597,0,0,0,-0.0660776971209358,0,0,0,0.027848604916154,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107871823485581,0,0,0,0.086022656354703,0,0.431657799128022,0,0.0620402352461543,0,0,0,0,0,0,0,0,0,-0.0561690963002655,0,0,0,0.114714843846655,0.0790788305610585,0,0,0,0,0,0,0,0,0,0,0.000703169062189309,0,0,0,0,-0.00343810989024187,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341541277519132,0,0,0,0,0,0,0.120300620305593,0,0,0,0,0.0636721579973479,0,0,0,0.00218507528134044,0,0.0144597155764821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222282176417549,0,0,0.00404823972850497,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0331078338757943,0,0,0,0,0,0,0.207820791827308,0,0,0,0.0541915173095417,0,0,0,0,-0.0236168668514136,0,0,0,0,0,0,0,0,0,0.0449312818525885,0.0759618249521541,0,0,0,0,0,0,0,0,0,0,0,0,0.101540509597545,0,0,0.0409342721461801,0,0,0,0,0,0,0.0199456512252782,0,0
